"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Sizes and measurement","Quantities in factual contexts","F","يتكون خزان الماء الأسطواني من نصف قطر يبلغ 3 أقدام وارتفاع يبلغ 10 أقدام؛ احسب حجم الخزان بالقدم المكعبة.","لحساب حجم الخزان الأسطواني، نستخدم صيغة حساب حجم الأسطوانة:

$$
V = \pi r^2 h
$$

حيث:
- $ V $ هو الحجم.
- $ r $ هو نصف قطر الأسطوانة.
- $ h $ هو ارتفاع الأسطوانة.
- $ \pi $ ثابت رياضي تقريبًا يساوي 3.1416.

### الخطوات لحل المسألة:

#### الخطوة الأولى: تحديد المعطيات
من المسألة، لدينا:
- نصف قطر الأسطوانة ($ r $) = 3 أقدام.
- ارتفاع الأسطوانة ($ h $) = 10 أقدام.

#### الخطوة الثانية: تطبيق الصيغة
نقوم بتعويض القيم في الصيغة:

$$
V = \pi r^2 h
$$

$$
V = \pi (3)^2 (10)
$$

#### الخطوة الثالثة: حساب المربع لنصف القطر
نحسب مربع نصف القطر:

$$
r^2 = 3^2 = 9
$$

#### الخطوة الرابعة: ضرب النتائج
نضرب القيم معًا:

$$
V = \pi (9)(10)
$$

$$
V = \pi (90)
$$

#### الخطوة الخامسة: استخدام قيمة التقريبية للـ $ \pi $
نستخدم قيمة تقريبية للـ $ \pi $ وهي 3.1416:

$$
V = 3.1416 \times 90
$$

#### الخطوة السادسة: إجراء عملية الضرب
نحسب الناتج:

$$
V = 282.744
$$

#### الخطوة السابعة: كتابة الإجابة النهائية
إذن، حجم الخزان الأسطواني هو:

$$
\boxed{282.744} \text{ قدم مكعبة}
$$"
"Sizes and measurement","Quantities in factual contexts","F","توجد ساحة لعب مثلثية بقاعدة طولها 15 متر وارتفاع 10 أمتار؛ احسب مساحة الساحة بالامتار المربعة.","لحساب مساحة الساحة المثلثية، نستخدم صيغة مساحة المثلث التي تعتمد على القاعدة والارتفاع. إليك الخطوات بالتفصيل:

---

### **الخطوة الأولى: تذكر الصيغة الرياضية لمساحة المثلث**
مساحة المثلث تُحسب باستخدام الصيغة التالية:
$$
\text{مساحة المثلث} = \frac{1}{2} \times \text{القاعدة} \times \text{الارتفاع}
$$

---

### **الخطوة الثانية: تحديد القيم المعطاة في المسألة**
من المسألة، لدينا:
- طول القاعدة = $ 15 $ متر
- الارتفاع = $ 10 $ أمتار

---

### **الخطوة الثالثة: استبدال القيم في الصيغة**
نعوض القيم في الصيغة:
$$
\text{مساحة المثلث} = \frac{1}{2} \times 15 \times 10
$$

---

### **الخطوة الرابعة: إجراء العمليات الحسابية**
1. احسب جداء القاعدة والارتفاع:
   $$
   15 \times 10 = 150
   $$

2. اضرب الناتج في $ \frac{1}{2} $:
   $$
   \frac{1}{2} \times 150 = 75
   $$

---

### **الخطوة الخامسة: كتابة الإجابة النهائية**
إذن، مساحة الساحة المثلثية هي:
$$
\boxed{75 \, \text{متر مربع}}
$$"
"Sizes and measurement","Measuring and calculating","G","حديقة دائرية نصف قطرها 5 أمتار؛ احسب محيطها وعبّر عن إجابتك بالأمتار والسنتيمترات.","لحساب محيط الحديقة الدائرية، يمكننا اتباع الخطوات التالية:

---

### **1. معادلة محيط الدائرة:**
محيط الدائرة يُحسب باستخدام الصيغة:
$$
C = 2 \pi r
$$
حيث:
- $ C $ هو محيط الدائرة.
- $ r $ هو نصف قطر الدائرة.
- $ \pi $ هو ثابت رياضي تقريبًا يساوي $ 3.14159 $.

---

### **2. تعويض القيم المعطاة:**
نعلم أن نصف قطر الدائرة ($ r $) هو $ 5 $ أمتار. لذا:
$$
C = 2 \times \pi \times 5
$$

$$
C = 10 \pi
$$

---

### **3. حساب قيمة المحيط باستخدام تقريب $\pi$:**
باستخدام تقريب $\pi = 3.14159$:
$$
C = 10 \times 3.14159 = 31.4159 \, \text{متر}
$$

---

### **4. تحويل الجزء الكسري من الأمتار إلى سنتيمترات:**
لتحويل الجزء الكسري من الأمتار إلى سنتيمترات، نستخدم العلاقة:
$$
1 \, \text{متر} = 100 \, \text{سنتيمتر}
$$

الجزء الكسري من الأمتار هو $ 0.4159 $ متر. لتحويله إلى سنتيمترات:
$$
0.4159 \, \text{متر} \times 100 = 41.59 \, \text{سنتيمتر}
$$

---

### **5. كتابة الإجابة النهائية:**
المحيط الكامل للدائرة هو:
$$
31 \, \text{مترًا} \, \text{و} \, 41.59 \, \text{سنتيمتر}
$$

---

### **الإجابة النهائية:**
$$
\boxed{31 \, \text{مترًا} \, \text{و} \, 41.59 \, \text{سنتيمتر}}
$$"
"Sizes and measurement","Measuring and calculating","G","إذا كان قطر بركة السباحة 10 أقدام، احسب محيطها وحوّل النتيجة إلى بوصات.","لحل هذه المسألة، سنقوم باتباع الخطوات التالية:

---

### **الخطوة 1: فهم المعطيات**
- قطر البركة = 10 أقدام.
- نريد حساب محيط البركة، ثم تحويل النتيجة إلى وحدة البوصات.

---

### **الخطوة 2: صيغة حساب المحيط**
المحيط ($C$) للدائرة يُحسب باستخدام الصيغة:
$$
C = \pi \cdot d
$$
حيث:
- $d$ هو القطر.
- $\pi$ هو ثابت رياضي تقريبًا يساوي 3.14.

بالتعويض عن القطر $d = 10$ أقدام:
$$
C = \pi \cdot 10
$$

---

### **الخطوة 3: إجراء الحساب**
$$
C = 3.14 \cdot 10 = 31.4 \, \text{قدم}.
$$

إذن، محيط البركة هو **31.4 قدم**.

---

### **الخطوة 4: تحويل القدم إلى بوصات**
نعلم أن:
$$
1 \, \text{قدم} = 12 \, \text{بوصة}.
$$

لذلك، لتحويل المحيط من أقدام إلى بوصات، نضرب في 12:
$$
31.4 \cdot 12 = 376.8 \, \text{بوصة}.
$$

---

### **الخطوة 5: تقديم الإجابة النهائية**
محيط البركة بعد التحويل إلى بوصات هو:
$$
\boxed{376.8 \, \text{بوصة}}
$$"
"Sizes and measurement","Measuring and calculating","G","إحدى إطارات الدراجة لها نصف قطر يبلغ 14 بوصة؛ احسب المحيط وحدد مدى بعد الدراجة بعد دورة كاملة، مع تقريب إجابتك إلى أقرب بوصة.","لحل هذه المسألة، سنقوم بحساب محيط الإطار باستخدام صيغة المحيط الدائري، ثم نستخدم هذا المحيط لتحديد مدى بعد الدراجة بعد دورة كاملة. إليك الخطوات بالتفصيل:

---

### **الخطوة 1: تذكر الصيغة المستخدمة**
محيط الدائرة يُحسب باستخدام الصيغة التالية:
$$
C = 2 \pi r
$$
حيث:
- $ C $ هو محيط الدائرة.
- $ r $ هو نصف قطر الدائرة.
- $ \pi $ هو ثابت رياضي تقريبًا يساوي $ 3.14159 $.

---

### **الخطوة 2: تعويض القيم المعطاة**
نعلم أن نصف قطر الإطار $ r = 14 $ بوصة. الآن نعوض هذه القيمة في الصيغة:
$$
C = 2 \pi (14)
$$

---

### **الخطوة 3: إجراء الحسابات**
أولاً، نحسب قيمة $ 2 \times 14 $:
$$
2 \times 14 = 28
$$

ثم نضرب الناتج في $ \pi $ (استخدام التقريب $ \pi \approx 3.14159 $):
$$
C = 28 \times 3.14159 = 87.96456
$$

---

### **الخطوة 4: تقريب النتيجة إلى أقرب بوصة**
نلاحظ أن الناتج $ 87.96456 $ قريب من $ 88 $. إذن:
$$
C \approx 88 \, \text{بوصة}
$$

---

### **الخطوة 5: تحديد مدى بعد الدراجة**
بعد كل دورة كاملة للإطار، تتحرك الدراجة مسافة تساوي محيط الإطار. وبالتالي، مدى بعد الدراجة بعد دورة واحدة هو نفسه محيط الإطار:
$$
\text{مدى بعد الدراجة} = 88 \, \text{بوصة}.
$$

---

### **الإجابة النهائية:**
$$
\boxed{88 \, \text{بوصة}}
$$"
"Sizes and measurement","Recording and comparing quantities","H","مجموعة من الطلاب سجلت ارتفاعات النباتات بالسنتيمترات بعد ثلاثة أسابيع من النمو: 15، 22، 18، 25 و20؛ احسب المتوسط الارتفاع وحدد مدى اختلاف كل ارتفاع عن المتوسط.","لحل هذه المسألة، سنقوم باتباع الخطوات التالية:

---

### **الخطوة 1: حساب المتوسط الحسابي**
المتوسط الحسابي هو مجموع القيم مقسومًا على عدد القيم. لدينا الارتفاعات التالية:  
$$ 15, 22, 18, 25, 20 $$

#### الخطوات:
1. احسب مجموع القيم:
   $$
   15 + 22 + 18 + 25 + 20 = 100
   $$

2. عدّد عدد القيم:
   هناك خمس قيم (عدد الطلاب = 5).

3. احسب المتوسط الحسابي:
   $$
   \text{المتوسط} = \frac{\text{مجموع القيم}}{\text{عدد القيم}} = \frac{100}{5} = 20
   $$

إذن، **المتوسط الحسابي للارتفاعات هو 20 سنتيمتر**.

---

### **الخطوة 2: حساب مدى اختلاف كل ارتفاع عن المتوسط**
لحساب مدى الاختلاف لكل ارتفاع عن المتوسط، نقوم بطرح قيمة المتوسط من كل قيمة في مجموعة البيانات.

#### الخطوات:
1. لكل قيمة، احسب الفرق بينها وبين المتوسط:
   - لقيمة $15$:  
     $$
     15 - 20 = -5
     $$
   - لقيمة $22$:  
     $$
     22 - 20 = 2
     $$
   - لقيمة $18$:  
     $$
     18 - 20 = -2
     $$
   - لقيمة $25$:  
     $$
     25 - 20 = 5
     $$
   - لقيمة $20$:  
     $$
     20 - 20 = 0
     $$

2. النتائج:
   الاختلافات هي:  
   $$
   -5, 2, -2, 5, 0
   $$

---

### **الخطوة 3: توضيح النتائج**
- المتوسط الحسابي للارتفاعات هو: $\boxed{20}$.
- الاختلافات عن المتوسط هي: $\boxed{-5, 2, -2, 5, 0}$.

هذه الاختلافات توضح مدى انحراف كل قيمة عن المتوسط. إذا كانت القيمة سالبة، فهذا يعني أن الارتفاع أقل من المتوسط. وإذا كانت موجبة، فهذا يعني أن الارتفاع أعلى من المتوسط."
"Sizes and measurement","Recording and comparing quantities","H","تتطلب الوصفة 250 جرامًا من الدقيق، ولديك ثلاث علامات تجارية مختلفة بأوزان 240 و 260 و 270 جرامًا؛ قارن بين الأوزان وحدد أي علامة تجارية تسمح بأقل وأعلى كمية من الدقيق الزائد عند قياس الكمية المطلوبة.","لحل هذه المسألة، سنقوم بمقارنة الأوزان المتاحة من العلامات التجارية الثلاث مع الكمية المطلوبة (250 جرامًا) وحساب الفرق بين كل وزن وأقربه إلى 250 جرامًا. بعد ذلك، نحدد أي علامة تجارية توفر أقل كمية زائدة وأي واحدة توفر أعلى كمية زائدة.

### الخطوات:

#### 1. **تحديد الفرق بين كل وزن وكمية الدقيق المطلوبة:**
   - الوزن المطلوب = 250 جرامًا.
   - الأوزان المتاحة:
     - علامة تجارية 1: 240 جرامًا.
     - علامة تجارية 2: 260 جرامًا.
     - علامة تجارية 3: 270 جرامًا.

   الآن نحسب الفرق بين كل وزن والوزن المطلوب:
   - الفرق لعلامة تجارية 1: \( |240 - 250| = 10 \) جرامات (نقص).
   - الفرق لعلامة تجارية 2: \( |260 - 250| = 10 \) جرامات (زيادة).
   - الفرق لعلامة تجارية 3: \( |270 - 250| = 20 \) جرامات (زيادة).

#### 2. **تحليل النتائج:**
   - بالنسبة للعلامة التجارية الأولى (240 جرامًا)، هناك نقص قدره 10 جرامات.
   - بالنسبة للعلامة التجارية الثانية (260 جرامًا)، هناك زيادة قدرها 10 جرامات.
   - بالنسبة للعلامة التجارية الثالثة (270 جرامًا)، هناك زيادة قدرها 20 جرامًا.

#### 3. **تحديد أقل وأعلى كمية زائدة:**
   - **أقل كمية زائدة:** 
     - العلامتان التجاريتان الأولى والثانية تعطيان نفس الفرق (10 جرامات). لكن بما أننا نبحث عن الزائد فقط (وليس الناقص)، فإن **علامة تجارية 2** (260 جرامًا) هي التي توفر أقل كمية زائدة وهي 10 جرامات.
   
   - **أعلى كمية زائدة:** 
     - العلامة التجارية الثالثة (270 جرامًا) توفر أعلى كمية زائدة وهي 20 جرامًا.

#### 4. **الإجابة النهائية:**
- **أقل كمية زائدة:** **علامة تجارية 2** (260 جرامًا)، حيث تكون الزيادة 10 جرامات.
- **أعلى كمية زائدة:** **علامة تجارية 3** (270 جرامًا)، حيث تكون الزيادة 20 جرامًا.

**الإجابة النهائية:**

$$
\boxed{\text{أقل كمية زائدة: علامة تجارية 2 (10 جرامات)، وأعلى كمية زائدة: علامة تجارية 3 (20 جرامًا)}}
$$"
"Sizes and measurement","Recording and comparing quantities","H","استطلاع عن استهلاك المياه الشهري في ثلاث أسر يُظهر استهلاكاً مقداره 150 و180 و210 لترات؛ قم بتحليل البيانات لإيجاد الوسيط وناقش ما يكشفه ذلك عن استهلاك المياه النموذجي في هذه الأسر.","لحل هذه المسألة وتحليل البيانات، سنقوم باتباع الخطوات التالية خطوة بخطوة:

---

### **1. فهم المسألة**
نحن لدينا بيانات عن استهلاك المياه الشهري لثلاث أسر:
- الأسرة الأولى: 150 لترًا
- الأسرة الثانية: 180 لترًا
- الأسرة الثالثة: 210 لترًا

هدفنا هو حساب **الوسيط** لهذه البيانات وتحليل ما يكشفه الوسيط عن استهلاك المياه النموذجي.

---

### **2. تعريف الوسيط**
الوسيط هو القيمة التي تقع في منتصف مجموعة البيانات بعد ترتيبها تصاعديًا أو تنازليًا. إذا كان عدد القيم فرديًا (كما في هذه الحالة)، فإن الوسيط هو القيمة الوسطى مباشرةً.

---

### **3. ترتيب البيانات**
نبدأ بترتيب القيم تصاعديًا:
- 150، 180، 210

---

### **4. تحديد الوسيط**
نظرًا لأن لدينا ثلاث قيم (عدد فردي)، فإن الوسيط هو القيمة الوسطى في هذا الترتيب.
- القيمة الأولى: 150
- القيمة الوسطى: **180**
- القيمة الثالثة: 210

إذن، الوسيط = **180 لترًا**.

---

### **5. تحليل النتائج**
الوسيط (180 لترًا) يمثل قيمة نموذجية لاستهلاك المياه بين هذه الأسر الثلاث. يمكننا تفسير ذلك على النحو التالي:

- الوسيط يشير إلى أن الاستهلاك النموذجي للأسر هو حوالي **180 لترًا شهريًا**.
- هناك أسرة واحدة تستهلك أقل من هذا المقدار (150 لترًا)، وأسرة واحدة تستهلك أكثر (210 لترًا).
- الوسيط يعطي صورة دقيقة عن الاستهلاك النموذجي لأنه غير متضرر بالقيم المتطرفة (مثل الاستهلاكات العالية جدًا أو المنخفضة جدًا).

---

### **6. الخلاصة**
من خلال حساب الوسيط، نجد أن **استهلاك المياه النموذجي للأسر الثلاث هو 180 لترًا شهريًا**. هذا الرقم يعكس الوضع المتوسط دون تأثر بالقيم الأعلى أو الأدنى.

**الإجابة النهائية: الوسيط = $\boxed{180}$ لترًا.**"
"Sizes and measurement","Dealing with units of measurement","B","قم بقياس طول قلم الرصاص الخاص بك باستخدام السنتيمترات، واكتب الرقم الذي تجده.","لحل هذه المسألة، سنقوم باتباع الخطوات التالية لقياس طول قلم الرصاص باستخدام السنتيمترات:

---

### **1. تحضير الأدوات اللازمة:**
- تحتاج إلى قلم رصاص سيتم قياس طوله.
- تحتاج إلى مسطرة تحتوي على مقاييس بالسنتيمترات.

---

### **2. وضع القلم بشكل صحيح:**
- ضع قلم الرصاص على سطح مستوٍ (مثل الطاولة).
- تأكد من أن القلم مستقيم وموجه بشكل موازٍ للمسطرة.

---

### **3. تحديد نقطة البداية:**
- ابدأ القياس من طرف القلم الرصاص (الطرف الذي تريده كنقطة البداية، عادةً يكون الطرف المدبب أو غير المستخدم).
- ضع طرف المسطرة عند هذا النقطة بحيث يتوافق مع العلامة ""0"" على المسطرة.

---

### **4. قراءة الرقم عند النهاية:**
- انظر إلى الطرف الآخر من القلم الرصاص (الطرف المقابل لنقطة البداية).
- حدد الرقم الموجود على المسطرة الذي يتوافق مع هذا الطرف.
- إذا كان الطرف لا يتوافق تمامًا مع رقم صحيح، فقم بتقدير القيمة بناءً على العلامات الصغيرة بين الأرقام (على سبيل المثال، إذا كان القلم ينتهي بين 8 و9، يمكنك تقديره مثل 8.5 سم).

---

### **5. تسجيل النتيجة:**
- بعد تحديد الطول، اكتب الرقم الذي حصلت عليه، مع إضافة وحدة القياس (سم).  
  على سبيل المثال: إذا كان طول القلم 12 سم، فاكتب: **طول قلم الرصاص = 12 سم**.

---

### **ملاحظات مهمة:**
- تأكد من استخدام المسطرة بدقة وعدم وجود أي انحرافات أثناء القياس.
- إذا كانت أطراف القلم غير مستوية (مثل الطرف الممحى)، قد تحتاج إلى تقدير الطول بدقة أكبر.

---

إذا كنت قد قمت بهذه الخطوات، فيمكنك الآن كتابة الرقم الذي حصلت عليه كإجابة نهائية. 

**مثال:** إذا قيست الطول ووجدت أن القلم طوله 15 سم، فالإجابة ستكون:  
**$\boxed{15 \text{ سم}}$**"
"Sizes and measurement","Dealing with units of measurement","B","إذا كان الكتاب بارتفاع 10 بوصات والورقة بارتفاع 8 بوصات، أيهما أطول وكم بوصة الفرق بينهما؟","بالطبع! لنقم بتحليل المسألة خطوة بخطوة:

---

### **المسألة:**
- لدينا كتاب بارتفاع **10 بوصات**.
- لدينا ورقة بارتفاع **8 بوصات**.
- نريد معرفة:
  1. أيهما أطول؟
  2. كم الفرق بين ارتفاعهما؟

---

### **الحل خطوة بخطوة:**

#### **الخطوة الأولى: مقارنة الارتفاعين**
- ارتفاع الكتاب = **10 بوصات**.
- ارتفاع الورقة = **8 بوصات**.
- من الواضح أن **10 > 8**، إذن الكتاب هو الأطول.

---

#### **الخطوة الثانية: حساب الفرق بين الارتفاعين**
- لحساب الفرق بين الارتفاعين، نقوم بطرح ارتفاع الورقة من ارتفاع الكتاب:
  $$
  \text{الفـرق} = \text{ارتفاع الكتاب} - \text{ارتفاع الورقة}
  $$
  $$
  \text{الفـرق} = 10 - 8 = 2 \text{ بوصات}.
  $$

---

### **الإجابة النهائية:**
1. **أيهما أطول؟**
   - **الكتاب** هو الأطول.

2. **كم الفرق بينهما؟**
   - الفرق بين ارتفاع الكتاب والورقة هو **\boxed{2 \text{ بوصات}}**."
"Sizes and measurement","Dealing with units of measurement","B","قدّر عرض مكتبك بالبوصات من خلال مقارنته بمسطرة، ثم ارسم تخطيطة سريعة لما قمت بقياسه.","لحل هذه المسألة، يمكننا تقسيم العملية إلى خطوات واضحة تشمل التقدير والرسم. دعنا نشرحها بالتفصيل:

---

### **1. فهم المسألة:**
- الهدف هو تقدير عرض مكتبك باستخدام المسطرة كمرجع للقياس.
- بعد ذلك، يتم رسم تخطيط بسيط لما تم قياسه.

---

### **2. الخطوة الأولى: تقدير عرض المكتب بالبوصات**
#### أ) تحديد وحدة القياس:
- اختر وحدة القياس المناسبة (البوصات في هذه الحالة).
- إذا كانت لديك مسطرة مقاسة بالبوصات، استخدمها كمرجع.

#### ب) تقدير العرض:
- ضع المسطرة على سطح المكتب أفقيًا من الحافة إلى الحافة.
- إذا كان المكتب أكبر من طول المسطرة، يمكنك تقدير عدد المرات التي تحتاج فيها لنقل المسطرة لتغطية كامل العرض.
- احسب العرض الكلي بالبوصات بناءً على ما قيسته.

**مثال عملي:**
- إذا كانت المسطرة طولها 12 بوصة، ولاحظت أن المكتب يساوي حوالي خمسة أضعاف طول المسطرة، فإن عرض المكتب سيكون تقريبًا **60 بوصة**.

---

### **3. الخطوة الثانية: رسم تخطيط سريعة**
#### أ) اختيار أدوات الرسم:
- استخدم قلمًا أو حبرًا وأوراقًا عادية.

#### ب) رسم شكل المكتب:
- ارسم مستطيلًا يمثل المكتب.
- اجعل الأبعاد النسبية للمستطيل تعكس تقديرك للعرض والطول (إذا كنت تعرف الطول أيضًا).

#### ج) إضافة التفاصيل:
- أضف ملاحظة صغيرة داخل الرسم تشير إلى العرض الذي قدمته (مثل ""العرض = 60 بوصة"").
- إذا كنت قد قمت بقياس أي شيء آخر (مثل الطول أو العمق)، يمكنك إضافته أيضًا.

---

### **4. مراجعة العمل:**
- تأكد من أن تقديرك معقول بناءً على حجم المكتب الحقيقي.
- تحقق من أن الرسم يعكس القياسات التي حصلت عليها.

---

### **5. مثال نهائي:**
- إذا قدرت أن عرض المكتب هو 60 بوصة، وطوله هو 40 بوصة، فإن رسمك سيبدو مثل مستطيل كبير مع كتابة:
  - ""العرض = 60 بوصة""
  - ""الطول = 40 بوصة""

---

### **الخلاصة:**
لحل المسألة، عليك أولاً تقدير العرض باستخدام المسطرة، ثم رسم تخطيط سريع يوضح ما قيمته. هذا النوع من الأنشطة يساعد على تطوير المهارات العملية في القياس والتخطيط.

**الإجابة النهائية:**  
**{قم بتقدير العرض باستخدام المسطرة، ثم ارسم مستطيلًا يمثل المكتب وأضف القياسات التي حصلت عليها.}**"
"Sizes and measurement","Calculating quantities","C","سارة لديها ثلاثة أشرطة: واحد طوله 15 بوصة، وآخر طوله 20 بوصة، والثالث طوله 10 بوصات؛ ما هو الطول الإجمالي لجميع الأشرطة الثلاثة؟","بالطبع! لنقم بحل المسألة خطوة بخطوة:

---

### **1. فهم المسألة:**
سارة لديها ثلاثة أشرطة، وكل شريط له طول معين:
- الشريط الأول طوله **15 بوصة**.
- الشريط الثاني طوله **20 بوصة**.
- الشريط الثالث طوله **10 بوصات**.

المطلوب هو حساب **الطول الإجمالي** لجميع الأشرطة الثلاثة.

---

### **2. تحديد العملية الحسابية:**
لحساب الطول الإجمالي للأشرطة الثلاثة، نحتاج إلى **جمع أطوال الأشرطة معًا**.

المعادلة ستكون كالتالي:
$$
\text{الطول الإجمالي} = \text{طول الشريط الأول} + \text{طول الشريط الثاني} + \text{طول الشريط الثالث}
$$

---

### **3. إجراء الحسابات:**
نعوض القيم المعطاة في المعادلة:
$$
\text{الطول الإجمالي} = 15 + 20 + 10
$$

نقوم بإجراء الجمع تدريجيًا:
- أولاً: $ 15 + 20 = 35 $
- ثانياً: $ 35 + 10 = 45 $

---

### **4. كتابة النتيجة:**
إذن، الطول الإجمالي للأشرطة الثلاثة هو:
$$
\boxed{45 \text{ بوصة}}
$$

---

### **5. التحقق من الحل:**
للتأكد من صحة الحل، يمكننا إعادة جمع الأرقام بنفس الترتيب أو بتغيير ترتيبها (بما أن الجمع عملية تبديلية):
- $ 20 + 10 = 30 $، ثم $ 30 + 15 = 45 $.

النتيجة هي نفسها، وبالتالي الحل صحيح."
"Sizes and measurement","Calculating quantities","C","يقيِّس البستاني قطعتين من الخشب لسياج: إحداهما بطول 6 أقدام والأخرى بطول 9 أقدام؛ فما هو الطول الإجمالي لهما معًا؟","بالطبع! لنقم بتحليل المسألة خطوة بخطوة:

---

### **1. فهم المسألة:**
المسألة تتحدث عن البستاني الذي يقيس قطعتين من الخشب:
- طول القطعة الأولى هو **6 أقدام**.
- طول القطعة الثانية هو **9 أقدام**.

المطلوب هو حساب **الطول الإجمالي** للقطعتين معًا.

---

### **2. تحديد العملية الرياضية:**
لحساب الطول الإجمالي، نحتاج إلى جمع طولي القطعتين معًا. إذن العملية الرياضية هي:

$$
\text{الطول الإجمالي} = \text{طول القطعة الأولى} + \text{طول القطعة الثانية}
$$

---

### **3. التعويض بالقيم:**
نعوض القيم المعطاة في المسألة:

$$
\text{الطول الإجمالي} = 6 + 9
$$

---

### **4. إجراء الحساب:**
نقوم بجمع العددين:

$$
6 + 9 = 15
$$

---

### **5. كتابة الإجابة النهائية:**
الطول الإجمالي للقطعتين معًا هو **15 قدمًا**.

---

### **الإجابة النهائية:**
$$
\boxed{15 \text{ قدم}}
$$"
"Sizes and measurement","Calculating quantities","C","توم لديه حبل طوله 25 سنتيمتراً وقد قطع قطعة أخرى طولها 30 سنتيمتراً؛ ما هو الطول الإجمالي للقطعتين من الحبل؟","بالطبع! دعنا نشرح خطوات حل هذه المسألة خطوة بخطوة:

---

### **1. فهم المسألة:**
- توم لديه قطعتان من الحبل.
- طول القطعة الأولى هو **25 سنتيمتراً**.
- طول القطعة الثانية هو **30 سنتيمتراً**.
- المطلوب هو حساب الطول الإجمالي للقطعتين معًا.

---

### **2. تحديد العملية الرياضية المناسبة:**
لحساب الطول الإجمالي، نحتاج إلى **جمع** طولي القطعتين معًا. لأننا نريد معرفة ما هو المجموع الكلي لطول الحبل بعد قطع القطعتين.

---

### **3. كتابة المعادلة:**
المعادلة التي سنستخدمها هي:
$$
\text{الطول الإجمالي} = \text{طول القطعة الأولى} + \text{طول القطعة الثانية}
$$

باستبدال القيم المعطاة:
$$
\text{الطول الإجمالي} = 25 + 30
$$

---

### **4. إجراء العملية الحسابية:**
نقوم بجمع العددين:
$$
25 + 30 = 55
$$

---

### **5. كتابة الإجابة النهائية:**
إذن، الطول الإجمالي للقطعتين من الحبل هو **55 سنتيمتراً**.

---

### **الإجابة النهائية:**
$$
\boxed{55 \text{ سنتيمتراً}}
$$"
"Sizes and measurement","Quantities in factual contexts","D","تسافر حافلة 60 ميلاً في ساعة واحدة؛ فكم ستقطع في 2.5 ساعة بنفس السرعة؟","لحل هذه المسألة، يمكننا اتباع الخطوات التالية خطوة بخطوة:

---

### **1. فهم المعطيات:**
- السرعة الثابتة للحافلة = 60 ميلاً في الساعة.
- الزمن الذي تسافر فيه الحافلة = 2.5 ساعة.
- المطلوب: حساب المسافة التي ستقعها الحافلة خلال هذا الزمن.

---

### **2. استخدام العلاقة بين السرعة والزمن والمسافة:**
العلاقة الأساسية بين السرعة ($v$)، الزمن ($t$)، والمسافة ($d$) هي:
$$
d = v \times t
$$
حيث:
- $d$: المسافة (المطلوب حسابها).
- $v$: السرعة (60 ميلاً/ساعة).
- $t$: الزمن (2.5 ساعة).

---

### **3. تعويض القيم المعطاة في المعادلة:**
نقوم بتعويض قيمتي السرعة والزمن في المعادلة:
$$
d = 60 \, \text{ميل/ساعة} \times 2.5 \, \text{ساعة}
$$

---

### **4. إجراء العملية الحسابية:**
$$
d = 60 \times 2.5 = 150 \, \text{ميل}.
$$

---

### **5. كتابة الإجابة النهائية:**
إذن، المسافة التي ستقطعها الحافلة في 2.5 ساعة بنفس السرعة هي:
$$
\boxed{150 \, \text{ميل}}
$$

---

### **شرح إضافي:**
- نظرًا لأن السرعة ثابتة (60 ميل/ساعة)، فإن المسافة تتناسب طرديًا مع الزمن؛ أي كلما زاد الزمن، زادت المسافة المقطوعة بنفس النسبة.
- إذا كنت تحتاج إلى حل مسائل مشابهة، يمكنك دائمًا استخدام نفس العلاقة: $d = v \times t$."
"Sizes and measurement","Quantities in factual contexts","D","ماريا تجري بسرعة 10 دقائق لكل ميل؛ كم من الوقت سيستغرق منها الجري لمسافة 5 أميال؟","لحل هذه المسألة، يمكننا اتباع الخطوات التالية خطوة بخطوة:

---

### **1. فهم المعطيات:**
- ماريا تجري بسرعة ثابتة وهي **10 دقائق لكل ميل**.
- نريد حساب الوقت الذي ستحتاجه لتجري مسافة قدرها **5 أميال**.

---

### **2. تحديد العلاقة بين السرعة والمسافة والزمن:**
في هذه الحالة، العلاقة واضحة:
- إذا كانت ماريا تحتاج إلى **10 دقائق للجري ميل واحد**، فإن الزمن الكلي اللازم للجري لمسافة معينة يساوي:
  $$
  الزمن = (الوقت المطلوب لكل ميل) \times (\عدد الأميال)
  $$

---

### **3. تطبيق العلاقة على المعطيات:**
- الزمن المطلوب لكل ميل = **10 دقائق**.
- عدد الأميال = **5 أميال**.

إذن:
$$
الزمن = 10 \, \text{دقائق/ميل} \times 5 \, \text{أميال}
$$

---

### **4. إجراء العملية الحسابية:**
$$
الزمن = 50 \, \text{دقيقة}
$$

---

### **5. تقديم الإجابة النهائية:**
إذن، سيستغرق من ماريا **50 دقيقة** للجري لمسافة 5 أميال.

$$
\boxed{50 \, \text{دقيقة}}
$$"
