"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Sizes and measurement","Measuring and calculating","D","Use a protractor to measure the angle of the corner of your classroom desk and record the measurement in degrees.","To measure the angle of your desk corner using a protractor:

1. **Identify the angle:**  You're measuring the inside corner of the desk.  This is the angle formed where two sides of the desk meet.

2. **Place the protractor:**  Position the protractor so that the center point (where the two lines cross on the protractor) is exactly on the corner of the desk.

3. **Align the baseline:** One of the protractor's straight edges (the baseline) should lie exactly along one side of the desk's corner.  It's crucial to get this alignment precise.

4. **Read the measurement:** Look where the other side of the desk's corner intersects the protractor's scale.  Read the degree measurement from that point. Protractors usually have two scales (inner and outer); choose the scale that gives a reasonable answer (most desk corners are close to 90 degrees).

5. **Record the measurement:** Write down the degree measurement.  For example you might record ""88 degrees"" or ""92 degrees"".  Since it's a physical measurement a degree or two of variation is normal.  Don't round to an unnecessarily precise number.


**Important Considerations:**

* **Desk Stability:** Make sure your desk is stable and won't move while you're measuring.
* **Protractor Accuracy:**  The accuracy of your measurement depends on the accuracy of your protractor and how carefully you align it.
* **Obstructions:**  If anything is obstructing your view of the corner move it out of the way.
* **Type of Corner:** Most desks have a 90-degree (right) corner but it's possible it's slightly more or less.

By following these steps you'll be able to accurately measure the angle of your desk corner using a protractor."
"Sizes and measurement","Measuring and calculating","D","Find an everyday object in your home such as a book or a picture frame and estimate the angle formed at one of its corners then verify your estimation using a protractor.","Here's how to solve this task:

**1. Choose an object:** Select a household item with a corner preferably one that's relatively sharp and clearly defined.  A book picture frame box or even a tile on your floor are good choices.

**2. Estimate the angle:**  Look at the corner you've chosen.  Try to estimate the angle it forms.  Consider these reference points:

* **90° (right angle):** Think of a perfect square or rectangle corner.  This is your baseline.
* **180° (straight angle):** A straight line.
* **45°:** Half of a right angle.
* **Acute angles:** Less than 90°.
* **Obtuse angles:** Greater than 90° but less than 180°.

Based on these references make your best guess of the angle in degrees.  Write down your estimate.  For example ""I estimate the angle of the book's corner to be approximately 85°.""

**3. Measure with a protractor:**  Carefully place the protractor so that its center point aligns with the corner of the object and the baseline of the protractor aligns with one side of the angle.  Read the measurement where the other side of the angle intersects the protractor's scale.

**4. Compare and analyze:** Compare your estimate to the actual measurement from the protractor.  How close was your estimate?  What factors might have led to any discrepancy?  Perhaps the corner wasn't perfectly sharp or your visual estimation skills need a little practice.  Write down your protractor measurement and the difference between your estimate and the measurement.  Reflect on the process – what did you learn about estimating angles?

**Example:**

Let's say you choose a book.

* **Step 2 (Estimate):** You look at the corner and guess it's about 92°.
* **Step 3 (Measurement):** You use a protractor and find the angle is 91°.
* **Step 4 (Comparison):** Your estimate was only 1° off! You might note that the binding of the book made the corner slightly less than a perfect right angle.


This exercise helps develop your spatial reasoning and estimation skills.  The more you practice the better you'll become at visually estimating angles."
"Sizes and measurement","Measuring and calculating","D","Identify and measure three different angles created by the hands of a clock at 3:00 6:00 and 9:00 using a protractor for accuracy.","This task involves understanding how clock hands represent angles and then using a protractor to measure those angles. Here's a step-by-step guide:

**1. Understanding Clock Angles:**

* A clock face is a circle and a circle contains 360 degrees.
* The minute hand moves 360 degrees in 60 minutes (6 degrees per minute).
* The hour hand moves 360 degrees in 12 hours (30 degrees per hour).

**2. Setting up the Measurements:**

You'll need a clock (or a clock image) and a protractor.  It's best to use a clock with clear markings for the numbers.

**3. Measuring the Angles:**

For each time (3:00 6:00 9:00) follow these steps:

* **3:00:**
    * The hour hand points directly at the 3.
    * The minute hand points directly at the 12.
    * **Angle Measurement:** Place the center point of your protractor on the center of the clock face. Align the 0-degree mark of the protractor with the hour hand (pointing at the 3).  Read the degree measurement where the minute hand (pointing at the 12) intersects the protractor's scale.  This should be a 90-degree angle.

* **6:00:**
    * The hour hand points directly at the 6.
    * The minute hand points directly at the 12.
    * **Angle Measurement:**  Repeat the process from 3:00 this time aligning the protractor's 0-degree mark with the hour hand (at the 6). Measure the angle to the minute hand (at the 12).  This should be a 180-degree angle.

* **9:00:**
    * The hour hand points directly at the 9.
    * The minute hand points directly at the 12.
    * **Angle Measurement:**  Repeat the process aligning the 0-degree mark with the hour hand (at the 9). Measure the angle to the minute hand (at the 12).  This should be a 270-degree angle.  You might need to use the other scale on your protractor to get the reading.


**4. Recording Your Results:**

Record your measurements for each time in a table like this:

| Time   | Angle Measurement (degrees) |
|--------|-----------------------------|
| 3:00   | 90                           |
| 6:00   | 180                          |
| 9:00   | 270                          |


**Important Note:**  Due to the physical limitations of placing a protractor on a clock your measurements might be slightly off (a degree or two). The key is to understand the *method* of measuring and to get reasonably close to the expected values.  If you're working with a digital clock image you can use digital protractor tools online for more accurate measurements."
"Sizes and measurement","Quantities in factual contexts","F","A map shows a distance of 5 inches between two cities and the scale is 1 inch : 20 miles; calculate the actual distance between the cities in miles.","The map uses a scale of 1 inch representing 20 miles.  The map shows 5 inches between the two cities.  To find the actual distance simply multiply the map distance by the scale factor:

5 inches * 20 miles/inch = 100 miles

The actual distance between the cities is $\boxed{100}$ miles."
"Sizes and measurement","Quantities in factual contexts","F","If a park on a map is represented as 3 centimeters long with a scale of 1 cm : 50 m determine the real length of the park in meters.","The map scale tells you that 1 centimeter on the map represents 50 meters in real life.  The park is represented as 3 centimeters on the map.

To find the real length simply multiply the map length by the scale factor:

3 cm * 50 m/cm = 150 m

The real length of the park is $\boxed{150}$ meters."
"Sizes and measurement","Quantities in factual contexts","F","A blueprint of a house indicates a wall measuring 4 feet on the drawing with a scale of 1 inch : 3 feet; find the actual length of the wall in feet.","The blueprint uses a scale of 1 inch : 3 feet.  This means that every inch on the blueprint represents 3 feet in real life.

The wall on the blueprint measures 4 inches.

To find the actual length of the wall you multiply the blueprint measurement by the scale factor:

4 inches * (3 feet / 1 inch) = 12 feet

Therefore the actual length of the wall is $\boxed{12}$ feet.  The ""inches"" unit cancels out."
"Sizes and measurement","Calculating quantities","G","A cyclist travels at a speed of 15 miles per hour; how long will it take to cover a distance of 45 miles?","This is a simple application of the formula:

**Time = Distance / Speed**

1. **Identify the knowns:**
   * Distance = 45 miles
   * Speed = 15 miles per hour

2. **Apply the formula:**
   Time = 45 miles / 15 miles/hour

3. **Calculate:**
   Time = 3 hours

Therefore it will take the cyclist **3 hours** to cover a distance of 45 miles."
"Sizes and measurement","Calculating quantities","G","A car and a truck start from the same point and travel in opposite directions; if the car travels at 60 miles per hour and the truck at 45 miles per hour how far apart will they be after 2 hours?","Here's how to solve this problem:

**1. Calculate the distance traveled by the car:**

* The car travels at 60 miles per hour.
* It travels for 2 hours.
* Distance = Speed × Time = 60 mph × 2 hours = 120 miles

**2. Calculate the distance traveled by the truck:**

* The truck travels at 45 miles per hour.
* It travels for 2 hours.
* Distance = Speed × Time = 45 mph × 2 hours = 90 miles

**3. Find the total distance between them:**

Since they are traveling in opposite directions their distances add up.

* Total distance apart = Distance traveled by car + Distance traveled by truck = 120 miles + 90 miles = 210 miles

**Therefore the car and the truck will be 210 miles apart after 2 hours.**"
"Sizes and measurement","Calculating quantities","G","A runner completes a 5-kilometer race in 25 minutes; what was their average speed in miles per hour?","To solve this problem you need to convert units and then calculate the average speed. Here's a step-by-step breakdown:

**1. Convert kilometers to miles:**

* There are approximately 1.609 kilometers in 1 mile.
* To convert 5 kilometers to miles divide 5 by 1.609:  5 km / 1.609 km/mile ≈ 3.107 miles

**2. Convert minutes to hours:**

* There are 60 minutes in 1 hour.
* To convert 25 minutes to hours divide 25 by 60: 25 min / 60 min/hour ≈ 0.417 hours

**3. Calculate the average speed:**

* Average speed is calculated as distance divided by time.
* Average speed = distance / time
* Average speed = 3.107 miles / 0.417 hours ≈ 7.44 miles per hour

Therefore the runner's average speed was approximately **7.44 miles per hour**."
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Look at the pictogram showing the number of apples bananas and oranges; how many more apples are there than oranges?","To solve this you need the pictogram itself!  The pictogram will use symbols (like pictures of fruit) to represent a certain number of pieces of fruit.

Here's how to solve it once you have the pictogram:

1. **Find the key:** The pictogram will have a key that tells you how many pieces of fruit each symbol represents (e.g. one apple symbol = 2 apples).

2. **Count the symbols for apples:** Count the number of apple symbols in the pictogram.

3. **Count the symbols for oranges:** Count the number of orange symbols in the pictogram.

4. **Calculate the number of apples and oranges:** Multiply the number of symbols for each fruit by the number each symbol represents (from the key). This gives you the total number of apples and the total number of oranges.

5. **Find the difference:** Subtract the number of oranges from the number of apples.  The result is how many more apples there are than oranges.


**Example:**

Let's say the key says: 1 apple symbol = 5 apples and there are 3 apple symbols and 2 orange symbols.

* Apples: 3 symbols * 5 apples/symbol = 15 apples
* Oranges: 2 symbols * 5 apples/symbol = 10 oranges
* Difference: 15 apples - 10 oranges = 5 apples

Therefore there are 5 more apples than oranges.  Remember to replace the example numbers with the actual numbers from your pictogram."
"Data; frequencies and probabilities","Collecting presenting and reading data","B","The pictogram shows pets in a classroom: cats dogs and birds; which pet has the highest count and how many are there?","To solve this you need to look at the pictogram.  Pictograms use symbols (like pictures of cats dogs or birds) to represent a certain number of items.

1. **Identify the key:**  The pictogram should have a key. This key tells you how many pets each symbol represents. For example it might say ""One cat picture = 2 cats"".

2. **Count the symbols for each pet:** Count the number of cat symbols dog symbols and bird symbols.

3. **Multiply by the key:** Multiply the number of symbols for each pet by the number each symbol represents (as stated in the key). This will give you the total number of each type of pet.

4. **Compare the totals:** Compare the total number of cats dogs and birds. The pet with the largest total is the one with the highest count.


**Example:**

Let's say the key says ""One symbol = 3 pets"".  And the pictogram shows:

* Cats: 5 symbols
* Dogs: 3 symbols
* Birds: 7 symbols

Then:

* Cats: 5 symbols * 3 pets/symbol = 15 cats
* Dogs: 3 symbols * 3 pets/symbol = 9 dogs
* Birds: 7 symbols * 3 pets/symbol = 21 birds

In this example birds have the highest count (21).  You would answer: ""Birds have the highest count and there are 21.""

Remember to replace the example numbers with the actual numbers from *your* pictogram."
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Count the total number of fruit represented in the pictogram and write down what the total number of pieces of fruit is.","To solve this task you need a pictogram (a chart using pictures to represent data).  The process is as follows:

1. **Identify the Fruit:** Look at the pictogram and identify all the types of fruit represented.  List them.

2. **Determine the Key:** The pictogram will have a key. This key explains how many pieces of fruit each picture represents. For example one picture of an apple might represent 2 apples.

3. **Count the Pictures:** For each type of fruit count how many pictures of that fruit are shown in the pictogram.

4. **Multiply by the Key:** Multiply the number of pictures of each fruit by the number of fruit each picture represents (as given in the key). This will give you the total number of each type of fruit.

5. **Find the Total Number of Fruit:** Add up the total number of each type of fruit you calculated in step 4. This is the total number of pieces of fruit.

6. **Find the Total Number of Types of Fruit:** Count the number of different types of fruit you identified in Step 1. This will be the total number of types of fruit.

7. **Write Your Answer:** State both the total number of pieces of fruit and the total number of types of fruit.  For example: ""There are a total of 35 pieces of fruit representing 5 different types of fruit.""


**Example:**

Let's say your pictogram has:

* 3 pictures of apples (key: 1 picture = 2 apples)
* 2 pictures of bananas (key: 1 picture = 3 bananas)
* 1 picture of oranges (key: 1 picture = 5 oranges)

1. **Fruit Types:** Apples Bananas Oranges
2. **Key:**  Already stated above.
3. **Picture Count:** Apples: 3 Bananas: 2 Oranges: 1
4. **Total of Each Fruit:** Apples: 3 * 2 = 6 Bananas: 2 * 3 = 6 Oranges: 1 * 5 = 5
5. **Total Fruit:** 6 + 6 + 5 = 17
6. **Total Fruit Types:** 3
7. **Answer:** There are a total of 17 pieces of fruit representing 3 different types of fruit.


Remember to replace this example with the actual data from your pictogram."
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Create a line graph to represent the average daily temperatures (in °F) for each month based on the following data: January 30 February 32 March 45 April 58 May 70 June 80 July 85 August 83 September 75 October 60 November 45 December 35.","To create a line graph representing the average daily temperatures you'll need to follow these steps:

**1. Prepare your data:**

* **X-axis (Horizontal):** This will represent the months of the year.  You can abbreviate them (Jan Feb Mar etc.) for clarity.
* **Y-axis (Vertical):** This will represent the average daily temperature in °F.  Determine the range you need –  it should encompass the lowest (30°F) and highest (85°F) temperatures in your data.  You might want to start at 25°F and go up to 90°F in increments of 5°F for easy readability.

**2. Choose a graphing method:**

* **Manual method:** You can draw the graph by hand on graph paper.  Use a ruler to ensure straight lines.
* **Software method:** Use a spreadsheet program like Microsoft Excel Google Sheets or a dedicated graphing/data visualization tool like LibreOffice Calc Desmos or even a simple online graphing calculator.  These methods are generally preferred for accuracy and ease of creating professional-looking graphs.


**3. Plot the data:**

* **For the manual method:** Locate each month on the X-axis and its corresponding temperature on the Y-axis.  Mark the point where they intersect.  Repeat this for all twelve months.
* **For the software method:**  Most software will allow you to input your data in a table (months in one column temperatures in another). Then select the data and choose the ""line graph"" or ""line chart"" option from the charting tools. The software will automatically plot the points and connect them with lines.

**4. Label and title your graph:**

* **X-axis label:** ""Month""
* **Y-axis label:** ""Average Daily Temperature (°F)""
* **Graph title:**  Something descriptive like ""Average Daily Temperatures Throughout the Year"".

**5. (Optional) Add enhancements:**

* **Grid lines:**  These can make it easier to read the values.
* **Legend:**  Usually unnecessary for a simple line graph with only one data set.
* **Data points:** You might want to visually highlight each data point with a small circle or square on the line.


**Example using Google Sheets:**

1. Open a Google Sheet.
2. In column A list the months (Jan Feb Mar... Dec).
3. In column B list the corresponding temperatures (30 32 45... 35).
4. Select both columns A and B.
5. Go to ""Insert"" > ""Chart"".
6. Google Sheets will automatically suggest a line chart.  You can customize the chart's title axis labels and other features in the ""Chart editor"" that appears on the right.


By following these steps you will successfully create a line graph visualizing the average daily temperatures for each month. Remember to choose a method that suits your skill level and resources."
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Using the sales data of a bakery over a week (Monday: 50 cupcakes Tuesday: 70 cupcakes Wednesday: 90 cupcakes Thursday: 40 cupcakes Friday: 120 cupcakes Saturday: 150 cupcakes Sunday: 100 cupcakes) construct a line graph and describe the trend in sales throughout the week.","To solve this task you'll need to create a line graph and then interpret it. Here's a step-by-step guide:

**1. Prepare your data:**

* **X-axis (horizontal):** This represents the days of the week.  Order them chronologically: Monday Tuesday Wednesday Thursday Friday Saturday Sunday.
* **Y-axis (vertical):** This represents the number of cupcakes sold.  Choose a scale that comfortably fits the highest value (150 cupcakes).  You might start at 0 and go up in increments of 20 (0 20 40 60 80 100 120 140 160).

**2. Create the line graph:**

* **Plot the points:** For each day find the corresponding number of cupcakes sold on your Y-axis and the day on your X-axis.  Place a point where these two intersect. For example Monday (50 cupcakes) would be a point slightly above the 40 mark on the Y-axis and directly above ""Monday"" on the X-axis.  Repeat for all days.
* **Connect the points:** Draw a line connecting the points you've plotted.  This line visually represents the sales trend over the week.

**3. Describe the trend:**

Once your line graph is complete analyze the line to describe the sales trend.  Look for:

* **Overall direction:** Does the line generally go up down or stay relatively flat?  This indicates whether sales are generally increasing decreasing or remaining consistent.
* **Significant changes:** Are there any days with particularly high or low sales compared to surrounding days? Note these specific days and their sales figures.  What might explain these fluctuations?  (e.g. higher sales on weekends due to increased foot traffic).
* **Patterns:**  Are there any repeating patterns? For example is there a consistent increase toward the weekend and then a drop-off on Sunday?

**Example Trend Description (based on the provided data):**

""The line graph shows a general upward trend in cupcake sales throughout the week. Sales started moderately at 50 cupcakes on Monday gradually increasing throughout the week with peaks on Saturday (150 cupcakes) and Friday (120 cupcakes). There is a noticeable drop on Thursday (40 cupcakes) which is an outlier compared to the otherwise increasing trend.  Sales remain high on Sunday (100 cupcakes) before presumably decreasing again on Monday of the following week.  The data suggests that weekend days significantly boost sales compared to weekdays.""


Remember to clearly label your axes (Day of the Week and Number of Cupcakes Sold) title your graph (e.g. ""Bakery Cupcake Sales - Weekly Trend"") and use a ruler or straight edge for accuracy when drawing the lines and axes. You can do this manually with graph paper or using software such as Excel Google Sheets or online graphing tools."
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Draw a line graph to display the number of books read by students in a month: Week 1: 5 books Week 2: 7 books Week 3: 15 books Week 4: 10 books and analyze which week had the highest reading rate.","To solve this task follow these steps:

**1. Prepare your data:**

You already have the data neatly organized.  List it in a table for clarity:

| Week | Number of Books Read |
|---|---|
| Week 1 | 5 |
| Week 2 | 7 |
| Week 3 | 15 |
| Week 4 | 10 |


**2. Create the Line Graph:**

* **Choose your axes:** The horizontal (x-axis) will represent the weeks (Week 1 Week 2 Week 3 Week 4). The vertical (y-axis) will represent the number of books read.  Make sure your y-axis scale accommodates the highest number of books (15 in this case).  You might want to start the y-axis at 0 and go up in increments of 2 or 5.

* **Plot the points:** For each week find the corresponding number of books read.  Mark that point on your graph. For example for Week 1 you'll put a point above ""Week 1"" on the x-axis and level with ""5"" on the y-axis.

* **Connect the points:** Draw a line connecting the points in chronological order (Week 1 to Week 2 Week 2 to Week 3 and so on). This line visually represents the trend in the number of books read over the month.


**3. Analyze the Graph and Answer the Question:**

Once you've drawn the line graph simply look at it to determine which week shows the highest point on the line.  This visually represents the highest number of books read. In this case it's **Week 3**.


**To make the graph you can use:**

* **Graph paper:**  This is a classic method for creating accurate graphs by hand.
* **Spreadsheet software (like Microsoft Excel or Google Sheets):** These programs allow you to input your data and automatically generate a line graph.  They also offer options for customizing the graph's appearance (titles labels etc.).
* **Online graphing tools:**  Many free online tools are available that let you create graphs easily without needing to install software.  Just search for ""online line graph maker.""


Remember to label your graph clearly with a title (e.g. ""Books Read Per Week"") axis labels (e.g. ""Week"" and ""Number of Books"") and a legend if needed.  A clearly labeled graph makes the analysis much easier."
"Data; frequencies and probabilities","Collecting presenting and reading data","E","A pie chart shows the favorite fruits of 100 students: apples (25%) bananas (35%) oranges (20%) and grapes (20%); how many students chose bananas?","The pie chart represents 100 students' preferences.  Bananas account for 35% of the total.  To find out how many students chose bananas calculate 35% of 100:

100 students * 0.35 = 35 students

Therefore 35 students chose bananas."
"Data; frequencies and probabilities","Collecting presenting and reading data","E","If in a pie chart representing a class's activity participation 15% of students chose sports what is the percentage of students who didn’t choose sports if there are 40 students in total?","You don't actually need the total number of students (40) to solve this.  A pie chart represents 100% of the data.

Since 15% of students chose sports the percentage of students who *didn't* choose sports is simply 100% - 15% = 85%."
"Data; frequencies and probabilities","Collecting presenting and reading data","E","In a pie chart depicting the distribution of pets in a neighborhood dogs make up 40% and cats 30%; what proportion of pets do other animals represent if the total pets are 200?","Here's how to solve this problem step-by-step:

1. **Find the total percentage of dogs and cats:** Dogs (40%) + Cats (30%) = 70%

2. **Find the percentage of other animals:**  Since the pie chart represents the whole (100%) the remaining percentage belongs to other animals: 100% - 70% = 30%

3. **Calculate the number of other animals:**  30% of the total number of pets (200) is (30/100) * 200 = 60

4. **Find the proportion of other animals:** The proportion of other animals is the number of other animals divided by the total number of pets: 60 / 200 = 0.3  or 30%

**Therefore other animals represent 30% of the pets and there are 60 other animals in the neighborhood.**"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Ask your family members what their favorite fruit is then create a pictograph to show how many people chose each fruit.","Here's how to solve this task step-by-step:

**1. Gather Data:**

* **Ask:** Go to each family member (including yourself!) and ask them ""What is your favorite fruit?""  Write down their responses.  Be sure to include everyone you want to include in your pictograph.
* **Record:**  Keep a simple tally or list. For example:
    * Apple: 3
    * Banana: 2
    * Strawberry: 1
    * Orange: 2


**2. Create the Pictograph:**

* **Choose a Symbol:** Decide on a simple picture to represent one person's favorite fruit.  A small drawing of a fruit (e.g. a small apple for apple choices) would work well.  You could also use a simple symbol like a star or a circle.
* **Title:** Give your pictograph a clear title such as ""Family's Favorite Fruits.""
* **Labels:**
    * **Vertical Axis (Side):** List the names of the different fruits vertically.
    * **Horizontal Axis (Bottom):** Label this as ""Number of People.""  You might add a key explaining what your chosen symbol represents (e.g.  ""1 = 1 person"").
* **Draw the Symbols:** For each fruit draw the number of symbols that corresponds to the number of people who chose that fruit.  For instance if three people chose apples draw three small apple symbols next to ""Apple.""

**3. Example Pictograph:**

Let's use the data from the example above:

**Family's Favorite Fruits**

| Fruit       | Number of People |
|-------------|-------------------|
| Apple       | 🍎🍎🍎             |
| Banana      | 🍌🍌              |
| Strawberry  | 🍓                |
| Orange      | 🍊🍊              |

**Key:**  🍎🍌🍓🍊 = 1 person


**Tips for a Good Pictograph:**

* **Neatness:** Make sure your drawings are neat and easy to understand.  Use a ruler to draw straight lines if needed.
* **Clarity:** Use clear and simple labels.
* **Scale:** If you have a large family you might need to use a different scale (e.g. one symbol could represent 2 people).  This should be clearly stated in the key.
* **Visual Appeal:** Consider adding color to make your pictograph more attractive.

By following these steps you can easily create a pictograph representing your family's favorite fruits. Remember to have fun with it!"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Survey your classmates about their favorite colors and use a pictograph to display the results with pictures of colored squares.","Here's how to complete this task:

**1. Conduct the Survey:**

* **Ask the question:**  Simply ask each of your classmates ""What is your favorite color?""  Keep it straightforward and simple.
* **Record the responses:**  As they answer keep a tally of how many people chose each color. You can do this using a list or a table.  For example:

| Color       | Tally    | Count |
|-------------|----------|-------|
| Red         | IIII     | 4     |
| Blue        | IIIIIII  | 7     |
| Green       | III      | 3     |
| Purple      | II       | 2     |
| Yellow      | I        | 1     |


**2. Create the Pictograph:**

* **Choose a symbol:** You've been told to use colored squares. Decide on a size for your square.  Make sure it's big enough to see easily but small enough to fit reasonably on your page.
* **Create a key:**  This explains what each square represents.  For example:  ""One square = 1 person.""  You might need to adjust this key depending on the number of responses; you could use ""One square = 2 people"" if you have many responses to avoid a very long pictograph.
* **Draw the pictograph:**  Draw a title at the top (e.g. ""Class Favorite Colors""). Then list each color down the side and use the colored squares to represent the number of people who chose that color. For example if seven people chose blue you would draw seven blue squares next to ""Blue"" in your pictograph.
* **Make it visually appealing:** Use colored pencils or crayons to make the squares vibrant and easy to read.  Consider adding a border or some other simple design elements to make it look nicer.

**Example Pictograph:**

**Class Favorite Colors**

| Color       | Count | Pictograph                                   |
|-------------|-------|-----------------------------------------------|
| Red         | 4     | ☐☐☐☐ (Red squares)                          |
| Blue        | 7     | ☐☐☐☐☐☐☐ (Blue squares)                        |
| Green       | 3     | ☐☐☐ (Green squares)                           |
| Purple      | 2     | ☐☐ (Purple squares)                          |
| Yellow      | 1     | ☐ (Yellow square)                            |


Remember to keep your pictograph neat organized and easy to understand.  The goal is to clearly display the survey results visually."
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Conduct a survey to find out how many pets your friends have and draw a pictograph to represent the number of pets owned by each friend.","To complete this task you'll follow these steps:

**1. Conduct the Survey:**

* **Identify your friends:**  Make a list of the friends you want to include in your survey.
* **Ask the question:**  Simply ask each friend ""How many pets do you have?""  Be sure to clarify that you mean all types of pets (dogs cats fish birds etc.).
* **Record the data:** Create a table to record each friend's name and the number of pets they own. For example:

| Friend's Name | Number of Pets |
|---|---|
| Alice | 2 |
| Bob | 0 |
| Carol | 1 |
| David | 3 |
| Eve | 1 |


**2. Draw the Pictograph:**

A pictograph uses pictures or symbols to represent data.  Here's how to create one:

* **Choose a symbol:** Select a simple picture to represent one pet.  A small paw print a generic animal silhouette or even a simple circle would work well.
* **Create a key:**  This explains what your symbol represents.  For example:  ""One paw print = 1 pet.""
* **Draw the graph:**
    * **Label the axes:** The left-hand column (vertical axis) lists the names of your friends.  The top row (horizontal axis) will be the number of pets.
    * **Draw symbols:** For each friend draw the appropriate number of symbols next to their name.  If a friend has more than one pet you'll draw multiple symbols.
    * **Title the graph:** Give your pictograph a clear title such as ""Number of Pets Owned by My Friends.""

**Example Pictograph:**

Let's use the data from the table above.  We'll use a paw print as our symbol and the key ""One paw print = 1 pet.""

```
Number of Pets Owned by My Friends

Friend's Name | Number of Pets
------------- | ---------------
Alice         |🐾🐾
Bob           |
Carol         |🐾
David         |🐾🐾🐾
Eve           |🐾
```


**Tips for a good pictograph:**

* **Keep it simple:** Use easy-to-understand symbols.
* **Use a consistent scale:** Each symbol should represent the same quantity throughout the graph.
* **Neatness counts:** Make sure your pictograph is clearly labeled and easy to read.
* **Consider half-symbols:** If you need to represent a half-pet (unlikely but possible!) you can draw a half-symbol.


By following these steps you'll successfully complete the task and create a visual representation of your friends' pet ownership. Remember to be accurate and neat in your work!"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","A class of 30 students were surveyed about their favorite color: Red (10) Blue (12) Green (5) and Yellow (3); create a frequency table to display these results.","To create a frequency table for this data you simply need to organize the given information into a table with two columns: one for the color (the categories) and one for the frequency (the count of students who chose each color).

Here's how the frequency table would look:

| Favorite Color | Frequency |
|---|---|
| Red | 10 |
| Blue | 12 |
| Green | 5 |
| Yellow | 3 |


That's it!  This table clearly shows the number of students who prefer each color."
"Data; frequencies and probabilities","Collecting presenting and reading data","E","After collecting data on their preferred mode of transportation 25 students reported: Bus (8) Car (10) Bicycle (4) and Walking (3); organize this data into a frequency table and determine which mode is most popular.","Here's how to solve this task:

**1. Create a Frequency Table:**

A frequency table simply organizes the data to show how many times each transportation mode appears.  It looks like this:

| Mode of Transportation | Frequency |
|---|---|
| Bus | 8 |
| Car | 10 |
| Bicycle | 4 |
| Walking | 3 |


**2. Determine the Most Popular Mode:**

Look at the ""Frequency"" column in your table. The mode of transportation with the highest frequency is the most popular.  In this case the **Car** is the most popular mode of transportation with 10 students choosing it."
"Data; frequencies and probabilities","Collecting presenting and reading data","E","In a survey 20 students were asked how many books they read last month resulting in the following counts: 0 books (5) 1 book (8) 2 books (4) and 3 books (3); present these data in a frequency table and explain what the table indicates about reading habits.","To solve this task you need to create a frequency table and then interpret its meaning. Here's how:

**1. Create the Frequency Table:**

A frequency table organizes data to show how often each value (number of books read) occurs.

| Number of Books Read | Frequency (Number of Students) |
|---|---|
| 0 | 5 |
| 1 | 8 |
| 2 | 4 |
| 3 | 3 |
| **Total** | **20** |


**2. Interpret the Frequency Table and Reading Habits:**

The frequency table indicates the following about the reading habits of the 20 students surveyed:

* **Most students read a low number of books:** The highest frequency is 8 students who read only 1 book last month.  A significant portion (5 out of 20) reported reading zero books.
* **Reading habits are somewhat diverse but skewed towards less reading:** While there's a range of 0 to 3 books read the majority of students fall into the lower end of that range.
* **Few students read extensively:** Only 3 students read 3 books representing a small minority of the surveyed group.

In summary the data suggests that among the surveyed students the reading habits lean towards infrequent book consumption.  A significant portion read very few or no books at all within the observed month.  Further research might be needed to understand the reasons behind these reading habits.  This might involve looking at factors such as access to books time constraints or personal preferences."
"Data; frequencies and probabilities","Collecting presenting and reading data","G","Analyze the given stem-and-leaf plot representing the ages of students in a class to determine the mean age.","To find the mean age from a stem-and-leaf plot you need to follow these steps:

1. **Extract the data:**  Carefully read the stem-and-leaf plot to reconstruct the individual data points (the ages of the students).  Remember how stem-and-leaf plots work: the ""stem"" represents the tens digit (or hundreds etc. depending on the scale) and the ""leaf"" represents the ones digit.  Write down each age as a separate number.

2. **Sum the data:** Add up all the individual ages you extracted in step 1.

3. **Count the data points:** Determine the total number of students (data points) in the class.  This is simply the total number of leaves in the stem-and-leaf plot.

4. **Calculate the mean:** Divide the sum of the ages (from step 2) by the total number of students (from step 3).  The result is the mean age.

**Example:**

Let's say you have a stem-and-leaf plot like this:

```
Stem | Leaf
-----|-----
1    | 2 5 8
2    | 0 3 7 9
3    | 1 5
```

1. **Extract the data:** The ages are: 12 15 18 20 23 27 29 31 35

2. **Sum the data:** 12 + 15 + 18 + 20 + 23 + 27 + 29 + 31 + 35 = 210

3. **Count the data points:** There are 9 students.

4. **Calculate the mean:** 210 / 9 = 23.33 (approximately)

Therefore the mean age of the students is approximately 23.33 years.  Remember to round your answer appropriately based on the context of the problem."
