"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Numbers and operations","Expanding number relationships and number spaces","D","تتسلسل النباتات في الحديقة كالتالي: 2 5 8 __ __؛ ابحث عن الرقمين التاليين في السلسلة.","هذه سلسلة حسابية، حيث الفرق بين كل رقم والرقم الذي يليه ثابت.

**الخطوات:**

1. **ابحث عن الفرق المشترك:** اطرح أول رقم من الثاني (5 - 2 = 3).  اطرح الثاني من الثالث (8 - 5 = 3).  الفرق ثابت وهو 3.

2. **أضف الفرق المشترك إلى آخر رقم معلوم:**  أضف 3 إلى 8 (8 + 3 = 11).  هذا هو الرقم التالي في السلسلة.

3. **كرر الخطوة 2:** أضف 3 إلى 11 (11 + 3 = 14). هذا هو الرقم الذي يليه.

**إذن، الرقمان التاليان في السلسلة هما 11 و 14.**"
"Numbers and operations","Expanding number relationships and number spaces","D","تمتلك فريق الجري الأوقات التالية لإنهاء لفاتها: 60 ثانية، 64 ثانية، 68 ثانية، __ __؛ ما هما وقتا اللفتين القادمتين؟","تُظهر الأوقات المعطاة نمطًا: كل وقت يزيد بمقدار 4 ثوانٍ عن الوقت السابق.

لذلك، لحساب وقتي اللفتين القادمتين، نتبع الخطوات التالية:

1. **إيجاد الفرق:** نلاحظ أن الفرق بين 60 ثانية و 64 ثانية هو 4 ثوانٍ، والفرق بين 64 ثانية و 68 ثانية هو أيضًا 4 ثوانٍ.

2. **استمرار النمط:**  بناءً على هذا النمط، نضيف 4 ثوانٍ إلى 68 ثانية للحصول على وقت اللفة الخامسة.  68 + 4 = 72 ثانية.

3. **اللفة السادسة:** نضيف 4 ثوانٍ مرة أخرى إلى 72 ثانية للحصول على وقت اللفة السادسة. 72 + 4 = 76 ثانية.

**إذن، وقتا اللفتين القادمتين هما 72 ثانية و 76 ثانية.**"
"Numbers and operations","Expanding number relationships and number spaces","D","يمتدح خباز نمطًا من المكونات: 1 كوب سكر، 2 كوب دقيق، 3 بيضات __ __؛ حدد العنصرين التاليين في هذا النمط.","يبدو أن نمط المكونات يتبع تسلسلًا حسابيًا.  يبدأ بعدد من أكواب السكر (1)، ثم عدد أكواب الدقيق (2)، ثم عدد البيضات (3). لذا، من المتوقع أن يزداد العدد بمقدار واحد في كل مكون لاحق.

لذلك:

* **العنصر التالي:** هو 4 ملاعق كبيرة من الزبدة (أو أي مكون آخر يُستخدم عادةً في الخَبز)
* **العنصر الذي يليه:** هو 5 ملاعق كبيرة من الحليب (أو أي مكون آخر)

مع العلم أن لا يوجد حل قاطع بدون معلومات إضافية، لكن هذا هو الاستنتاج الأكثر منطقية بناءً على نمط التسلسل الحسابي الظاهر."
"Numbers and operations","Expanding number relationships and number spaces","E","قُم بتدوين جميع عوامل العدد 36 وحدد أي من هذه العوامل هي أيضًا أعداد أولية.","لحل هذه المسألة، اتبع الخطوات التالية:

**1. إيجاد جميع عوامل العدد 36:**

عوامل العدد هي الأعداد التي تقسم العدد 36 بدون باقي.  يمكننا إيجادها بالبحث عن الأزواج التي يكون حاصل ضربها 36:

* 1 × 36 = 36
* 2 × 18 = 36
* 3 × 12 = 36
* 4 × 9 = 36
* 6 × 6 = 36

وبالتالي، عوامل العدد 36 هي: 1، 2، 3، 4، 6، 9، 12، 18، 36.

**2. تحديد الأعداد الأولية من بين العوامل:**

العدد الأولي هو عدد صحيح أكبر من 1، لا يقبل القسمة إلا على نفسه وعلى 1.  دعونا نفحص عوامل العدد 36:

* **1:** ليس عددًا أوليًا لأنه لا يفي بشرط أن يكون أكبر من 1.
* **2:** عدد أولي.
* **3:** عدد أولي.
* **4:** ليس عددًا أوليًا (يُقبل القسمة على 2).
* **6:** ليس عددًا أوليًا (يُقبل القسمة على 2 و 3).
* **9:** ليس عددًا أوليًا (يُقبل القسمة على 3).
* **12:** ليس عددًا أوليًا (يُقبل القسمة على 2 و 3 و 4).
* **18:** ليس عددًا أوليًا (يُقبل القسمة على 2 و 3 و 6).
* **36:** ليس عددًا أوليًا (يُقبل القسمة على 2، 3، 4، 6، 9، 12، 18).

**3. الاستنتاج:**

إذن، عوامل العدد 36 هي 1، 2، 3، 4، 6، 9، 12، 18، 36.  والأعداد الأولية من بينها هي 2 و 3 فقط."
"Numbers and operations","Expanding number relationships and number spaces","E","احسب الأعداد المضاعفة الخمسة الأولى للعدد 7 واشرح النمط الذي تلاحظه في تلك المضاعفات.","لحساب المضاعفات الخمسة الأولى للعدد 7، نتبع الخطوات التالية:

**1. فهم المضاعفات:** المضاعفات هي الأعداد التي نحصل عليها بضرب العدد في أعداد صحيحة موجبة.  بمعنى آخر، مضاعفات 7 هي النتائج التي نحصل عليها بضرب 7 في 1، 2، 3، وهكذا.

**2. حساب المضاعفات:**

* **المضاعف الأول:** 7 × 1 = 7
* **المضاعف الثاني:** 7 × 2 = 14
* **المضاعف الثالث:** 7 × 3 = 21
* **المضاعف الرابع:** 7 × 4 = 28
* **المضاعف الخامس:** 7 × 5 = 35

إذن، المضاعفات الخمسة الأولى للعدد 7 هي: 7، 14، 21، 28، 35.

**3. ملاحظة النمط:**

النمط واضح في هذه المضاعفات:  كل مضاعف يزيد عن المضاعف الذي يسبقه بمقدار 7.  بمعنى آخر، الفرق بين أي مضاعفين متتاليين هو 7.  يمكن التعبير عن هذا رياضياً على أنه:  `7n` حيث `n` هو عدد صحيح موجب يمثل رقم المضاعف (1، 2، 3،...).

في خلاصة، لحساب المضاعفات، نضرب العدد في الأعداد الصحيحة الموجبة المتتالية، والنمط الذي نلاحظه هو الزيادة الثابتة مساوية للعدد الأصلي بين كل مضاعفين متتاليين."
"Numbers and operations","Expanding number relationships and number spaces","E","إذا كان لديك 48 تفاحة وترغب في تقسيمها بالتساوي بين السلال، حدد جميع الأعداد الممكنة للسلال التي يمكنك استخدامها من خلال إيجاد عوامل العدد 48.","لحل هذه المسألة، نحتاج لإيجاد جميع عوامل العدد 48، لأن كل عامل يمثل عددًا محتملًا من السلال يمكن تقسيم التفاح عليها بالتساوي.  العوامل هي الأعداد التي تقسم 48 بدون باقي.

الخطوات هي:

1. **البحث عن الأزواج من العوامل:** نبدأ بالبحث عن الأزواج من الأعداد التي تُضرب معًا لتعطي 48.  بعضها سهل إيجاده:

   * 1 × 48 = 48
   * 2 × 24 = 48
   * 3 × 16 = 48
   * 4 × 12 = 48
   * 6 × 8 = 48

2. **التحقق من عدم وجود عوامل أخرى:**  بعد العثور على هذه الأزواج،  تأكد من عدم وجود عوامل أخرى.  يمكننا القيام بذلك عن طريق التحقق من الأعداد الصحيحة من 1 إلى الجذر التربيعي لـ 48 (الذي هو تقريبًا 6.9)، لأن أي عامل أكبر من 6.9 سيكون له عامل مضاد أصغر من 6.9  وقد وجدناه بالفعل.


3. **قائمة العوامل:**  جميع العوامل الممكنة لـ 48 هي: 1 2 3 4 6 8 12 16 24 48.  هذا يعني أنك تستطيع تقسيم التفاح بالتساوي في 10 عدد مختلف من السلال.


إذن، الإجابة هي: يمكن استخدام  1 2 3 4 6 8 12 16 24 أو 48 سلة."
"Numbers and operations","Expanding number relationships and number spaces","E","ابحث عن المضاعف المشترك الأصغر (LCM) للعددين 8 و 12 لتحديد مدى تكرار تلاقي مضاعفاتهما.","لحل هذه المسألة، نحتاج إلى إيجاد المضاعف المشترك الأصغر (LCM) للعددين 8 و 12. إليك الخطوات:

**الطريقة الأولى: باستخدام التحليل لعوامل أولية**

1. **تحليل كل عدد إلى عوامله الأولية:**

   * 8 = 2 × 2 × 2 = 2³
   * 12 = 2 × 2 × 3 = 2² × 3

2. **اختر أكبر قوة لكل عامل أولي موجود في التحليلات:**

   * أكبر قوة لـ 2 هي 2³ = 8
   * أكبر قوة لـ 3 هي 3¹ = 3

3. **اضرب القوى التي اخترتها معًا:**

   * LCM(8 12) = 2³ × 3 = 8 × 3 = 24

لذلك، المضاعف المشترك الأصغر للعددين 8 و 12 هو 24.  هذا يعني أن مضاعفات العددين 8 و 12 ستتلاقى كل 24 وحدة.


**الطريقة الثانية: باستخدام قائمة المضاعفات**

1. **اكتب قائمة بمضاعفات كل عدد:**

   * مضاعفات 8: 8 16 24 32 40 48 ...
   * مضاعفات 12: 12 24 36 48 60 ...

2. **ابحث عن أصغر مضاعف مشترك بين القائمتين:**

   * أصغر مضاعف مشترك هو 24.

لذلك، المضاعف المشترك الأصغر للعددين 8 و 12 هو 24.


**الاستنتاج:**

تتلاقى مضاعفات العددين 8 و 12 كل 24 وحدة.  بمعنى آخر،  سيظهر العدد 24 (والأعداد الأكبر منه التي هي مضاعفات للـ 24) في كلا القائمتين."
"Numbers and operations","Expanding number relationships and number spaces","E","احسب القاسم المشترك الأكبر (GCD) للعددين 20 و 30 لفهم أكبر عامل مشترك بينهما.","هناك طريقتان رئيسيتان لحساب القاسم المشترك الأكبر (GCD) للعددين 20 و 30:

**الطريقة الأولى: تحليل العوامل الأولية**

1. **تحليل كل عدد إلى عوامل أولية:**

   * 20 = 2 × 2 × 5 = 2² × 5
   * 30 = 2 × 3 × 5

2. **اختيار العوامل الأولية المشتركة:** نلاحظ أن العوامل الأولية المشتركة بين 20 و 30 هي 2 و 5.

3. **ضرب العوامل الأولية المشتركة بأسها الأقل:**  الأس الأقل للـ 2 هو 1 (لأنها تظهر مرة واحدة في تحليل 30) والأس الأقل للـ 5 هو 1 (لأنها تظهر مرة واحدة في كلا التحليلين).

4. **حساب القاسم المشترك الأكبر:**  GCD(20 30) = 2¹ × 5¹ = 10

لذلك، القاسم المشترك الأكبر للعددين 20 و 30 هو 10.


**الطريقة الثانية: خوارزمية اقليدس**

هذه الطريقة أكثر فعالية للأعداد الكبيرة.  تعتمد على مبدأ أن القاسم المشترك الأكبر لعددين لا يتغير إذا طرحنا الأصغر من الأكبر. نكرر هذه العملية حتى نحصل على باقي صفري.

1. **مقارنة العددين:**  لدينا 20 و 30.

2. **طرح الأصغر من الأكبر:** 30 - 20 = 10

3. **استبدال العدد الأكبر بالفرق:** الآن لدينا 10 و 20.

4. **تكرار العملية:** 20 - 10 = 10

5. **تكرار العملية:**  الآن لدينا 10 و 10.  بما أن العددين متساويين، فإن القاسم المشترك الأكبر هو 10.

لذلك،  GCD(20 30) = 10 باستخدام خوارزمية اقليدس أيضًا.

في كلتا الحالتين، نجد أن القاسم المشترك الأكبر للعددين 20 و 30 هو 10.  وهذا يعني أن 10 هو أكبر عدد يقسم كلا من 20 و 30 بدون باقي."
"Numbers and operations","Expanding number relationships and number spaces","E","يريد بستاني زرع الزهور في صفوف باستخدام 18 زهرة حمراء و 24 زهرة زرقاء؛ ما هو المضاعف المشترك الأصغر (LCM) للعددين 18 و 24 لإيجاد أقل عدد من الزهور الكلي الذي يمكنه استخدامه دون أن يتبقى أي زهور؟","لحل هذه المسألة، نحتاج إلى إيجاد المضاعف المشترك الأصغر (LCM) للعددين 18 و 24. هذا سيحدد لنا أقل عدد من الصفوف التي يمكن استخدامها لزراعة الزهور الحمراء والزرقاء دون أن يتبقى أي زهور.

هنا الخطوات:

**1. إيجاد عوامل الأعداد:**

* **عوامل 18:** 1، 2، 3، 6، 9، 18
* **عوامل 24:** 1، 2، 3، 4، 6، 8، 12، 24

**2. إيجاد القواسم المشتركة:**

العوامل المشتركة بين 18 و 24 هي: 1، 2، 3، 6.

**3. إيجاد أكبر قاسم مشترك (GCD):**

أكبر قاسم مشترك بين 18 و 24 هو 6.

**4. حساب المضاعف المشترك الأصغر (LCM) باستخدام GCD:**

توجد علاقة رياضية بين GCD و LCM:

LCM(a b) = (|a * b|) / GCD(a b)

حيث:

* a = 18
* b = 24
* GCD(18 24) = 6

إذن، LCM(18 24) = (18 * 24) / 6 = 72

**5. تفسير النتيجة:**

لذلك، المضاعف المشترك الأصغر للعددين 18 و 24 هو 72.  هذا يعني أن أقل عدد من الزهور التي يمكن للبستاني استخدامها دون أن يتبقى أي زهور هو 72 زهرة.  يمكنه ترتيبها في صفوف، على سبيل المثال، 4 صفوف من 18 زهرة حمراء (4*18 = 72) و 3 صفوف من 24 زهرة زرقاء (3*24 = 72).

**باختصار:**  يجب أن يزرع البستاني 72 زهرة كحد أدنى ليتجنب وجود أي زهور متبقية."
"Numbers and operations","Expanding number relationships and number spaces","F","احسب قيمة 3 مرفوعة إلى القوة 4 ثم اطرح الجذر التربيعي لـ 64 من هذه النتيجة.","إليك خطوات حل المسألة:

1. **الحساب الأول:** احسب قيمة 3 مرفوعة إلى القوة 4 (3⁴).  هذا يعني 3 مضروبة في نفسها أربع مرات: 3 × 3 × 3 × 3 = 81

2. **الحساب الثاني:** احسب الجذر التربيعي لـ 64 (√64).  الجذر التربيعي لعدد هو العدد الذي عندما تضربه بنفسه يعطيك العدد الأصلي. الجذر التربيعي لـ 64 هو 8 لأن 8 × 8 = 64.

3. **الطرح:** اطرح نتيجة الحساب الثاني (8) من نتيجة الحساب الأول (81): 81 - 8 = 73

إذن، الإجابة النهائية هي **73**."
"Numbers and operations","Expanding number relationships and number spaces","F","إذا كانت مساحة حديقة مربعة 81 قدمًا مربعًا، فحدد طول أحد جوانب الحديقة.","لحل هذه المسألة، اتبع الخطوات التالية:

1. **تذكر تعريف مساحة المربع:** مساحة المربع تساوي طول ضلع × طول ضلع  (طول الضلع تربيع).  

2. **حدد المعطى:**  المعطى هو مساحة الحديقة المربعة، وهي 81 قدمًا مربعًا.

3. **صياغة المعادلة:**  نعبر عن المساحة بالمعادلة:  طول الضلع² = 81

4. **حل المعادلة:**  لإيجاد طول الضلع، نأخذ الجذر التربيعي لكلا طرفي المعادلة:

   √(طول الضلع²) = √81

   طول الضلع = 9

5. **كتابة الإجابة:** طول أحد جوانب الحديقة المربعة هو 9 أقدام."
"Numbers and operations","Expanding number relationships and number spaces","F","حدد مجموع القيم الناتجة عن حساب الجذر التربيعي لـ 49 ورفع 2 إلى القوة 5.","لحل هذه المسألة، اتبع الخطوات التالية:

1. **احسب الجذر التربيعي لـ 49:** الجذر التربيعي لـ 49 هو 7 لأن 7 × 7 = 49.

2. **احسب 2 مرفوعًا للقوة 5:**  2 مرفوعًا للقوة 5 يعني 2 × 2 × 2 × 2 × 2 = 32.

3. **اجمع النتيجتين:**  أضف الناتجين من الخطوتين السابقتين: 7 + 32 = 39.

إذن، مجموع القيم الناتجة هو **39**."
"Numbers and operations","Expanding number relationships and number spaces","G","تم بناء نموذج لناطحة سحاب بمقياس 1:250؛ إذا كانت الارتفاع الحقيقي لناطحة السحاب هو 300 متر، فما هو ارتفاع النموذج بالسنتمترات؟","لحل هذه المسألة، سنستخدم المقياس المُعطى (1:250) لحساب ارتفاع النموذج.  المقياس يعني أن كل 1 سنتيمتر على النموذج يمثل 250 سنتيمتر في الواقع.

**الخطوات:**

1. **تحويل الوحدات:**  الارتفاع الحقيقي مُعطى بالمتر، بينما المقياس يُعطى بوحدات سنتيمتر (ضمنياً).  لذلك، يجب تحويل ارتفاع ناطحة السحاب من متر إلى سنتيمتر.  في متر واحد يوجد 100 سنتيمتر، لذا فإن 300 متر تساوي 300 * 100 = 30000 سنتيمتر.

2. **استخدام المقياس:**  نعلم أن 1 سنتيمتر على النموذج يمثل 250 سنتيمتر في الواقع.  لإيجاد ارتفاع النموذج، نقسم ارتفاع ناطحة السحاب الحقيقي (بالسنتيمتر) على قيمة المقياس:

   ارتفاع النموذج =  ارتفاع ناطحة السحاب الحقيقي (سنتيمتر) / قيمة المقياس

   ارتفاع النموذج = 30000 سنتيمتر / 250

3. **الحساب:**  نقوم بالعملية الحسابية: 30000 / 250 = 120 سنتيمتر.

**النتيجة:**  ارتفاع نموذج ناطحة السحاب هو 120 سنتيمتر."
"Numbers and operations","Expanding number relationships and number spaces","G","وصفة لكعكة كبيرة تتطلب 3 أكواب من الدقيق مقابل كل 2 كوب من السكر؛ إذا أراد الخباز أن يستخدم 6 أكواب من الدقيق، فكم كوبًا من السكر سيحتاج؟","لحل هذه المسألة، سنستخدم النسبة والتناسب:

**الخطوة 1: تحديد النسبة**

الوصفة الأصلية تنص على نسبة 3 أكواب دقيق : 2 كوب سكر.  يمكن كتابتها على شكل كسر: 3/2

**الخطوة 2: إعداد التناسب**

نريد معرفة كمية السكر اللازمة لـ 6 أكواب دقيق. لذلك، سنضع نسبة جديدة تتناسب مع النسبة الأصلية:

3/2 = 6/x  (حيث x هو عدد أكواب السكر المطلوبة)

**الخطوة 3: حل التناسب**

هناك طريقتان لحل هذا التناسب:

* **الطريقة الأولى (الضرب التبادلي):**

   نقوم بضرب البسط الأول بالمقام الثاني، ثم نضرب المقام الأول بالبسط الثاني، ونعادل الناتجين:

   3 * x = 2 * 6
   3x = 12
   x = 12 / 3
   x = 4

* **الطريقة الثانية (التناسب المباشر):**

   لاحظ أن 6 أكواب دقيق هي ضعف كمية الدقيق في الوصفة الأصلية (6 = 3 * 2).  للحفاظ على النسبة، يجب أن يكون عدد أكواب السكر ضعف الكمية الأصلية أيضًا.  لذلك، عدد أكواب السكر اللازمة هو 2 * 2 = 4 كوب.


**الخطوة 4: الاستنتاج**

لذا، يحتاج الخباز إلى 4 أكواب من السكر إذا استخدم 6 أكواب من الدقيق."
"Numbers and operations","Expanding number relationships and number spaces","G","خريطة تستخدم مقياسًا حيث تمثل بوصة واحدة 30 ميلاً؛ إذا كانت بلدتان تبعدان 5 بوصات عن بعضهما على الخريطة، فما هي المسافة الفعلية بينهما بالميل؟","لحل هذه المسألة، اتبع الخطوات التالية:

**1. فهم المقياس:**

* المقياس هو 1 بوصة = 30 ميل. هذا يعني أن كل بوصة على الخريطة تمثل 30 ميلًا في الواقع.

**2. تحديد المسافة على الخريطة:**

* المسافة بين البلدتين على الخريطة هي 5 بوصات.

**3. حساب المسافة الفعلية:**

* بما أن كل بوصة تمثل 30 ميلًا، فإن 5 بوصات تمثل 5 * 30 ميل.

**4. نتيجة الحساب:**

* 5 * 30 = 150 ميل.

**إذن، المسافة الفعلية بين البلدتين هي 150 ميلًا.**"
"Numbers and operations","Applying calculation strategies","D","مكتبة محلية بيعت 237 كتابًا في الشهر الماضي و185 كتابًا في هذا الشهر؛ قدّر العدد الإجمالي للكتب المبيعة عن طريق التقريب لأقرب عشرة.","لحل هذه المسألة، سنقوم بالخطوات التالية:

**1. تقريب كل عدد لأقرب عشرة:**

* **237:** الرقم في خانة الآحاد هو 7، وهو أكبر من أو يساوي 5، لذلك نقرب لأعلى. يصبح 240.
* **185:** الرقم في خانة الآحاد هو 5، لذلك نقرب لأعلى. يصبح 190.

**2. جمع الأعداد المقرّبة:**

نضيف العددين المقرّبين معًا: 240 + 190 = 430

**3. كتابة الإجابة:**

لذلك، تقدير العدد الإجمالي للكتب المبيعة عن طريق التقريب لأقرب عشرة هو **430 كتابًا**."
"Numbers and operations","Applying calculation strategies","D","مزارع لديه 489 تفاحة وينوي إعطاء 275 تفاحة؛ قم بتقدير عدد التفاح الذي سيتبقى لديه عن طريق التقريب إلى أقرب عشرة.","لحل هذه المسألة، نتبع الخطوات التالية:

1. **تقريب عدد التفاح الأولي:** لدينا 489 تفاحة.  للتقريب لأقرب عشرة، ننظر إلى خانة الآحاد (9).  لأن 9 أكبر من أو تساوي 5، نقرب لأعلى.  لذا، يصبح عدد التفاح تقريباً 490.

2. **تقريب عدد التفاح المعطى:** لدينا 275 تفاحة معطاة.  للتقريب لأقرب عشرة، ننظر إلى خانة الآحاد (5).  لأن 5 تساوي 5، نقرب لأعلى.  لذا، يصبح عدد التفاح المعطى تقريباً 280.

3. **طرح الأعداد المقرّبة:**  الآن نطرح عدد التفاح المعطى (المقرب) من عدد التفاح الأولي (المقرب): 490 - 280 = 210

4. **النتيجة:** تقدير عدد التفاح الذي سيتبقى لدى المزارع هو 210 تفاحة.


لذلك، الإجابة النهائية هي **210 تفاحة تقريباً**."
"Numbers and operations","Applying calculation strategies","D","خلال حملة جمع التبرعات في المدرسة، جمع الطلاب 1248 دولارًا وأنفقوا 673 دولارًا؛ قم بتقدير المبلغ الإجمالي المتبقي عن طريق التقريب إلى أقرب عشرة.","لحل هذه المسألة، اتبع هذه الخطوات:

**الخطوة 1: تقريب المبالغ إلى أقرب عشرة.**

* **المبلغ المُجمع:** 1248 دولارًا.  الرقم في خانة الآحاد هو 8، وهو أكبر من أو يساوي 5، لذلك نقرّب لأعلى.  يصبح المبلغ المُقرّب 1250 دولارًا.

* **المبلغ المُنفق:** 673 دولارًا. الرقم في خانة الآحاد هو 3، وهو أقل من 5، لذلك نقرّب للأسفل. يصبح المبلغ المُقرّب 670 دولارًا.

**الخطوة 2: طرح المبلغ المُنفق من المبلغ المُجمع (بعد التقريب).**

* اطرح المبلغ المُقرّب المُنفق من المبلغ المُقرّب المُجمع: 1250 دولارًا - 670 دولارًا = 580 دولارًا.

**الخطوة 3: كتابة الإجابة.**

* المبلغ الإجمالي المُتبقي، بعد التقريب لأقرب عشرة، هو 580 دولارًا.


لذا، الجواب المُقدّر هو **580 دولارًا**."
"Numbers and operations","Applying calculation strategies","E","جينا لديها \(\frac{2}{3}\) من البيتزا وصديقتها تعطيها \(\frac{1}{4}\) من البيتزا؛ كم مقدار البيتزا التي تمتلكها جينا الآن؟","لحل هذه المسألة، نحتاج إلى جمع الكسرين اللذين يمثلان كمية البيتزا التي تمتلكها جينا:

**الخطوة الأولى: إيجاد مقام مشترك**

لجمع الكسرين  \( \frac{2}{3} \) و \( \frac{1}{4} \)، نحتاج إلى مقام مشترك.  أصغر مقام مشترك بين 3 و 4 هو 12.

**الخطوة الثانية: تحويل الكسور إلى مقام مشترك**

نقوم بتحويل كل كسر إلى كسر مكافئ له مقام 12:

* \( \frac{2}{3} \)  نضرب البسط والمقام في 4:  \( \frac{2 \times 4}{3 \times 4} = \frac{8}{12} \)
* \( \frac{1}{4} \) نضرب البسط والمقام في 3:  \( \frac{1 \times 3}{4 \times 3} = \frac{3}{12} \)

**الخطوة الثالثة: جمع الكسور**

الآن، نجمع البسطين ونحافظ على المقام المشترك:

\( \frac{8}{12} + \frac{3}{12} = \frac{8 + 3}{12} = \frac{11}{12} \)

**النتيجة:**

جينا تمتلك الآن \( \frac{11}{12} \) من البيتزا."
"Numbers and operations","Applying calculation strategies","E","وصف التمرين هو: تحتاج الوصفة إلى \(\frac{5}{6}\) كوب من السكر، لكن جيري لديه فقط \(\frac{1}{3}\) كوب؛ كم كوبًا إضافيًا من السكر يحتاج لجمعه؟","لحل هذه المسألة، نحتاج إلى معرفة كمية السكر الإضافية التي يحتاجها جيري.  سنفعل ذلك بطرح كمية السكر التي يملكها من الكمية المطلوبة في الوصفة.

**الخطوات:**

1. **حدد الكمية المطلوبة:** الوصفة تحتاج إلى \( \frac{5}{6} \) كوب من السكر.

2. **حدد الكمية الموجودة:** جيري يملك \( \frac{1}{3} \) كوب من السكر.

3. **اطرح الكمية الموجودة من الكمية المطلوبة:**  هذا هو الفرق الذي يمثل كمية السكر الإضافية التي يحتاجها جيري.  لحل عملية الطرح، نحتاج إلى توحيد المقامات.

   * **توحيد المقامات:** المقام المشترك الأصغر بين 6 و 3 هو 6.  نضرب البسط والمقام في الكسر \( \frac{1}{3} \) في 2  لنحصل على \( \frac{2}{6} \).

   * **عملية الطرح:** \( \frac{5}{6} - \frac{2}{6} = \frac{5-2}{6} = \frac{3}{6} \)

4. **تبسيط الكسر:** الكسر \( \frac{3}{6} \) يمكن تبسيطه بقسمة البسط والمقام على 3، مما يعطينا \( \frac{1}{2} \).

**النتيجة:** يحتاج جيري إلى \( \frac{1}{2} \) كوب إضافي من السكر."
