"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","E","Find angle sums in polygons (triangles, quadrilaterals)","- Polygon
- Vertex
- Interior angle
- Exterior angle
- Triangle
- Quadrilateral
- Angle sum theorem
- Diagonal
- Convex polygon
- Concave polygon
- Regular polygon
- Irregular polygon"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","F","Compare volume/surface area of prisms","1. Prism  
2. Volume  
3. Surface Area  
4. Base Area  
5. Height  
6. Lateral Surface Area  
7. Cross-section  
8. Polygon  
9. Formula  
10. Rectangular Prism  
11. Triangular Prism  
12. Cylinder  
13. Edge  
14. Vertex  
15. Face"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","F","Recognize Platonic solids (properties)","1. Polyhedron  
2. Faces  
3. Edges  
4. Vertices  
5. Regularity  
6. Convexity  
7. Symmetry  
8. Tetrahedron  
9. Cube  
10. Octahedron  
11. Dodecahedron  
12. Icosahedron  
13. Duality  
14. Euler's formula  
15. Geometric properties  
16. Dihedral angle  
17. Vertex configuration  
18. Platonic solids"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","G","Examine cross-sections of 3D shapes","1. Cross-section  
2. 3D shapes  
3. Geometry  
4. Plane  
5. Intersection  
6. Projection  
7. Solid geometry  
8. Volume  
9. Area  
10. Slice  
11. Coordinate system  
12. Axes  
13. Euclidean space  
14. Surface  
15. Curvature"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","G","Use Euler’s formula (faces, edges, vertices)","1. Euler's formula  
2. Faces  
3. Edges  
4. Vertices  
5. Polyhedron  
6. Topology  
7. Convex  
8. Graph theory"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","H","Investigate complex solids or fractals","1. Solid Geometry  
2. Fractal Geometry  
3. Dimension  
4. Self-similarity  
5. Iteration  
6. Boundary  
7. Topology  
8. Euclidean Space  
9. Non-Euclidean Geometry  
10. Visualization  
11. Metric Space  
12. Bifurcation  
13. Lattice  
14. Tessellation  
15. Chaos Theory  
16. Graph Theory  
17. Algorithm  
18. Voronoi Diagram  
19. Cellular Automata  
20. Recursive Structures"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","H","Apply advanced polyhedral geometry","1. Polyhedron  
2. Vertex  
3. Edge  
4. Face  
5. Convex  
6. Concave  
7. Tetrahedron  
8. Prism  
9. Pyramids  
10. Platonic solids  
11. Euler's formula  
12. Dual polyhedra  
13. Symmetry  
14. Faceting  
15. Intersection  
16. Volume  
17. Surface area  
18. Properties of convexity  
19. Minkowski sum  
20. Voronoi diagram  
21. Convex hull  
22. Polytopes  
23. Geodesic dome  
24. Linear programming  
25. Minkowski space"
"Raum und Form","Konstruktionen und Zeichnungen","B","Draw a line segment (8 cm) with a ruler","- Line Segment
- Length
- Ruler
- Measurement
- Marking
- Straight Edge
- Scale
- Units (centimeters)"
"Raum und Form","Konstruktionen und Zeichnungen","B","Draw a rectangle with given sides","1. Rectangle
2. Sides
3. Length
4. Width
5. Coordinates
6. Axes
7. Vertices
8. Graphing
9. Cartesian Plane
10. Length Measurement
11. Drawing Tools
12. Angle
13. Scale"
"Raum und Form","Konstruktionen und Zeichnungen","C","Construct perpendicular lines (set square)","- Perpendicular lines
- Set square
- Angle
- Right angle
- Vertex
- Base
- Edge
- Horizon
- Geometric construction
- Compass
- Ruler
- Plane
- Coordinate system"
"Raum und Form","Konstruktionen und Zeichnungen","C","Use a compass for a circle (radius given)","1. Compass
2. Radius
3. Center
4. Circle
5. Arc
6. Drawing
7. Pivot point
8. Angle
9. Measurement
10. Scale"
"Raum und Form","Konstruktionen und Zeichnungen","D","Bisect an angle (compass/straightedge)","- Angle
- Bisect
- Compass
- Straightedge
- Segment
- Ray
- Vertex
- Intersection
- Construction
- Geometric tools"
"Raum und Form","Konstruktionen und Zeichnungen","D","Construct a triangle (given side lengths)","1. Triangle
2. Side lengths
3. Congruence
4. Triangle inequality theorem
5. Euclidean geometry
6. Construction
7. Compass
8. Straightedge
9. Vertex
10. Angle"
"Raum und Form","Konstruktionen und Zeichnungen","E","Inscribe a circle in a polygon","1. Inscribed Circle
2. Polygon
3. Radius
4. Tangent
5. Inradius
6. Circumcircle
7. Vertices
8. Sides
9. Area
10. Angle Bisector
11. Perpendicular Bisector
12. Equidistant
13. Triangulation
14. Convex Polygon
15. Irregular Polygon"
"Raum und Form","Konstruktionen und Zeichnungen","E","Construct regular polygons (where possible)","1. Regular polygon
2. Vertex
3. Edge
4. Interior angle
5. Exterior angle
6. Circumcircle
7. Apothem
8. Diagonal
9. Symmetry
10. Tiling
11. Angle bisector
12. Geometric construction
13. Compass and straightedge
14. Congruence
15. Polygon scheme"
"Raum und Form","Konstruktionen und Zeichnungen","F","Use coordinate geometry for precise drawings","1. Coordinate Plane  
2. Axes  
3. Origin  
4. Points  
5. Coordinates  
6. Quadrants  
7. Line Equation  
8. Slope  
9. Distance Formula  
10. Midpoint Formula  
11. Angle  
12. Intercept  
13. Graphing  
14. Transformation  
15. Polygon  
16. Symmetry  
17. Congruence  
18. Similarity  
19. Vectors  
20. Cartesian Coordinates"
"Raum und Form","Konstruktionen und Zeichnungen","F","Construct complex polygons with software","1. Polygon
2. Vertex
3. Edge
4. Coordinate System
5. Point
6. Path
7. Polygonal Mesh
8. Convex and Concave Polygons
9. Transformation
10. Rendering
11. Rasterization
12. Tessellation
13. Subdivision Surfaces
14. Bezier Curves
15. Control Points
16. Normal Vector
17. UV Mapping
18. Intersection
19. Clipping
20. Boolean Operations"
"Raum und Form","Konstruktionen und Zeichnungen","G","Analyze geometric loci","1. Locus
2. Geometry
3. Point
4. Curve
5. Distance
6. Conic sections
7. Plane
8. Coordinates
9. Equidistant
10. Intersection
11. Parabola
12. Ellipse
13. Hyperbola
14. Transformation
15. Constraints
16. Function
17. Angle
18. Symmetry
19. Set
20. Region"
"Raum und Form","Konstruktionen und Zeichnungen","G","Demonstrate advanced constructions (Apollonius circles)","1. Circle
2. Radius
3. Center
4. Tangent
5. Apollonius circle
6. Conic sections
7. Locus
8. Intersection
9. Angle
10. Chord
11. Diameter
12. Euclidean geometry
13. Coordinate system
14. Quadratic equation
15. Distance formula"
"Raum und Form","Konstruktionen und Zeichnungen","H","Study constructibility (Galois theory)","1. Constructible number
2. Field extension
3. Galois group
4. Algebraic number
5. Transcendental number
6. Polynomials
7. Root
8. Degree of a field extension
9. Closed field
10. Normal extension
11. Galois extension
12. Automorphism
13. Fixed field
14. Solvable group
15. Lattice of subfields
16. Geometric constructions
17. Compass and straightedge
18. Trisecting an angle
19. Quadratic equations
20. Cubic equations"
"Raum und Form","Konstruktionen und Zeichnungen","H","Explore higher-dimensional or advanced geometry constructions","1. Manifold  
2. Topology  
3. Dimension  
4. Riemannian Geometry  
5. Tensors  
6. Homology  
7. Simplicity  
8. Intersection  
9. Affine Space  
10. Euclidean Space  
11. Metric Space  
12. Curvature  
13. Sheaf  
14. Algebraic Geometry  
15. Convexity  
16. Polytope  
17. Projection  
18. Isometry  
19. Vectors  
20. Affine Transformations"
"Raum und Form","Symmetrien und Abbildungen","B","Fold test for line symmetry","1. Line symmetry  
2. Fold test  
3. Axis of symmetry  
4. Geometric figure  
5. Reflection  
6. Congruent  
7. Transformation  
8. Plane of reflection  
9. Symmetrical  
10. Bisect"
"Raum und Form","Symmetrien und Abbildungen","B","Make a symmetrical pattern (paper folding)","1. Symmetry  
2. Axis of symmetry  
3. Fold line  
4. Reflection  
5. Origami  
6. Geometric shape  
7. Congruence  
8. Angle  
9. Vertex  
10. Plane  
11. Crease  
12. Folded edge  
13. Transformation  
14. Repetition  
15. Tesselation"
"Raum und Form","Symmetrien und Abbildungen","C","Reflect a figure across a grid line","1. Reflection  
2. Figure  
3. Grid line  
4. Coordinate plane  
5. Symmetry  
6. Axis of reflection  
7. Point  
8. Mirror image  
9. Transformation  
10. Cartesian coordinates"
"Raum und Form","Symmetrien und Abbildungen","C","Describe symmetrical objects (butterfly wings)","1. Symmetry
2. Bilateral symmetry
3. Radial symmetry
4. Asymmetry
5. Axis of symmetry
6. Reflection
7. Pattern
8. Texture
9. Morphology
10. Geometric shapes
11. Proportion
12. Coloration
13. Annotation
14. Wing venation
15. Aesthetics"
"Raum und Form","Symmetrien und Abbildungen","D","Translate/reflect/rotate on coordinates","1. Coordinates
2. Origin
3. Translation
4. Reflection
5. Rotation
6. Axis
7. Angle of rotation
8. Transformation
9. Vector
10. Line of reflection
11. Rigid motion
12. Cartesian plane
13. Counterclockwise
14. Clockwise
15. Matrix representation
16. Symmetry
17. Fixed point
18. Quadrant
19. Linear transformation
20. Geometric transformation"
"Raum und Form","Symmetrien und Abbildungen","D","Identify rotational symmetry (square, triangle)","- Rotational symmetry
- Angle of rotation
- Order of symmetry
- Symmetry axis
- Polygon
- Degrees of rotation
- Center of rotation
- Regular polygon
- Non-regular polygon"
"Raum und Form","Symmetrien und Abbildungen","E","Construct symmetry lines for polygons","1. Symmetry
2. Line of symmetry
3. Polygon
4. Vertex
5. Edge
6. Midpoint
7. Reflection
8. Congruence
9. Axes of symmetry
10. Transformations
11. Geometric construction
12. Bisector
13. Plane geometry
14. Regular polygon
15. Irregular polygon"
"Raum und Form","Symmetrien und Abbildungen","E","Compose transformations (reflection then rotation)","1. Transformation  
2. Reflection  
3. Rotation  
4. Composition  
5. Rigid motion  
6. Coordinate system  
7. Angle of rotation  
8. Axis of reflection  
9. Origin  
10. Matrix representation"
"Raum und Form","Symmetrien und Abbildungen","F","Use transformations to prove congruence","1. Transformation
2. Congruence
3. Rigid motion
4. Translation
5. Rotation
6. Reflection
7. Symmetry
8. Pre-image
9. Image
10. Corresponding parts
11. Angle preservation
12. Length preservation
13. Isometry
14. Axes of symmetry
15. Vertex"
"Raum und Form","Symmetrien und Abbildungen","F","Investigate tessellations (Escher patterns)","1. Tessellation  
2. Repetition  
3. Symmetry  
4. Translation  
5. Rotation  
6. Reflection  
7. Polygons  
8. Vertex  
9. Edge  
10. Pattern  
11. Regular tessellation  
12. Semi-regular tessellation  
13. Distortion  
14. Interlocking  
15. Escher-style  
16. Geometric transformation  
17. Modular design  
18. Mosaic  
19. Plane tiling  
20. Dual graph"
"Raum und Form","Symmetrien und Abbildungen","G","Represent transformations via vectors/matrices","1. Vector
2. Matrix
3. Transformation
4. Linear Transformation
5. Homogeneous Coordinates
6. Affine Transformation
7. Matrix Multiplication
8. Determinant
9. Inverse Matrix
10. Eigenvalues
11. Eigenvectors
12. Basis
13. Coordinate System
14. Transformation Matrix
15. Translation
16. Rotation
17. Scaling
18. Shearing
19. Composition of Transformations
20. Vector Space"
"Raum und Form","Symmetrien und Abbildungen","G","Apply inverse transformations to geometry tasks","1. Inverse transformation  
2. Geometry  
3. Transformation  
4. Coordinate system  
5. Function  
6. Mapping  
7. Affine transformation  
8. Rigid transformation  
9. Reflection  
10. Rotation  
11. Translation  
12. Scaling  
13. Homogeneous coordinates  
14. Matrix operations  
15. Vector  
16. Dimension  
17. Plane  
18. Point cloud  
19. Geometric figures  
20. Symmetry"
"Raum und Form","Symmetrien und Abbildungen","H","Explore symmetry groups (group theory)","1. Symmetry
2. Group
3. Group Operation
4. Identity Element
5. Inverse Element
6. Subgroup
7. Coset
8. Homomorphism
9. Isomorphism
10. Normal Subgroup
11. Quotient Group
12. Symmetric Group
13. Permutation
14. Action of a Group
15. Orbit
16. Stabilizer
17. Cayley's Theorem
18. Group Representation
19. Finite Group
20. Infinite Group
21. Abelian Group
22. Cyclic Group
23. Dihedral Group
24. Rotation Group
25. Reflection Group"
"Raum und Form","Symmetrien und Abbildungen","H","Real-world symmetry (crystals, physics)","1. Symmetry
2. Crystallography
3. Lattice
4. Unit cell
5. Point group
6. Space group
7. Operands
8. Translations
9. Rotations
10. Inversions
11. Reflections
12. Glide planes
13. Screw axes
14. Symmetry operations
15. Homogeneous vs. heterogeneous symmetry
16. Affine transformations
17. Isometries
18. Symmetry breaking
19. Anisotropy
20. Continuous vs. discrete symmetry"
"Raum und Form","Messen und Berechnen","B","Measure objects in cm, compare results","1. Measurement
2. Centimeter (cm)
3. Accuracy
4. Precision
5. Calibration
6. Units of measurement
7. Comparison
8. Data collection
9. Rounding
10. Instrumentation"
"Raum und Form","Messen und Berechnen","B","Estimate perimeter of a desk, then measure","1. Perimeter  
2. Desk  
3. Measurement  
4. Length  
5. Width  
6. Formula  
7. Units  
8. Ruler  
9. Tape measure  
10. Calculation"
"Raum und Form","Messen und Berechnen","C","Compute perimeter/area of a rectangle","1. Rectangle
2. Perimeter
3. Area
4. Length
5. Width
6. Formula
7. Units of measurement"
"Raum und Form","Messen und Berechnen","C","Calculate classroom floor area","1. Area  
2. Square meters  
3. Dimensions  
4. Length  
5. Width  
6. Measurement  
7. Rectangle  
8. Square  
9. Units  
10. Perimeter"
"Raum und Form","Messen und Berechnen","D","Circumference of a circle (given radius)","1. Circle  
2. Radius  
3. Circumference  
4. Diameter  
5. Pi (π)  
6. Formula  
7. Area"
"Raum und Form","Messen und Berechnen","D","Use Pythagorean theorem (right triangle side)","1. Pythagorean theorem  
2. Right triangle  
3. Hypotenuse  
4. Adjacent side  
5. Opposite side  
6. Square  
7. Square root  
8. Equation"
"Raum und Form","Messen und Berechnen","E","Area of combined shapes (rectangle+triangle)","1. Area
2. Rectangle
3. Triangle
4. Base
5. Height
6. Formula
7. Composite shape
8. Addition
9. Units of measurement
10. Perimeter"
"Raum und Form","Messen und Berechnen","E","Volume of a cylinder","1. Cylinder
2. Volume
3. Radius
4. Height
5. Pi (π)
6. Base area
7. Formula"
"Raum und Form","Messen und Berechnen","F","Use trigonometry in right triangles","1. Right triangle  
2. Hypotenuse  
3. Opposite side  
4. Adjacent side  
5. Sine  
6. Cosine  
7. Tangent  
8. Angle  
9. Pythagorean theorem  
10. Adjacent angle  
11. Angle of elevation  
12. Angle of depression  
13. Trigonometric ratios  
14. Inverse trigonometric functions  
15. Degrees  
16. Radians  
17. Unit circle  
18. Reference angle  
19. SOH-CAH-TOA  
20. Angle measure"
"Raum und Form","Messen und Berechnen","F","Compute surface area (pyramids, cones)","1. Surface area  
2. Pyramid  
3. Cone  
4. Base  
5. Lateral area  
6. Slant height  
7. Height  
8. Formula  
9. Triangle  
10. Radius"
"Raum und Form","Messen und Berechnen","G","Solve advanced geometry tasks (circle theorems)","1. Circle
2. Radius
3. Diameter
4. Chord
5. Arc
6. Central angle
7. Inscribed angle
8. Tangent
9. Secant
10. Sector
11. Segment
12. Circumference
13. Area
14. Similar triangles
15. Congruent triangles
16. Pythagorean theorem
17. Concentric circles
18. Cyclic quadrilateral
19. Inscribed polygon
20. Angle subtended"
"Raum und Form","Messen und Berechnen","G","Apply law of cosines/sines","1. Triangle
2. Angles
3. Sides
4. Law of Cosines
5. Law of Sines
6. Opposite side
7. Adjacent side
8. Length
9. Angle measurement
10. Triangle inequality theorem"
"Raum und Form","Messen und Berechnen","H","Prove advanced geometry statements","1. Euclidean geometry  
2. Non-Euclidean geometry  
3. Axioms  
4. Theorems  
5. Proofs  
6. Congruence  
7. Similarity  
8. Angles  
9. Triangles  
10. Polygons  
11. Circles  
12. Area  
13. Perimeter  
14. Circumference  
15. Vectors  
16. Coordinate geometry  
17. Geometric constructions  
18. Transformations  
19. Symmetry  
20. Tesselation  
21. Locus  
22. Properties of shapes  
23. Intersection  
24. Parallels  
25. Perpendiculars  
26. Quadrilaterals  
27. Conic sections  
28. Pythagorean theorem  
29. Triangle inequality theorem  
30. Coordinate systems  
31. Affine geometry  
32. Projective geometry  
33. Topology  
34. Geometric proofs  
35. Inductive reasoning  
36. Deductive reasoning  
37. Counterexamples  
38. Lemmas  
39. Corollaries  
40. Constructions techniques  
41. Interior and exterior angles  
42. Chord  
43. Tangent  
44. Secant  
45. Bisector"
"Raum und Form","Messen und Berechnen","H","Use advanced geometry/trig in real contexts","1. Angle
2. Triangle
3. Polygon
4. Circumference
5. Radius
6. Diameter
7. Area
8. Volume
9. Trigonometric Ratios (sine, cosine, tangent)
10. Pythagorean Theorem
11. Coordinate Plane
12. Vectors
13. Congruence
14. Similarity
15. Graphing
16. Transformation
17. Function
18. Slope
19. Intercept
20. Asymptote"
"Größen und Messen","Größen erfassen und vergleichen","B","Compare length with paperclips","1. Length
2. Measurement
3. Units
4. Standard
5. Comparison
6. Scale
7. Reference
8. Dimensions
9. Accuracy
10. Precision"
"Größen und Messen","Größen erfassen und vergleichen","B","Sort containers by capacity","1. Data structure  
2. Array  
3. Sorting algorithm  
4. Comparison  
5. Key  
6. Complexity  
7. Stability  
8. Time complexity  
9. Space complexity  
10. Ascending order  
11. Descending order  
12. Merge sort  
13. Quick sort  
14. Bubble sort  
15. In-place sorting  
16. External sorting  
17. Heapsort  
18. Radix sort  
19. Bucket sort  
20. Container capacity"
"Größen und Messen","Größen erfassen und vergleichen","C","Measure length in cm/m","- Length
- Centimeter (cm)
- Meter (m)
- Measurement
- Conversion
- Scale
- Metric system
- Precision
- Accuracy
- Units"
"Größen und Messen","Größen erfassen und vergleichen","C","Compare weights with balance scale","1. Balance scale  
2. Weight  
3. Mass  
4. Calibration  
5. Equal arm balance  
6. Load  
7. Measurement  
8. Lever principle  
9. Force  
10. Equilibrium  
11. Displacement  
12. Counterweight  
13. Precision  
14. Accuracy  
15. Scale reading"
"Größen und Messen","Größen erfassen und vergleichen","D","Estimate length, then measure","1. Estimation
2. Measurement
3. Length
4. Units
5. Accuracy
6. Precision
7. Tools (e.g., ruler, tape measure)
8. Scale
9. Conversion
10. Reference points"
"Größen und Messen","Größen erfassen und vergleichen","D","Interpret temperature in Celsius","- Celsius
- Temperature
- Scale
- Degree
- Conversion
- Thermometer
- Measurement
- Absolute zero
- Freezing point
- Boiling point"
"Größen und Messen","Größen erfassen und vergleichen","E","Analyze measurement accuracy","1. Accuracy  
2. Precision  
3. Calibration  
4. Measurement Error  
5. Systematic Error  
6. Random Error  
7. Uncertainty  
8. Bias  
9. Resolution  
10. Tolerance  
11. Trueness  
12. Repeatability  
13. Reproducibility  
14. Instrumentation  
15. Reference Standard"
"Größen und Messen","Größen erfassen und vergleichen","E","Compare metric vs. imperial in context","1. Metric System  
2. Imperial System  
3. Units of Measurement  
4. Conversion  
5. Length  
6. Mass  
7. Volume  
8. Density  
9. Temperature  
10. Measurement Precision  
11. Standardization  
12. SI Units (International System of Units)  
13. Inches  
14. Centimeters  
15. Pounds  
16. Kilograms  
17. Ounces  
18. Liters  
19. Gallons  
20. Conversion Factor"
"Größen und Messen","Größen erfassen und vergleichen","F","Use precision tools (calipers)","1. Calipers  
2. Measurement  
3. Precision  
4. Tolerance  
5. Zeroing  
6. Depth gauge  
7. Vernier scale  
8. Digital readout  
9. External measurement  
10. Internal measurement  
11. Conversion  
12. Resolution  
13. Increment  
14. Calibration  
15. Micrometer"
"Größen und Messen","Größen erfassen und vergleichen","F","Discuss error margins in a lab","1. Accuracy  
2. Precision  
3. Error Margin  
4. Uncertainty  
5. Systematic Error  
6. Random Error  
7. Calibration  
8. Standard Deviation  
9. Confidence Interval  
10. Significant Figures  
11. Measurement Resolution  
12. Reproducibility  
13. Variability  
14. Tolerance  
15. Bias"
"Größen und Messen","Größen erfassen und vergleichen","G","Design an experiment for reliability","1. Reliability
2. Experiment Design
3. Hypothesis
4. Variables
5. Control Group
6. Experimental Group
7. Sample Size
8. Randomization
9. Replication
10. Data Collection
11. Statistical Analysis
12. Confidence Interval
13. Failure Rate
14. Mean Time To Failure (MTTF)
15. Accelerated Life Testing
16. Life Data Analysis
17. Test Plan
18. Pilot Study
19. Test Environment
20. Outcome Measures"
"Größen und Messen","Größen erfassen und vergleichen","G","Analyze significant figures in data","1. Significant figures
2. Precision
3. Accuracy
4. Rounding
5. Measurement
6. Leading zeros
7. Trailing zeros
8. Captive zeros
9. Decimal point
10. Scientific notation
11. Uncertainty
12. Significant digit rules
13. Calculations (addition, subtraction, multiplication, division)
14. Measurement error
15. Reporting standards"
"Größen und Messen","Größen erfassen und vergleichen","H","Advanced measurement methods (wave-based)","1. Wave propagation
2. Frequency
3. Amplitude
4. Wavelength
5. Phase shift
6. Interference
7. Reflection
8. Refraction
9. Diffraction
10. Signal processing
11. Transducer
12. Sensor
13. Acoustics
14. Spectroscopy
15. Time-domain analysis
16. Frequency-domain analysis
17. Fourier transform
18. Modulation
19. Sampling rate
20. Noise reduction
21. Calibration
22. Resolution
23. Measurement uncertainty
24. Data acquisition
25. Imaging techniques"
"Größen und Messen","Größen erfassen und vergleichen","H","Critique SI vs. alternative systems","1. SI Units  
2. Alternative Measurement Systems  
3. Base Units  
4. Derived Units  
5. Metric System  
6. Conversion Factors  
7. Dimensional Analysis  
8. Precision  
9. Accuracy  
10. Standardization  
11. International System of Units (SI)  
12. Non-SI Units  
13. Measurement Error  
14. Coherence  
15. Fundamental Constants  
16. Unit Definition  
17. Consistency  
18. Practicality  
19. Application Domains  
20. Historical Context"
"Größen und Messen","Umgang mit Maßeinheiten","B","Recognize cm/m for length","- Centimeter (cm)
- Meter (m)
- Length
- Conversion
- Metric System
- Measurement
- Scale"
"Größen und Messen","Umgang mit Maßeinheiten","B","Identify € for money","1. Currency
2. Euro (EUR)
3. Exchange Rate
4. Fiat Money
5. Inflation
6. Economy
7. Conversion
8. Denomination
9. Central Bank
10. Transaction
11. Monetary Policy
12. Supply and Demand
13. Foreign Exchange Market
14. International Trade
15. Purchasing Power"
"Größen und Messen","Umgang mit Maßeinheiten","C","Convert cm ↔ m","1. Centimeter (cm)
2. Meter (m)
3. Conversion factor
4. Calculation
5. Metric system
6. Scale
7. Units of measurement
8. Metric prefixes"
"Größen und Messen","Umgang mit Maßeinheiten","C","Measure objects in cm","1. Measurement
2. Centimeter (cm)
3. Length
4. Width
5. Height
6. Precision
7. Accuracy
8. Ruler
9. Measuring tape
10. Caliper
11. Volume
12. Area
13. Scale
14. Metric system
15. Units"
"Größen und Messen","Umgang mit Maßeinheiten","D","Convert mm, cm, m, km","- Unit of measurement
- Millimeter (mm)
- Centimeter (cm)
- Meter (m)
- Kilometer (km)
- Conversion factor
- Metric system
- Scale
- Decimal system"
"Größen und Messen","Umgang mit Maßeinheiten","D","Solve length/mass word problems","1. Unit conversion
2. Proportions
3. Ratios
4. Measurement
5. Dimensional analysis
6. Density
7. Volume
8. Area
9. Equivalent units
10. Conversion factors"
"Größen und Messen","Umgang mit Maßeinheiten","E","Convert decimals (e.g., 1.25 kg = 1250 g)","1. Decimal  
2. Conversion  
3. Units of measurement  
4. Kilogram (kg)  
5. Gram (g)  
6. Metric system  
7. Prefixes (e.g., kilo-, centi-)  
8. Multiplication  
9. Division  
10. Proportionality"
"Größen und Messen","Umgang mit Maßeinheiten","E","Handle time units (hours ↔ minutes)","1. Conversion  
2. Unit  
3. Hour  
4. Minute  
5. Ratio  
6. Multiplication  
7. Division  
8. Time  
9. Standardization  
10. Proportion"
"Größen und Messen","Umgang mit Maßeinheiten","F","Compare metric vs. imperial (miles↔km)","1. Conversion factor  
2. Unit of measurement  
3. Distance  
4. Metric system  
5. Imperial system  
6. Kilometers (km)  
7. Miles  
8. Ratio  
9. Scale  
10. Precision"
"Größen und Messen","Umgang mit Maßeinheiten","F","Convert volume units (L, mL, cm³)","1. Volume
2. Liter (L)
3. Milliliter (mL)
4. Cubic centimeter (cm³)
5. Conversion factor
6. Metric system
7. Measurement
8. Unit conversion
9. SI units
10. Prefixes (kilo-, milli-, centi-)"
"Größen und Messen","Umgang mit Maßeinheiten","G","Use dimensional analysis","1. Dimensional analysis  
2. Dimensions  
3. Units  
4. Physical quantities  
5. Fundamental dimensions  
6. Derived dimensions  
7. Dimensional consistency  
8. Dimensional equations  
9. Dimensional homogeneity  
10. Conversion factors"
"Größen und Messen","Umgang mit Maßeinheiten","G","Discuss historical/scientific units (parsec)","1. Parsec
2. Astronomical Unit (AU)
3. Light-Year
4. Light Speed
5. Distance
6. Celestial Mechanics
7. Triangulation
8. Stellar Parallax
9. Cosmology
10. Light Travel Time
11. Units of Measurement
12. Interstellar Distance 
13. Redshift
14. Metric System
15. Standard Candles"
"Größen und Messen","Umgang mit Maßeinheiten","H","Examine Planck length/light-year","1. Planck length  
2. Light-year  
3. Quantum mechanics  
4. Relativity  
5. Fundamental constants  
6. Length scale  
7. Spacetime  
8. Planck units  
9. Cosmology  
10. Astrophysics"
"Größen und Messen","Umgang mit Maßeinheiten","H","Critique SI vs. universal measurement","1. SI Units
2. Universal Measurement
3. Metric System
4. Precision
5. Accuracy
6. Calibration
7. Measurement Standards
8. Conversion Factors
9. Dimensional Analysis
10. International System of Units
11. Rounding Error
12. Uncertainty
13. Standard Deviation
14. Referencing
15. Non-dimensional Quantities"
"Größen und Messen","Berechnungen von Größen","B","Add lengths in cm","- Addition
- Length
- Centimeter (cm)
- Measurement
- Units
- Summation"
"Größen und Messen","Berechnungen von Größen","B","Combine volumes in liters","1. Volume
2. Liter
3. Milliliter
4. Conversion
5. Measurement
6. Capacity
7. Addition
8. Units
9. Decimal
10. Metric system"
"Größen und Messen","Berechnungen von Größen","C","Compute perimeter from side lengths","1. Perimeter  
2. Side lengths  
3. Polygon  
4. Formula  
5. Addition  
6. Units  
7. Geometry  
8. Closed figure"
"Größen und Messen","Berechnungen von Größen","C","Add/subtract weights in g or kg","1. Weight
2. Grams (g)
3. Kilograms (kg)
4. Addition
5. Subtraction
6. Measurement
7. Unit conversion
8. Decimal system
9. Numerical values
10. Summation"
"Größen und Messen","Berechnungen von Größen","D","Area of rectangles/squares","1. Area  
2. Length  
3. Width  
4. Square  
5. Rectangle  
6. Formula  
7. Units  
8. Perimeter  
9. Dimensions  
10. Multiplication"
"Größen und Messen","Berechnungen von Größen","D","Volume (in cm³) of a small box","- Volume
- Cubic centimeters (cm³)
- Dimensions
- Length
- Width
- Height
- Formula
- Rectangular prism
- Capacity"
"Größen und Messen","Berechnungen von Größen","E","Paint wall area or calculate floor area","1. Area  
2. Square footage  
3. Depth  
4. Height  
5. Width  
6. Perimeter  
7. Volume  
8. Measurement  
9. Surface area  
10. Coverage rate  
11. Paint quantity  
12. Dimensions  
13. Calculating area  
14. Formula  
15. Unit conversion  
16. Geometry  
17. Aspect ratio  
18. Estimation"
"Größen und Messen","Berechnungen von Größen","E","Use area of triangle/circle formulas","1. Area
2. Triangle
3. Circle
4. Base
5. Height
6. Radius
7. Pi (π)
8. Formula
9. Hypotenuse
10. Vertex"
"Größen und Messen","Berechnungen von Größen","F","Calculate speed = distance/time","1. Speed
2. Distance
3. Time
4. Unit of measurement
5. Rate
6. Formula
7. Calculation
8. Division
9. Scalar quantity
10. Motion"
"Größen und Messen","Berechnungen von Größen","F","Convert mph ↔ km/h in real contexts","1. Unit conversion  
2. Miles per hour (mph)  
3. Kilometers per hour (km/h)  
4. Conversion factor  
5. Ratio  
6. Distance  
7. Speed  
8. Linear relationship  
9. Metric system  
10. Imperial system"
"Größen und Messen","Berechnungen von Größen","G","Surface area/volume of spheres/cones","1. Surface Area  
2. Volume  
3. Sphere  
4. Cone  
5. Radius  
6. Height  
7. Pi (π)  
8. Formula  
9. Geometry  
10. Cross-section"
"Größen und Messen","Berechnungen von Größen","G","Solve optimization of dimensions","1. Objective Function  
2. Constraints  
3. Variables  
4. Feasible Region  
5. Gradient  
6. Local Minimum/Maximum  
7. Global Minimum/Maximum  
8. Lagrange Multipliers  
9. Linear Programming  
10. Nonlinear Programming  
11. Convexity  
12. Derivative  
13. Sensitivity Analysis  
14. Dual Problem  
15. Iterative Methods  
16. Optimization Algorithms  
17. Heuristic Methods  
18. Stochastic Optimization  
19. Integer Programming  
20. Gradient Descent"
