"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","F","Recognize Platonic solids (properties)","1. Polyhedron  
2. Vertex  
3. Edge  
4. Face  
5. Regular polygon  
6. Convex  
7. Symmetry  
8. Dihedral angle  
9. Euler's formula  
10. Congruent  
11. Tetrahedron  
12. Cube  
13. Octahedron  
14. Dodecahedron  
15. Icosahedron  
16. Face-centered  
17. Vertex-centered  
18. Dual polyhedra  
19. Geometric properties  
20. Regularity"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","G","Examine cross-sections of 3D shapes","1. Cross-section
2. 3D shape
3. Plane
4. Geometry
5. Sectioning
6. Slice
7. Axis
8. Visualization
9. Projection
10. Intersection
11. Solid geometry
12. CAD (Computer-Aided Design)
13. Visualization software
14. Coordinate system
15. Depth"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","G","Use Euler’s formula (faces, edges, vertices)","- Euler's formula  
- Faces  
- Edges  
- Vertices  
- Polyhedron  
- Convex  
- Graph theory  
- Topology"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","H","Investigate complex solids or fractals","1. Fractals  
2. Complex numbers  
3. Euclidean space  
4. Non-Euclidean geometry  
5. Dimension (fractal dimension)  
6. Self-similarity  
7. Iteration  
8. Chaos theory  
9. Bifurcation  
10. Topology  
11. Geometry  
12. Recursive algorithms  
13. Mapping  
14. L-systems (Lindenmayer systems)  
15. Mandelbrot set  
16. Julia set  
17. Cellular automata  
18. Voronoi diagram  
19. Polyhedra  
20. Tessellation"
"Raum und Form","Eigenschaften und Beziehungen von Figuren und Körpern","H","Apply advanced polyhedral geometry","1. Polyhedron  
2. Vertex  
3. Edge  
4. Face  
5. Convex  
6. Concave  
7. Euler's Formula  
8. Facet  
9. Dihedral angle  
10. Tiling  
11. Lattice  
12. Projection  
13. Symmetry  
14. Dual polyhedron  
15. Geometry  
16. Topology  
17. Incidence  
18. Solid angle  
19. Normals  
20. Minkowski sum"
"Raum und Form","Konstruktionen und Zeichnungen","B","Draw a line segment (8 cm) with a ruler","1. Line segment  
2. Ruler  
3. Centimeters  
4. Measurement  
5. Straight edge  
6. Marking  
7. Endpoint  
8. Length"
"Raum und Form","Konstruktionen und Zeichnungen","B","Draw a rectangle with given sides","1. Rectangle  
2. Sides  
3. Length  
4. Width  
5. Coordinates  
6. Graphing  
7. Axis  
8. Vertices  
9. Area  
10. Perimeter  
11. Cartesian Plane  
12. Angles  
13. Formula  
14. Dimensions"
"Raum und Form","Konstruktionen und Zeichnungen","C","Construct perpendicular lines (set square)","1. Perpendicular
2. Lines
3. Set square
4. Angle
5. Bisector
6. Intersection
7. Coordinate system
8. Euclidean geometry
9. Protractor
10. Compass"
"Raum und Form","Konstruktionen und Zeichnungen","C","Use a compass for a circle (radius given)","1. Compass
2. Radius
3. Circle
4. Center
5. Arc
6. Diameter
7. Circumference
8. Angle
9. Straightedge
10. Geometry"
"Raum und Form","Konstruktionen und Zeichnungen","D","Bisect an angle (compass/straightedge)","1. Angle  
2. Bisect  
3. Compass  
4. Straightedge  
5. Vertex  
6. Ray  
7. Segment  
8. Euclidean geometry  
9. Construction  
10. Intersect  
11. Line segment  
12. Geometric construction  
13. Angle bisector  
14. Perpendicular  
15. Proof"
"Raum und Form","Konstruktionen und Zeichnungen","D","Construct a triangle (given side lengths)","1. Triangle
2. Side lengths
3. Euclidean geometry
4. Congruence
5. Triangle inequality theorem
6. Angle
7. Construction
8. Geometric tools (compass, straightedge)
9. Vertex
10. Segment"
"Raum und Form","Konstruktionen und Zeichnungen","E","Inscribe a circle in a polygon","1. Inscribed circle
2. Polygon
3. Tangent
4. Radius
5. Inradius
6. Vertex
7. Side length
8. Area
9. Perimeter
10. Circumscribed circle"
"Raum und Form","Konstruktionen und Zeichnungen","E","Construct regular polygons (where possible)","1. Regular polygon
2. Vertex
3. Edge
4. Angle
5. Circumcircle
6. Incenter
7. Radius
8. Apothem
9. Diagonal
10. Congruent
11. Symmetry
12. Coordinates
13. Inscribed
14. Constructible numbers
15. Euclidean geometry
16. Geometric compass
17. Straightedge
18. Trisecting angles
19. Platonic solids"
"Raum und Form","Konstruktionen und Zeichnungen","F","Use coordinate geometry for precise drawings","1. Coordinate Plane  
2. Origin  
3. Coordinates  
4. Ordered Pair  
5. Quadrants  
6. X-Axis  
7. Y-Axis  
8. Slope  
9. Distance Formula  
10. Midpoint Formula  
11. Graphing  
12. Functions  
13. Intercepts  
14. Linear Equations  
15. Parabola  
16. Angle Measurement  
17. Transformation  
18. Congruence  
19. Similarity  
20. Vectors  
21. Points   
22. Lines  
23. Segments  
24. Rays  
25. Shapes  
26. Polygons  
27. Circles  
28. Equations of Lines  
29. Asymptotes  
30. Conic Sections"
"Raum und Form","Konstruktionen und Zeichnungen","F","Construct complex polygons with software","1. Vertex
2. Edge
3. Polygon
4. Convex
5. Concave
6. Geometry
7. Coordinate System
8. Rendering
9. Intersection
10. Pathfinding
11. Triangulation
12. Shading
13. Tessellation
14. Bezier Curve
15. Transformation
16. Rasterization
17. Bounding Box
18. Clipping
19. Algorithms
20. User Interface (UI)"
"Raum und Form","Konstruktionen und Zeichnungen","G","Analyze geometric loci","1. Locus
2. Point
3. Line
4. Angle
5. Circle
6. Ellipse
7. Parabola
8. Hyperbola
9. Distance
10. Midpoint
11. Intersection
12. Set
13. Parameterization
14. Function
15. Coordinate system
16. Cartesian plane
17. Transformations
18. Symmetry
19. Conic sections
20. Equidistant"
"Raum und Form","Konstruktionen und Zeichnungen","G","Demonstrate advanced constructions (Apollonius circles)","1. Conic sections  
2. Circle  
3. Apollonius' theorem  
4. Locus  
5. Radius  
6. Diameter  
7. Ratio  
8. Intersection  
9. Tangent  
10. Chord  
11. Geometry  
12. Euclidean space  
13. Constructs  
14. Triangle  
15. Angle bisector  
16. Coordinate system  
17. Segment  
18. Transformation  
19. Synthetic geometry  
20. Congruence"
"Raum und Form","Konstruktionen und Zeichnungen","H","Study constructibility (Galois theory)","1. Constructible numbers
2. Galois theory
3. Field extension
4. Algebraic numbers
5. Degree of extension
6. Galois group
7. Transcendental numbers
8. Ruler and compass construction
9. Algebraic equations
10. Root of unity
11. Radicals
12. Isomorphism
13. Automorphism
14. Fixed field
15. Solvable group
16. Splitting field
17. Normal extension
18. Algebraic closure
19. Rational numbers
20. Closure properties"
"Raum und Form","Konstruktionen und Zeichnungen","H","Explore higher-dimensional or advanced geometry constructions","1. Manifold  
2. Topology  
3. Riemannian Geometry  
4. Differential Geometry  
5. Tensors  
6. Curvature  
7. Homotopy  
8. Homology  
9. Metric Space  
10. Vector Bundles  
11. Simplicial Complex  
12. Dimensionality Reduction  
13. Affine Space  
14. Quaternion  
15. Coordinate Charts  
16. Cobordism  
17. Fibration  
18. Sheaf Theory  
19. Algebraic Geometry  
20. Polytopes"
"Raum und Form","Symmetrien und Abbildungen","B","Fold test for line symmetry","1. Fold test
2. Line symmetry
3. Reflection
4. Geometric figure
5. Axis of symmetry
6. Congruent
7. Bisect
8. Plane figure
9. Symmetric points
10. Transformation"
"Raum und Form","Symmetrien und Abbildungen","B","Make a symmetrical pattern (paper folding)","1. Symmetry  
2. Axial symmetry  
3. Reflection  
4. Fold line  
5. Crease  
6. Angle  
7. Origami  
8. Plane  
9. Geometry  
10. Template  
11. Protractor  
12. Bisect  
13. Congruence  
14. Pattern design  
15. Transformation"
"Raum und Form","Symmetrien und Abbildungen","C","Reflect a figure across a grid line","1. Reflection  
2. Axis of reflection  
3. Grid line  
4. Coordinate plane  
5. Symmetry  
6. Transformation  
7. Origin  
8. Coordinates  
9. Point reflection  
10. Congruence"
"Raum und Form","Symmetrien und Abbildungen","C","Describe symmetrical objects (butterfly wings)","1. Symmetry
2. Bilateral symmetry
3. Axial symmetry
4. Reflectional symmetry
5. Asymmetry
6. Patterns
7. Mirroring
8. Geometric shapes
9. Fractals
10. Morphology
11. Texture
12. Coloration
13. Wing structure
14. Chitin
15. Veins (venation)
16. Palpi
17. Metamorphosis
18. Taxonomy
19. Phenotypic variation
20. Aesthetics"
"Raum und Form","Symmetrien und Abbildungen","D","Translate/reflect/rotate on coordinates","1. Coordinate system  
2. Origin  
3. Translation  
4. Reflection  
5. Rotation  
6. Angle of rotation  
7. Axis of reflection  
8. Transformation  
9. Vector  
10. Cartesian coordinates  
11. Matrix  
12. Rigid motion  
13. Preimage  
14. Image  
15. Counterclockwise  
16. Clockwise  
17. Dilation  
18. Symmetry  
19. Quadrants  
20. Direction of rotation"
"Raum und Form","Symmetrien und Abbildungen","D","Identify rotational symmetry (square, triangle)","1. Rotational Symmetry  
2. Angle of Rotation  
3. Order of Symmetry  
4. Rotate  
5. Center of Rotation  
6. Symmetry Axis  
7. Polygon  
8. Vertex  
9. Reflection  
10. Transformation"
"Raum und Form","Symmetrien und Abbildungen","E","Construct symmetry lines for polygons","1. Symmetry
2. Line of symmetry
3. Polygon
4. Reflection
5. Vertex
6. Edge
7. Congruence
8. Axes of symmetry
9. Evenness
10. Geometric transformations
11. Bisector
12. Plane symmetry
13. Dilation
14. Rotation
15. Triangles"
"Raum und Form","Symmetrien und Abbildungen","E","Compose transformations (reflection then rotation)","1. Transformation
2. Reflection
3. Rotation
4. Composition of transformations
5. Coordinate plane
6. Angle of rotation
7. Center of rotation
8. Line of reflection
9. Image
10. Pre-image"
"Raum und Form","Symmetrien und Abbildungen","F","Use transformations to prove congruence","1. Transformation
2. Congruence
3. Rigid motion
4. Translation
5. Rotation
6. Reflection
7. Line of symmetry
8. Angle measurement
9. Distance preservation
10. Superposition
11. Coordinate system
12. Pre-image
13. Image
14. Isometry
15. Equivalent figures"
"Raum und Form","Symmetrien und Abbildungen","F","Investigate tessellations (Escher patterns)","1. Tessellation  
2. Polygon  
3. Regular polygon  
4. Semi-regular tessellation  
5. Aperiodic tiling  
6. Translational symmetry  
7. Rotational symmetry  
8. Reflection symmetry  
9. Vertex arrangement  
10. Edge length  
11. Plane tiling  
12. Geometric transformation  
13. Symmetry group  
14. Color symmetry  
15. Penrose tiling  
16. Escher-style patterns  
17. Lattice  
18. Affine transformation  
19. Frieze pattern  
20. Wallpaper group"
"Raum und Form","Symmetrien und Abbildungen","G","Represent transformations via vectors/matrices","1. Vector
2. Matrix
3. Transformation
4. Linear transformation
5. Homogeneous coordinates
6. Basis
7. Eigenvalues
8. Eigenvectors
9. Matrix multiplication
10. Inverse matrix
11. Identity matrix
12. Transpose
13. Determinant
14. Affine transformation
15. Scaling
16. Rotation
17. Translation
18. Reflection
19. Shearing
20. Composition of transformations"
"Raum und Form","Symmetrien und Abbildungen","G","Apply inverse transformations to geometry tasks","1. Inverse Transformation  
2. Geometric Transformation  
3. Translation  
4. Rotation  
5. Scaling  
6. Reflection  
7. Matrix Representation  
8. Homogeneous Coordinates  
9. Affine Transformation  
10. Composition of Transformations  
11. Inverse Matrix  
12. Coordinate System  
13. Linear Transformation  
14. Fixed Point  
15. Transformation Matrix"
"Raum und Form","Symmetrien und Abbildungen","H","Explore symmetry groups (group theory)","1. Group
2. Symmetry
3. Group Action
4. Subgroup
5. Coset
6. Normal Subgroup
7. Quotient Group
8. Homomorphism
9. Isomorphism
10. Automorphism
11. Cayley's Theorem
12. Permutation
13. Symmetric Group
14. Dihedral Group
15. Order of a Group
16. Generators
17. Presentation of a Group
18. Orbit
19. Stabilizer
20. Class Equation"
"Raum und Form","Symmetrien und Abbildungen","H","Real-world symmetry (crystals, physics)","1. Symmetry
2. Crystallography
3. Unit cell
4. Lattice
5. Point group
6. Space group
7. Bravais lattice
8. Isometry
9. Reflective symmetry
10. Rotational symmetry
11. Translational symmetry
12. Inversion
13. Chirality
14. Miller indices
15. Thermodynamics
16. Crystal defects
17. Anisotropy
18. Equilibrium
19. Symmetry operations
20. Tensors"
"Raum und Form","Messen und Berechnen","B","Measure objects in cm, compare results","1. Measurement
2. Centimeter (cm)
3. Comparison
4. Accuracy
5. Precision
6. Ruler
7. Caliper
8. Data collection
9. Units
10. Conversion"
"Raum und Form","Messen und Berechnen","B","Estimate perimeter of a desk, then measure","1. Perimeter  
2. Measurement  
3. Dimensions  
4. Length  
5. Width  
6. Units  
7. Formula  
8. Geometry  
9. Rectangular  
10. Circumference"
"Raum und Form","Messen und Berechnen","C","Compute perimeter/area of a rectangle","- Perimeter
- Area
- Rectangle
- Length
- Width
- Formula"
"Raum und Form","Messen und Berechnen","C","Calculate classroom floor area","1. Area  
2. Square footage  
3. Measurement  
4. Length  
5. Width  
6. Rectangular  
7. Dimensions  
8. Perimeter  
9. Units  
10. Conversion"
"Raum und Form","Messen und Berechnen","D","Circumference of a circle (given radius)","- Circumference
- Circle
- Radius
- Diameter
- Pi (π)
- Formula"
"Raum und Form","Messen und Berechnen","D","Use Pythagorean theorem (right triangle side)","1. Pythagorean theorem  
2. Right triangle  
3. Hypotenuse  
4. Legs  
5. Square  
6. Sum  
7. Equation"
"Raum und Form","Messen und Berechnen","E","Area of combined shapes (rectangle+triangle)","1. Area
2. Rectangle
3. Triangle
4. Base
5. Height
6. Formula
7. Units
8. Compound Shapes
9. Additive Area
10. Geometry"
"Raum und Form","Messen und Berechnen","E","Volume of a cylinder","1. Cylinder  
2. Radius  
3. Height  
4. Base  
5. Pi (π)  
6. Volume  
7. Formula  
8. Cross-section  
9. Circular  
10. Area"
"Raum und Form","Messen und Berechnen","F","Use trigonometry in right triangles","1. Triangle
2. Right Triangle
3. Hypotenuse
4. Opposite Side
5. Adjacent Side
6. Sine (sin)
7. Cosine (cos)
8. Tangent (tan)
9. Pythagorean Theorem
10. Angle
11. Acute Angle
12. Obtuse Angle
13. Degrees
14. Radians
15. Inverse Trigonometric Functions
16. SOHCAHTOA"
"Raum und Form","Messen und Berechnen","F","Compute surface area (pyramids, cones)","1. Surface Area  
2. Base Area  
3. Lateral Surface Area  
4. Height  
5. Slant Height  
6. Base Shape  
7. Apothem  
8. Pyramid  
9. Cone  
10. Triangle  
11. Circle  
12. Volume  
13. Formula  
14. Geometry  
15. Cross-section"
"Raum und Form","Messen und Berechnen","G","Solve advanced geometry tasks (circle theorems)","1. Circle
2. Radius
3. Diameter
4. Chord
5. Tangent
6. Secant
7. Arc
8. Angle subtended
9. Central angle
10. Inscribed angle
11. Segment
12. Sector
13. Circumference
14. Triangle properties
15. Cyclic quadrilateral
16. Theorem of intersecting chords
17. Theorem of tangent and secant
18. Angles in the same segment
19. Alternate segment theorem
20. Perpendicular bisector"
"Raum und Form","Messen und Berechnen","G","Apply law of cosines/sines","1. Law of Cosines  
2. Law of Sines  
3. Triangle  
4. Angles  
5. Sides  
6. Opposite side  
7. Adjacent side  
8. Scalene triangle  
9. Isosceles triangle  
10. Right triangle  
11. AAS (Angle-Angle-Side)  
12. ASA (Angle-Side-Angle)  
13. SSS (Side-Side-Side)  
14. SAS (Side-Angle-Side)  
15. Trigonometric ratios  
16. Radian  
17. Degree  
18. Coordinate system  
19. Unit circle"
"Raum und Form","Messen und Berechnen","H","Prove advanced geometry statements","1. Euclidean Geometry  
2. Non-Euclidean Geometry  
3. Axioms  
4. Theorems  
5. Proof  
6. Congruence  
7. Similarity  
8. Angles  
9. Triangles  
10. Circles  
11. Polygons  
12. Quadrilaterals  
13. Parallelism  
14. Perpendicularity  
15. Area  
16. Volume  
17. Coordinate Geometry  
18. Vectors  
19. Transformation  
20. Symmetry  
21. Circumference  
22. Midpoint  
23. Bisector  
24. Altitude  
25. Medians  
26. Centroid  
27. Circumcenter  
28. Incenter  
29. Euler Line  
30. Geometric Constructions  
31. Chord  
32. Tangent  
33. Secant  
34. Similar Triangles  
35. Pythagorean Theorem  
36. Interior Angles  
37. Exterior Angles  
38. Area of Polygons  
39. Tessellations  
40. Conic Sections"
"Raum und Form","Messen und Berechnen","H","Use advanced geometry/trig in real contexts","1. Angles
2. Triangles
3. Pythagorean Theorem
4. Coordinate System
5. Sine
6. Cosine
7. Tangent
8. Trigonometric Ratios
9. Polygon
10. Circumference
11. Area
12. Volume
13. Scale Factor
14. Similarity
15. Congruence
16. Vectors
17. Transformation
18. Parallel Lines
19. Perpendicular Lines
20. Acute Angle
21. Obtuse Angle
22. Reflex Angle
23. Radius
24. Diameter
25. Arc Length
26. Sector Area
27. Altitude
28. Hypotenuse
29. Base
30. Cartesian Coordinates"
"Größen und Messen","Größen erfassen und vergleichen","B","Compare length with paperclips","1. Length
2. Measurement
3. Unit of measurement
4. Comparison
5. Standard reference
6. Scale
7. Dimension
8. Quantitative analysis
9. Visual representation
10. Calibration"
"Größen und Messen","Größen erfassen und vergleichen","B","Sort containers by capacity","1. Data structure
2. Array
3. List
4. Sorting algorithm
5. Comparison function
6. Time complexity
7. Space complexity
8. In-place sorting
9. Stability
10. Capacity
11. Algorithmic efficiency
12. Iteration
13. Recursion
14. Merge sort
15. Quick sort
16. Bubble sort
17. Heap sort
18. Selection sort
19. Indexing
20. Complexity class"
"Größen und Messen","Größen erfassen und vergleichen","C","Measure length in cm/m","1. Length
2. Centimeter (cm)
3. Meter (m)
4. Conversion
5. Measurement
6. Precision
7. Scale
8. Tape measure
9. Ruler
10. Units"
"Größen und Messen","Größen erfassen und vergleichen","C","Compare weights with balance scale","1. Balance scale
2. Weighing
3. Mass
4. Gravity
5. Balance point
6. Equal arm scale
7. Calibration
8. Load
9. Counterweight
10. Measurement
11. Precision
12. Accuracy
13. Scale sensitivity
14. Calibration weights
15. Torque"
"Größen und Messen","Größen erfassen und vergleichen","D","Estimate length, then measure","1. Estimation
2. Measurement
3. Length
4. Units
5. Precision
6. Accuracy
7. Ruler
8. Caliper
9. Scale
10. Conversion"
"Größen und Messen","Größen erfassen und vergleichen","D","Interpret temperature in Celsius","1. Celsius
2. Temperature
3. Scale
4. Degree
5. Metric
6. Thermometer
7. Conversion
8. Absolute zero
9. Boiling point
10. Freezing point"
"Größen und Messen","Größen erfassen und vergleichen","E","Analyze measurement accuracy","1. Measurement error  
2. Precision  
3. Accuracy  
4. Systematic error  
5. Random error  
6. Calibration  
7. Traceability  
8. Resolution  
9. Uncertainty  
10. Bias  
11. Repeatability  
12. Reproducibility  
13. Confidence interval  
14. Tolerance  
15. Measurement standards  
16. Measurement system analysis (MSA)  
17. Standard deviation  
18. Outlier  
19. Control charts  
20. Measurement range"
"Größen und Messen","Größen erfassen und vergleichen","E","Compare metric vs. imperial in context","1. Metric System  
2. Imperial System  
3. Units of Measurement  
4. Conversion  
5. Length  
6. Mass  
7. Volume  
8. Temperature  
9. Area  
10. Weight  
11. Ratios  
12. Standardization  
13. Precision  
14. Accuracy  
15. Dimensional Analysis"
"Größen und Messen","Größen erfassen und vergleichen","F","Use precision tools (calipers)","1. Calibration  
2. Measurement  
3. Tolerance  
4. Accuracy  
5. Resolution  
6. Vernier  
7. Micrometer  
8. Depth gauge  
9. Inside diameter  
10. Outside diameter  
11. Conversion  
12. Implied zero  
13. Reading error  
14. Increment  
15. Scale  
16. Unit of measurement"
"Größen und Messen","Größen erfassen und vergleichen","F","Discuss error margins in a lab","1. Error Margin  
2. Precision  
3. Accuracy  
4. Systematic Error  
5. Random Error  
6. Calibration  
7. Uncertainty  
8. Standard Deviation  
9. Statistical Significance  
10. Confidence Interval  
11. Measurement Error  
12. Tolerance  
13. Reproducibility  
14. Repeatability  
15. Bias"
"Größen und Messen","Größen erfassen und vergleichen","G","Design an experiment for reliability","1. Reliability
2. Experimental Design
3. Hypothesis
4. Variables
5. Control Group
6. Treatment Group
7. Sample Size
8. Replication
9. Randomization
10. Data Collection
11. Statistical Analysis
12. Confidence Interval
13. Error Rate
14. Validation
15. Reliability Testing
16. Failure Rate
17. Life Cycle Testing
18. Accelerated Testing
19. Factorial Design
20. Response Variable"
"Größen und Messen","Größen erfassen und vergleichen","G","Analyze significant figures in data","1. Significant Figures
2. Precision
3. Accuracy
4. Rounding
5. Scientific Notation
6. Decimal Places
7. Measurement Uncertainty
8. Leading Zeros
9. Trailing Zeros
10. Captive Zeros
11. Exact Numbers
12. Error propagation"
"Größen und Messen","Größen erfassen und vergleichen","H","Advanced measurement methods (wave-based)","1. Wave Propagation  
2. Frequency  
3. Amplitude  
4. Wavelength  
5. Phase Shift  
6. Interference  
7. Reflection  
8. Refraction  
9. Diffraction  
10. Dispersion  
11. Signal Processing  
12. Transducer  
13. Sensor Calibration  
14. Sampling Rate  
15. Nyquist Theorem  
16. Fourier Transform  
17. Time of Flight  
18. Coherence  
19. Modulation  
20. Signal-to-Noise Ratio (SNR)  
21. Echo  
22. Resonance  
23. Impedance  
24. Harmonics  
25. Damping  
26. Scattering  
27. Attenuation  
28. Calibration Curve  
29. Wave Vector  
30. Phase Velocity"
"Größen und Messen","Größen erfassen und vergleichen","H","Critique SI vs. alternative systems","1. SI (International System of Units)
2. Metric system
3. Imperial system
4. Units of measurement
5. Base units
6. Derived units
7. Conversion factors
8. Precision
9. Accuracy
10. Standardization
11. Dimensional analysis
12. Measurement error
13. Scalar quantities
14. Vector quantities
15. Coherence
16. Quantitative analysis
17. Industrial applications
18. Scientific consistency
19. Globalization
20. Historical context"
"Größen und Messen","Umgang mit Maßeinheiten","B","Recognize cm/m for length","- Centimeter (cm)
- Meter (m)
- Conversion
- Unit prefix
- Metric system
- Dimensional analysis
- Ratio
- Scale factor
- Equivalent measurements
- Standard units"
"Größen und Messen","Umgang mit Maßeinheiten","B","Identify € for money","1. Currency
2. Euro (€, EUR)
3. Exchange rate
4. Foreign exchange market
5. Conversion
6. Value
7. Denomination
8. Inflation
9. Purchasing power
10. Economic indicators
11. Supply and demand
12. Conversion fee
13. Transaction cost
14. Ledger
15. Financial instruments"
"Größen und Messen","Umgang mit Maßeinheiten","C","Convert cm ↔ m","- Centimeter (cm)
- Meter (m)
- Conversion
- Metric system
- Scale
- Linear measure
- Units of measurement"
"Größen und Messen","Umgang mit Maßeinheiten","C","Measure objects in cm","1. Measurement
2. Centimeter (cm)
3. Ruler
4. Tape measure
5. Accuracy
6. Precision
7. Calibration
8. Units of measurement
9. Metric system
10. Length"
"Größen und Messen","Umgang mit Maßeinheiten","D","Convert mm, cm, m, km","1. Millimeter (mm)
2. Centimeter (cm)
3. Meter (m)
4. Kilometer (km)
5. Length
6. Conversion
7. Metric System
8. Units of Measurement
9. Scale Factor
10. Standard Unit"
"Größen und Messen","Umgang mit Maßeinheiten","D","Solve length/mass word problems","1. Unit conversion
2. Measurement
3. Proportion
4. Ratio
5. Density
6. Volume
7. Weight
8. Metric system
9. Imperial system
10. Equation
11. Variable
12. Solve for
13. Formula
14. Conversion factor
15. Estimation"
"Größen und Messen","Umgang mit Maßeinheiten","E","Convert decimals (e.g., 1.25 kg = 1250 g)","1. Decimal
2. Kilogram (kg)
3. Gram (g)
4. Conversion factor
5. Metric system
6. Unit conversion
7. Weight
8. Place value
9. Multiplication
10. Division"
"Größen und Messen","Umgang mit Maßeinheiten","E","Handle time units (hours ↔ minutes)","1. Time conversion  
2. Units of time  
3. Hours  
4. Minutes  
5. Multiplication  
6. Division  
7. Decimal  
8. Rounding  
9. Time representation  
10. Formula  
11. Conversion factor  
12. Calculation"
"Größen und Messen","Umgang mit Maßeinheiten","F","Compare metric vs. imperial (miles↔km)","1. Metric system  
2. Imperial system  
3. Conversion  
4. Units of measurement  
5. Miles  
6. Kilometers  
7. Equivalence  
8. Scale factor  
9. Factor conversion  
10. Ratio"
"Größen und Messen","Umgang mit Maßeinheiten","F","Convert volume units (L, mL, cm³)","1. Volume
2. Liter (L)
3. Milliliter (mL)
4. Cubic centimeter (cm³)
5. Conversion factor
6. Metric system
7. Unit equivalence
8. 1 L = 1000 mL
9. 1 L = 1000 cm³
10. 1 mL = 1 cm³"
"Größen und Messen","Umgang mit Maßeinheiten","G","Use dimensional analysis","1. Dimensions
2. Units
3. Dimensional consistency
4. Dimensional homogeneity
5. Fundamental dimensions
6. Derived dimensions
7. Conversion factors
8. Dimensional variables
9. Scaling
10. Buckingham Pi theorem"
"Größen und Messen","Umgang mit Maßeinheiten","G","Discuss historical/scientific units (parsec)","1. Parsec  
2. Astronomical Unit (AU)  
3. Light-year  
4. Distance  
5. Trigonometry  
6. Angular diameter  
7. Stellar parallax  
8. Cosmology  
9. Light-year  
10. Redshift  
11. Celestial mechanics  
12. Scale  
13. Interstellar  
14. Measurement  
15. Units of measurement"
"Größen und Messen","Umgang mit Maßeinheiten","H","Examine Planck length/light-year","- Planck length  
- light-year  
- quantum mechanics  
- spacetime  
- fundamental constants  
- speed of light  
- universe  
- dimensions  
- physical laws  
- theory of relativity  
- astronomical unit"
"Größen und Messen","Umgang mit Maßeinheiten","H","Critique SI vs. universal measurement","1. SI Units  
2. Universal Measurement  
3. Metric System  
4. Base Units  
5. Derived Units  
6. Dimensionless Quantity  
7. Conversion Factors  
8. Precision  
9. Accuracy  
10. Standardization  
11. Calibration  
12. Cohesiveness  
13. Globalization  
14. Interoperability  
15. Measurement Systems Theory  
16. Homogeneity  
17. Unit Consistency  
18. Scientific Notation  
19. Quantitative Analysis  
20. Standard Units"
"Größen und Messen","Berechnungen von Größen","B","Add lengths in cm","1. Length
2. Centimeter (cm)
3. Addition
4. Unit of measurement
5. Decimal
6. Calculation
7. Sum
8. Total
9. Conversion (if necessary)
10. Measurement precision"
"Größen und Messen","Berechnungen von Größen","B","Combine volumes in liters","1. Volume
2. Liter
3. Milliliter
4. Conversion
5. Measurement
6. Capacity
7. Addition
8. Density
9. Unit
10. Scale"
"Größen und Messen","Berechnungen von Größen","C","Compute perimeter from side lengths","1. Perimeter  
2. Side lengths  
3. Polygon  
4. Formula  
5. Addition  
6. Units  
7. Geometry  
8. Closed shape  
9. Sum  
10. Measurement"
"Größen und Messen","Berechnungen von Größen","C","Add/subtract weights in g or kg","1. Weight  
2. Grams (g)  
3. Kilograms (kg)  
4. Addition  
5. Subtraction  
6. Measurement  
7. Conversion  
8. Units  
9. Decimal  
10. Total weight"
"Größen und Messen","Berechnungen von Größen","D","Area of rectangles/squares","1. Area  
2. Length  
3. Width  
4. Square  
5. Rectangle  
6. Formula  
7. Units  
8. Perimeter  
9. Dimensions  
10. Geometric shape"
"Größen und Messen","Berechnungen von Größen","D","Volume (in cm³) of a small box","- Volume
- Cubic centimeters (cm³)
- Length
- Width
- Height
- Dimensions
- Formula
- Rectangular prism
- Measurement"
"Größen und Messen","Berechnungen von Größen","E","Paint wall area or calculate floor area","1. Area
2. Square footage
3. Dimensions
4. Length
5. Width
6. Height
7. Surface area
8. Volume
9. Paint coverage
10. Coating
11. Measurement
12. Perimeter
13. Geometry
14. Formula
15. Units"
"Größen und Messen","Berechnungen von Größen","E","Use area of triangle/circle formulas","- Triangle
- Circle
- Area
- Base
- Height
- Radius
- Formula
- Geometry
- Heron's formula
- Circumference
- Diameter
- Units of measurement"
"Größen und Messen","Berechnungen von Größen","F","Calculate speed = distance/time","1. Speed
2. Distance
3. Time
4. Units
5. Measurement
6. Formula
7. Velocity
8. Motion"
"Größen und Messen","Berechnungen von Größen","F","Convert mph ↔ km/h in real contexts","1. Unit conversion  
2. Speed  
3. Miles per hour (mph)  
4. Kilometers per hour (km/h)  
5. Conversion factor  
6. Ratio  
7. Metric system  
8. Imperial system  
9. Calculation  
10. Formula"
"Größen und Messen","Berechnungen von Größen","G","Surface area/volume of spheres/cones","1. Surface Area  
2. Volume  
3. Sphere  
4. Cone  
5. Radius  
6. Height  
7. Diameter  
8. Pi (π)  
9. Formula  
10. Geometry  
11. Cross-sectional area  
12. Slant height  
13. Lateral surface area  
14. Base area  
15. Calculus (if applicable)"
