"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Space and form","Properties and relationships of figures and solids","F","In a trapezoid the lengths of the bases are 12 cm and 8 cm and the height is 5 cm; determine the length of the diagonal if the trapezoid is divided into two triangles by a diagonal.","- Trapez (Trapezoid)  
- Basis (Base)  
- Höhe (Height)  
- Diagonale (Diagonal)  
- Dreieck (Triangle)  
- Fläche (Area)  
- Satz des Pythagoras (Pythagorean Theorem)  
- Längen (Lengths)  
- Seitenlängen (Side lengths)  
- Geometrie (Geometry)"
"Space and form","Properties and relationships of figures and solids","F","In triangle ABC if angle A measures 35 degrees and angle B measures 75 degrees calculate the measure of angle C.","1. Winkel (angle)
2. Dreieck (triangle)
3. Innenwinkel (interior angle)
4. Winkelmaß (angle measure)
5. Summe der Innenwinkel (sum of interior angles)"
"Space and form","Properties and relationships of figures and solids","F","A triangle has an exterior angle that measures 120 degrees; if one of the opposite interior angles measures 45 degrees what is the measure of the other interior angle?","- Außenwinkel  
- Innenwinkel  
- Dreieck  
- Oppositionswinkel  
- Winkelmaß  
- Summe der Winkel  
- Ergänzungswinkel"
"Space and form","Properties and relationships of figures and solids","F","In a polygon with five sides if three of the interior angles are 90 degrees each find the measure of the remaining two interior angles.","1. Polygon  
2. Innenwinkel  
3. Fünfseitig  
4. Summe der Innenwinkel  
5. Grad  
6. Restwinkel  
7. Geometrie  
8. Regelmäßiges Polygon"
"Space and form","Properties and relationships of figures and solids","G","Calculate the surface area of a rectangular prism with dimensions 4 cm (length) 3 cm (width) and 5 cm (height).","1. Rechteckiger Prisma  
2. Oberfläche  
3. Fläche  
4. Länge  
5. Breite  
6. Höhe  
7. Formel  
8. Volumen  
9. Quadrat  
10. Einheiten"
"Space and form","Properties and relationships of figures and solids","G","A cylindrical water tank has a radius of 2 meters and a height of 3 meters; find its volume in cubic meters.","1. Zylinder (cylinder)  
2. Radius (radius)  
3. Höhe (height)  
4. Volumen (volume)  
5. Fläche (area)  
6. Pi (π)  
7. Formel (formula)  
8. Kubikmeter (cubic meter)  
9. Basisfläche (base area)"
"Space and form","Properties and relationships of figures and solids","G","Determine the total surface area of a cylinder that has a radius of 6 inches and a height of 10 inches including the areas of both circular bases.","- Zylinder
- Oberflächenbereich
- Radius
- Höhe
- Kreisfläche
- Basisfläche
- Gesamtoberfläche
- Formel"
"Space and form","Properties and relationships of figures and solids","H","In triangle ABC if angle A = angle D and the lengths of side AB = 6 cm and side DE = 9 cm determine the length of side AC if triangle ABC is similar to triangle ADE.","1. Ähnlichkeit (Similarity)  
2. Seitenverhältnis (Ratio of sides)  
3. Winkel (Angle)  
4. Dreieck (Triangle)  
5. Kongruenz (Congruence)  
6. Verhältnisse (Proportions)  
7. Maße (Measures)  
8. Seitenlängen (Side lengths)  
9. Skalenfaktor (Scale factor)  
10. Äquiwinkel (Corresponding angles)"
"Space and form","Properties and relationships of figures and solids","H","Two triangles PQR and STU are similar with corresponding sides PR = 10 cm and TU = 15 cm find the length of side PQ if ST = 12 cm.","1. Ähnlichkeit
2. Entsprechende Seiten
3. Proportion
4. Seitenverhältnis
5. Skalenfaktor
6. Dreiecke
7. Längenberechnung
8. Verhältnisregel"
"Space and form","Properties and relationships of figures and solids","H","If triangle XYZ is similar to triangle ABC with XY = 5 m BC = 15 m and the length of side XZ is missing calculate the value of XZ.","1. Ähnlichkeit
2. Dreieck
3. Seitenverhältnis
4. entsprechende Seiten
5. proportional
6. geometrische Figuren
7. Maßstab
8. Verhältnis
9. Berechnung
10. Längenvergleich"
"Space and form","Symmetries and illustrations","D","Complete the butterfly drawing by reflecting the left wing across the center line to create symmetry.","- Symmetrie
- Spiegelung
- Achse
- Flügel
- Zentrum
- Geometrie
- Reflexion
- Figuren
- Symmetrische Transformation
- Liniengleichheit"
"Space and form","Symmetries and illustrations","D","Draw the other half of the heart shape by using the line of symmetry running vertically down the middle.","1. Herzform  
2. Symmetrieachse  
3. Vertikale  
4. Spiegelung  
5. Linie der Symmetrie  
6. Geometrie  
7. Achsensymmetrie  
8. Koordinatensystem  
9. Punktspiegelung  
10. Formenzeichnen"
"Space and form","Symmetries and illustrations","D","Expand the partially completed star design by adding the missing points to ensure it is symmetrical about its center.","1. Sternentwurf
2. Symmetrie
3. Mittelpunkt
4. Geometrie
5. Winkel
6. Koordinaten
7. Punkte
8. Symmetrische Achse
9. Krümmung
10. Verhältnis"
"Space and form","Symmetries and illustrations","D","Create a tessellation using at least three different congruent shapes and color each shape differently to enhance your design.","1. Tessellation  
2. Kongruente Formen  
3. Mosaik  
4. Symmetrie  
5. Flächenfüllung  
6. Rotation  
7. Spiegelung  
8. Translation  
9. Farbauswahl  
10. Gestaltung"
"Space and form","Symmetries and illustrations","D","Design a floor plan for a room using congruent hexagonal tiles ensuring that the entire floor is covered without any gaps or overlaps.","- kongruent
- sechseckig
- Fliesen
- Bodenfläche
- Lücken
- Überlappungen
- Fliesenmuster
- Anordnung
- Geometrie
- Symmetrie
- Flächenberechnung
- Kachelproblem
- Polygon
- Tessellation
- Raumplanung"
"Space and form","Symmetries and illustrations","D","Draw a large piece of paper to create a tessellated mural using only squares and triangles making sure that each shape connects without leaving any empty spaces.","1. Tessellation  
2. Mosaik  
3. Polygon  
4. Quadrat  
5. Dreieck  
6. Symmetrie  
7. Flächenfüllung  
8. Verbindung  
9. Geometrie  
10. Wiederholung"
"Space and form","Symmetries and illustrations","E","Draw all the lines of symmetry for a regular hexagon and explain how you determined their positions.","1. Symmetrieachse  
2. Regelmäßiges Polygon  
3. Sechseck  
4. Zentralsymmetrie  
5. Rotationssymmetrie  
6. Spiegelachse  
7. Ecken  
8. Mittelpunkte  
9. Symmetrisches Design  
10. Geometriche Transformation"
"Space and form","Symmetries and illustrations","E","Identify whether a regular pentagon has any lines of symmetry and if so illustrate them on a diagram.","1. Symmetrieachse  
2. Regelmäßiges Fünfeck  
3. Geometrische Figur  
4. Linien der Symmetrie  
5. Achsensymmetrie  
6. Diagramm  
7. Rotationssymmetrie  
8. Winkel  
9. Ecken  
10. Seiten"
"Space and form","Symmetries and illustrations","E","Create a colorful design using a regular octagon and label all the lines of symmetry you can find in your artwork.","1. Regelmäßiges Oktagon  
2. Symmetrielinie  
3. Achsensymmetrie  
4. Rotationssymmetrie  
5. Farbenlehre  
6. Geometrische Formen  
7. Winkel  
8. Seitenlängen  
9. Reflexion  
10. Symmetrisches Muster"
"Sizes and measurement","Measuring and calculating","B","Measure the length of your desk using paper clips and write down how many paper clips long it is.","1. Maßband  
2. Maßstab  
3. Länge  
4. Einheit  
5. Messung  
6. Papierklammer  
7. Vergleich  
8. Gesamtlänge  
9. Anzahl  
10. Genauigkeit"
"Sizes and measurement","Measuring and calculating","B","How many paper clips long is your favorite book? Use paper clips to measure it and count them carefully.","1. Maßeinheit  
2. Länge  
3. Messung  
4. präzise  
5. Zählen  
6. Vergleich  
7. Objekte  
8. Skala  
9. Richtig messen  
10. Ergebnis"
"Sizes and measurement","Measuring and calculating","B","Find three different toys and measure each one using paper clips then record their lengths in a list.","1. Spielzeug
2. messen
3. Papierclips
4. Länge
5. Liste
6. unterschiedlich
7. aufzeichnen
8. vergleichen
9. Einheit
10. Maßeinheit"
"Sizes and measurement","Recording and comparing quantities","C","Record the weight of a book and a pencil case on a balance scale then write which one is heavier and by how much.","1. Gewichtsmaß 
2. Waage 
3. Gleichgewicht 
4. Gewicht 
5. Objekte 
6. Differenz 
7. Skalierung 
8. Messergebnis 
9. Vergleich 
10. Einheit"
"Sizes and measurement","Recording and comparing quantities","C","Using a balance scale compare the weight of a bag of oranges to a bag of apples and explain which bag has more weight.","1. Waage
2. Gleichgewicht
3. Gewicht
4. Vergleich
5. Apfel
6. Orange
7. Beutel
8. Masse
9. Referenzgewicht
10. Skala"
"Sizes and measurement","Recording and comparing quantities","C","You have a toy car that weighs 150 grams and a toy robot that weighs 200 grams; use a balance scale to find out how many more grams the toy robot weighs than the toy car.","1. Spielzeugauto  
2. Spielzeugroboter  
3. Gewicht  
4. Gramm  
5. Wiegemittel  
6. Wagschale  
7. Differenz  
8. Vergleich  
9. Balance  
10. Skala"
"Sizes and measurement","Dealing with units of measurement","D","Convert 250 centimeters to meters.","- Zentimeter
- Meter
- Umrechnung
- Maßeinheit
- Faktor
- Skalierung"
"Sizes and measurement","Dealing with units of measurement","D","A piece of ribbon is 3.5 meters long; how many centimeters is that?","1. Band 
2. Meter 
3. Zentimeter 
4. Umrechnung 
5. Maßeinheit 
6. Längeneinheit 
7. Dezimal 
8. Verhältnis"
"Sizes and measurement","Dealing with units of measurement","D","If a pencil measures 15 centimeters how many meters is that expressed in decimal form?","1. Zentimeter
2. Meter
3. Dezimalform
4. Umrechnung
5. Maßeinheit"
"Sizes and measurement","Calculating quantities","E","A rectangular garden measures 10 meters by 5 meters and there is a path of 1 meter wide that surrounds the garden; calculate the total perimeter of the garden including the path.","- Rechteck
- Garten
- Maße
- Umfang
- Pfad
- Breite
- Umrandung
- Gesamter Umfang"
"Sizes and measurement","Calculating quantities","E","A square patio with sides of 4 feet is adjacent to a rectangular area measuring 6 feet by 3 feet; find the perimeter of the combined shape.","1. Quadrat
2. Rechteck
3. Umfang
4. Fläche
5. Seitenlängen
6. Adjacent (benachbart)
7. Kombinierte Form
8. Geometrie"
"Sizes and measurement","Calculating quantities","E","A swimming pool is shaped like a rectangle measuring 8 meters by 4 meters and it is enclosed by a fence that is 2 meters away from the pool on all sides; determine the perimeter of the fenced area.","- Rechteck
- Maße
- Umzäunung
- Abstand
- Fläche
- Umfang
- Perimeter"
"Sizes and measurement","Quantities in factual contexts","F","A rectangular garden measures 12 meters in length and 8 meters in width; calculate the area of the garden in square meters.","- Rechteck
- Garten
- Länge
- Breite
- Fläche
- Quadratmeter"
"Sizes and measurement","Quantities in factual contexts","F","A cylindrical water tank has a radius of 3 feet and a height of 10 feet; determine the volume of the tank in cubic feet.","- Zylinder
- Radius
- Höhe
- Volumen
- Kubikfuß
- Kreisfläche
- Formel"
"Sizes and measurement","Quantities in factual contexts","F","A triangular playground has a base of 15 meters and a height of 10 meters; find the area of the playground in square meters.","- Dreieck
- Grundseite
- Höhe
- Fläche
- Quadratmeter
- Formel zur Flächenberechnung (Fläche = 1/2 * Grundseite * Höhe)"
"Sizes and measurement","Measuring and calculating","G","A circular garden has a radius of 5 meters; calculate the circumference and express your answer in both meters and centimeters.","- Kreis
- Radius
- Umfang
- Durchmesser
- Pi (π)
- Meter
- Zentimeter
- Berechnung
- Formel"
"Sizes and measurement","Measuring and calculating","G","If the diameter of a swimming pool is 10 feet find the circumference and convert your result into inches.","- Durchmesser
- Umfang
- Kreis
- Maßeinheit
- Umrechnung
- Zoll (Inch)"
"Sizes and measurement","Measuring and calculating","G","A bike tire has a radius of 14 inches; compute the circumference and determine how far the bike travels after one complete revolution rounding your answer to the nearest inch.","- Radius
- Umfang (Circumference)
- Revolution
- Einheitlichkeit (Uniformity)"
"Sizes and measurement","Recording and comparing quantities","H","A group of students recorded the heights of plants in centimeters after three weeks of growth: 15 22 18 25 and 20; calculate the average height and determine how much each height differs from the average.","1. Durchschnitt (Average)  
2. Differenz (Difference)  
3. Höhe (Height)  
4. Wachstumsperiode (Growth Period)  
5. Pflanzen (Plants)  
6. Datensatz (Data Set)  
7. Zentimeter (Centimeter)  
8. Summe (Sum)  
9. Anzahl (Count)  
10. Varianz (Variance)"
"Sizes and measurement","Recording and comparing quantities","H","A recipe calls for 250 grams of flour and you have three different brands with weights of 240 260 and 270 grams; compare the weights and identify which brand allows for the least and the most excess flour when measuring out the required amount.","- Rezept
- Gramm
- Mehl
- Übermaß
- Mengenvergleich
- Gewicht
- Messung
- Zutat
- Differenz
- Überschuss"
"Sizes and measurement","Recording and comparing quantities","H","A survey of monthly water usage in three households shows usage of 150 180 and 210 liters; analyze the data to find the median and discuss what this reveals about the typical water consumption in these households.","1. Median
2. Datenanalyse
3. Haushalte
4. Wasserverbrauch
5. Statistische Auswertung
6. Zentrale Tendenz
7. Wertebereich
8. Rangordnung
9. Datenverteilung
10. Vergleichsanalyse"
"Sizes and measurement","Dealing with units of measurement","B","Measure the length of your pencil using centimeters and write down the number you find.","- Maßband
- Zentimeter
- Länge
- Messung
- Skala
- Genauigkeit
- Einheit
- Ergebnis"
"Sizes and measurement","Dealing with units of measurement","B","If a book is 10 inches tall and a paper is 8 inches tall which one is taller and by how many inches?","- Höhe
- Zoll
- Buch
- Papier
- Vergleich
- Differenz"
"Sizes and measurement","Dealing with units of measurement","B","Estimate the width of your desk in inches by comparing it to a ruler then draw a quick sketch of what you measured.","1. Maßstab  
2. Vergleich  
3. Schätzung  
4. Skizze  
5. Zoll  
6. Länge  
7. Breite  
8. Messung  
9. Objektivität  
10. Proportionalität"
"Sizes and measurement","Calculating quantities","C","Sarah has three ribbons: one is 15 inches long another is 20 inches long and the last is 10 inches long; what is the total length of all three ribbons?","- Länge
- Inklusive
- Addition
- Gesamtlänge
- Ribbons (Bänder)"
"Sizes and measurement","Calculating quantities","C","A gardener measures two pieces of wood for a fence: one is 6 feet long and the other is 9 feet long; how long are they together?","- Länge
- Addition
- Maßeinheit
- Gesamtlänge
- Holzstück"
"Sizes and measurement","Calculating quantities","C","Tom has a rope that is 25 centimeters long and he cuts another piece that is 30 centimeters long; what is the combined length of the two pieces of rope?","1. Seil
2. Länge
3. Zentimeter
4. Schneiden
5. Kombinieren
6. Gesamtlänge"
"Sizes and measurement","Quantities in factual contexts","D","A bus travels 60 miles in 1 hour; how far will it travel in 2.5 hours at the same speed?","1. Geschwindigkeit
2. Entfernung
3. Zeit
4. Einheit
5. Verhältnis
6. Streckenformel
7. Konstante Geschwindigkeit"
"Sizes and measurement","Quantities in factual contexts","D","Maria jogs at a pace of 10 minutes per mile; how long will it take her to run 5 miles?","- Joggen
- Tempo
- Minuten
- Meile
- Distanz
- Zeit
- Geschwindigkeit"
"Sizes and measurement","Quantities in factual contexts","D","A car leaves the garage at 2:15 PM and arrives at the park at 3:00 PM; how much time did the car take to reach the park?","1. Uhrzeit
2. Zeitdifferenz
3. Ankunft
4. Abfahrt
5. Zeitrechnung
6. Minuten
7. Stunden
8. Zeitspanne"
"Sizes and measurement","Dealing with units of measurement","B","Measure the length of your desk in centimeters and write down the measurement.","1. Länge  
2. Messung  
3. Zentimeter  
4. Maßband  
5. Lineal  
6. Genauigkeit  
7. Oberfläche  
8. Referenzpunkt  
9. Maßeinheit  
10. Skalierung"
"Sizes and measurement","Dealing with units of measurement","B","Compare the lengths of your pencil and eraser then circle which one is longer and by how many centimeters.","1. Länge  
2. Bleistift  
3. Radiergummi  
4. Zentimeter  
5. vergleichen  
6. umkreisen  
7. länger  
8. Unterschied"
"Sizes and measurement","Dealing with units of measurement","B","Find three objects in the classroom measure each in centimeters and make a list from shortest to longest.","1. Objekte  
2. Messen  
3. Zentimeter  
4. Länge  
5. Kürzeste  
6. Längste  
7. Liste  
8. Sortieren  
9. Vergleich  
10. Maßeinheit"
"Sizes and measurement","Calculating quantities","C","A garden plot is 4 cm long and 3 cm wide; what is the area of the garden in square centimeters?","- Gartenfläche
- Länge
- Breite
- Quadratcentimeter
- Fläche
- Rechteck"
"Sizes and measurement","Calculating quantities","C","If a rectangle has a length of 10 cm and a width of 5 cm what is the area of that rectangle?","- Rechteck
- Länge
- Breite
- Fläche
- Quadratcentimeter"
"Sizes and measurement","Calculating quantities","C","A picture frame measures 6 cm in height and 2 cm in width; calculate the area of the frame's front in square centimeters.","- Bildrahmen
- Höhe
- Breite
- Fläche
- Quadratcentimeter"
"Sizes and measurement","Dealing with units of measurement","D","Convert 250 centimeters into meters.","1. Zentimeter  
2. Meter  
3. Umrechnung  
4. Einheit  
5. Maßstab  
6. Längeneinheit  
7. Faktorisierung"
"Sizes and measurement","Dealing with units of measurement","D","If a backpack weighs 2.5 kilograms how many grams does it weigh?","1. Gewicht
2. Kilogramm
3. Gramm
4. Umrechnung
5. Maßeinheit"
"Sizes and measurement","Dealing with units of measurement","D","A garden is 3 meters long; express its length in centimeters.","1. Meter (Meter)
2. Zentimeter (Centimeter)
3. Länge (Length)
4. Umrechnung (Conversion)
5. Maßeinheit (Unit of measurement)"
"Sizes and measurement","Measuring and calculating","E","Using a graduated cylinder measure the initial water level at 150 mL then submerge a rock and find the new water level at 250 mL; what is the volume of the rock?","1. Graduierter Zylinder  
2. Wasserstand  
3. Volumen  
4. Eintauchen  
5. Messung  
6. Differenz  
7. Flüssigkeit  
8. Objekteinschluss"
"Sizes and measurement","Measuring and calculating","E","A small toy figurine raises the water level in a beaker from 200 mL to 315 mL; calculate the volume of the toy figurine based on this displacement.","1. Verdrängung
2. Volumen
3. Becherglas
4. Wasserspiegel
5. Maßstab
6. Flüssigkeitsniveau
7. Dichte"
"Sizes and measurement","Measuring and calculating","E","If a piece of driftwood displaces 80 mL of water when fully submerged determine the volume of the driftwood in cubic centimeters knowing that 1 mL is equivalent to 1 cm³.","1. Verschiebungsvolumen  
2. Wasser  
3. Driftwood (Treibrindholz)  
4. Vollständig eingetaucht  
5. cm³ (Kubikzentimeter)  
6. mL (Milliliter)  
7. Äquivalent  
8. Volumen  
9. Dichte  
10. Flotation"
"Sizes and measurement","Calculating quantities","F","Calculate the surface area of a rectangular prism measuring 5 cm in length 3 cm in width and 4 cm in height.","1. Oberflächenbereich  
2. Rechteckiger Prisma  
3. Länge  
4. Breite  
5. Höhe  
6. Flächenformel  
7. Quadrat  
8. Berechnung"
"Sizes and measurement","Calculating quantities","F","A cylindrical container has a radius of 3 cm and a height of 10 cm; find the total surface area including the top and bottom.","1. Zylinder
2. Radius
3. Höhe
4. Oberfläche
5. Gesamtoberfläche
6. Grundfläche
7. Deckfläche
8. Manteloberfläche
9. Kreis
10. Fläche"
"Sizes and measurement","Calculating quantities","F","Determine the surface area of a composite shape made up of a cube with side length 6 cm and a hemisphere with a radius of 3 cm attached to the top.","1. Oberflächenbereich
2. Würfel
3. Seitenlänge
4. Halbkugel
5. Radius
6. Volumenformel
7. Flächenformel
8. Addition von Flächen
9. Schnittstelle
10. Geometrische Formen"
"Sizes and measurement","Quantities in factual contexts","G","A ladder leans against a wall forming a right triangle with the ground; if the ladder is 15 feet long and the base is 9 feet away from the wall how tall is the wall?","1. Leiter  
2. Wand  
3. Boden  
4. Rechtwinkliges Dreieck  
5. Hypotenuse  
6. Kathete  
7. Pythagoreischer Satz  
8. Höhe  
9. Basis  
10. Abstand"
"Sizes and measurement","Quantities in factual contexts","G","A rectangular garden has one side measuring 12 meters and a diagonal path that connects opposite corners; calculate the length of the diagonal path using the Pythagorean theorem.","- Rechteck
- Garten
- Seite
- Diagonale
- Pfad
- Ecken
- Länge
- Pythagoreischer Satz
- Hypotenuse
- Kathete"
"Sizes and measurement","Quantities in factual contexts","G","A right triangle has one leg measuring 8 inches and the hypotenuse measuring 10 inches; find the length of the other leg.","1. Rechtwinkliges Dreieck  
2. Kathete  
3. Hypotenuse  
4. Satz des Pythagoras  
5. Längenmessung"
"Sizes and measurement","Recording and comparing quantities","H","Calculate the mean median and range of the weights (in kg) of five athletes: 72 85 78 90 and 65.","- Mittelwert (Mean)
- Median
- Spannweite (Range)
- Gewichte (Weights)
- Athleten (Athletes)"
"Sizes and measurement","Recording and comparing quantities","H","A gardener tracks the heights (in cm) of 8 different sunflower plants: 140 150 145 160 155 175 130 and 165; find the mean median and range of their heights.","1. Mittelwert  
2. Median  
3. Spannweite  
4. Daten  
5. Einheit  
6. Sortierung  
7. Frequenz  
8. Statistische Analyse  
9. Gruppenmittel  
10. Verteilung"
"Sizes and measurement","Recording and comparing quantities","H","Analyze the monthly rainfall (in mm) for a small town over the last six months: 120 95 110 130 140 and 100; calculate the mean median and range of these data points.","- Mittelwert
- Median
- Spannweite
- Datenpunkte
- Statistik
- Analyse
- Durchschnitt
- Monatlicher Niederschlag
- Variabilität
- Quartile"
"Sizes and measurement","Measuring and calculating","D","Use a protractor to measure the angle of the corner of your classroom desk and record the measurement in degrees.","1. Winkel (angle)  
2. Protractor (Protractor)  
3. Grad (degree)  
4. Messung (measurement)  
5. Ecke (corner)  
6. Tisch (desk)  
7. Aufzeichnen (record)  
8. Gerade Linie (straight line)  
9. Nullpunkt (zero point)  
10. Skala (scale)"
"Sizes and measurement","Measuring and calculating","D","Find an everyday object in your home such as a book or a picture frame and estimate the angle formed at one of its corners then verify your estimation using a protractor.","1. Winkel (Angle)
2. Ecke (Corner)
3. Schätzwert (Estimation)
4. Geodreieck (Protractor)
5. Maßstab (Scale)
6. Grad (Degree)
7. Linien (Lines)
8. Messung (Measurement)
9. Oberfläche (Surface)
10. rechter Winkel (Right angle)"
"Sizes and measurement","Measuring and calculating","D","Identify and measure three different angles created by the hands of a clock at 3:00 6:00 and 9:00 using a protractor for accuracy.","1. Winkel (Angle)  
2. Grad (Degree)  
3. Uhrzeiger (Clock Hand)  
4. Ziffernblatt (Dial/Face)  
5. Punkt (Point)  
6. Mittelpunt (Center Point)  
7. Maßstab (Scale)  
8. Geometrie (Geometry)  
9. Akut (Acute)  
10. Obtus (Obtuse)  
11. Vollwinkel (Full Angle)  
12. Reflexwinkel (Reflex Angle)  
13. Proportional (Proportional)  
14. Berechnung (Calculation)  
15. Referenzlinie (Reference Line)"
"Sizes and measurement","Quantities in factual contexts","F","A map shows a distance of 5 inches between two cities and the scale is 1 inch : 20 miles; calculate the actual distance between the cities in miles.","1. Maßstab  
2. Entfernung  
3. Stadt  
4. Karte  
5. Zoll (inches)  
6. Meilen (miles)  
7. Abbildung  
8. Proportionalität"
"Sizes and measurement","Quantities in factual contexts","F","If a park on a map is represented as 3 centimeters long with a scale of 1 cm : 50 m determine the real length of the park in meters.","1. Maßstab  
2. Länge  
3. Zentimeter  
4. Meter  
5. Abmessungen  
6. Proportionalität"
"Sizes and measurement","Quantities in factual contexts","F","A blueprint of a house indicates a wall measuring 4 feet on the drawing with a scale of 1 inch : 3 feet; find the actual length of the wall in feet.","1. Bauplan  
2. Wand  
3. Maßstab  
4. Zeichnung  
5. Fuß  
6. Länge  
7. Verhältnismäßigkeit  
8. Umrechnung"
"Sizes and measurement","Calculating quantities","G","A cyclist travels at a speed of 15 miles per hour; how long will it take to cover a distance of 45 miles?","1. Geschwindigkeit
2. Strecke
3. Zeit
4. Formel
5. Einheit
6. Verhältnis
7. Durchschnittsgeschwindigkeit"
"Sizes and measurement","Calculating quantities","G","A car and a truck start from the same point and travel in opposite directions; if the car travels at 60 miles per hour and the truck at 45 miles per hour how far apart will they be after 2 hours?","1. Geschwindigkeit
2. Entfernung
3. Zeit
4. oppositiver Richtung
5. additiv
6. Gesamtentfernung
7. Geschwindigkeitssystem (geschwindigkeitsgesetz)
8. Einheit (meilen pro stunde)"
"Sizes and measurement","Calculating quantities","G","A runner completes a 5-kilometer race in 25 minutes; what was their average speed in miles per hour?","- Durchschnittsgeschwindigkeit
- Kilometer
- Minuten
- Stunden
- Meilen
- Umrechnungsfaktor"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Look at the pictogram showing the number of apples bananas and oranges; how many more apples are there than oranges?","1. Piktogramm  
2. Anzahl  
3. Äpfel  
4. Bananen  
5. Orangen  
6. Differenz  
7. Vergleich  
8. Zählung  
9. Dateninterpretation  
10. Visualisierung"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","The pictogram shows pets in a classroom: cats dogs and birds; which pet has the highest count and how many are there?","1. Piktogramm  
2. Haustiere  
3. Zählung  
4. Diagramm  
5. Kategorie  
6. Höchste Anzahl  
7. Vergleich  
8. Schlussfolgerung"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Count the total number of fruit represented in the pictogram and write down what the total number of pieces of fruit is.","1. Piktogramm  
2. Diagramm  
3. Zählen  
4. Gesamtanzahl  
5. Früchte  
6. Repräsentation  
7. Visualisierung  
8. Legende  
9. Datensammlung  
10. Analyse"
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Create a line graph to represent the average daily temperatures (in °F) for each month based on the following data: January 30 February 32 March 45 April 58 May 70 June 80 July 85 August 83 September 75 October 60 November 45 December 35.","1. Liniendiagramm  
2. Durchschnittstemperaturen  
3. Achse  
4. x-Achse  
5. y-Achse  
6. Datenpunkte  
7. Legende  
8. Skala  
9. Beschriftung  
10. Trendlinie"
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Using the sales data of a bakery over a week (Monday: 50 cupcakes Tuesday: 70 cupcakes Wednesday: 90 cupcakes Thursday: 40 cupcakes Friday: 120 cupcakes Saturday: 150 cupcakes Sunday: 100 cupcakes) construct a line graph and describe the trend in sales throughout the week.","1. Verkaufsdaten  
2. Liniengrafik  
3. Trend  
4. Achsen  
5. x-Achse  
6. y-Achse  
7. Datenpunkte  
8. Intervall  
9. Legende  
10. Steigung  
11. Analyse  
12. Zeitraum  
13. Skalierung  
14. Visualisierung  
15. Durchschnitt"
"Data; frequencies and probabilities","Collecting presenting and reading data","F","Draw a line graph to display the number of books read by students in a month: Week 1: 5 books Week 2: 7 books Week 3: 15 books Week 4: 10 books and analyze which week had the highest reading rate.","1. Liniendiagramm  
2. y-Achse  
3. x-Achse  
4. Datenpunkte  
5. Skalierung  
6. Legende  
7. Trend  
8. Analyse  
9. Lesefrequenz  
10. Balken  
11. Beschriftung  
12. Vergleich  
13. Zeitpunkt  
14. Durchschnitt  
15. Gesamtergebnis"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","A pie chart shows the favorite fruits of 100 students: apples (25%) bananas (35%) oranges (20%) and grapes (20%); how many students chose bananas?","1. Tortendiagramm  
2. Prozent  
3. Gesamtzahl  
4. Anteile  
5. Schüler  
6. Favoriten  
7. Berechnung"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","If in a pie chart representing a class's activity participation 15% of students chose sports what is the percentage of students who didn’t choose sports if there are 40 students in total?","1. Kreisdiagramm
2. Teilnahme
3. Prozent
4. Gesamtzahl
5. Schüler
6. Nichtwahl
7. Berechnung"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","In a pie chart depicting the distribution of pets in a neighborhood dogs make up 40% and cats 30%; what proportion of pets do other animals represent if the total pets are 200?","1. Tortendiagramm
2. Verteilung
3. Prozent
4. Anteil
5. Gesamtsumme
6. Haustiere
7. Proportion
8. Berechnung"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Ask your family members what their favorite fruit is then create a pictograph to show how many people chose each fruit.","1. Piktogramm  
2. Umfrage  
3. Daten  
4. Kategorien  
5. Häufigkeit  
6. Darstellung  
7. Legende  
8. Symbole  
9. Achsen  
10. Visualisierung"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Survey your classmates about their favorite colors and use a pictograph to display the results with pictures of colored squares.","1. Umfrage
2. Klassenkameraden
3. Lieblingsfarben
4. Piktogramm
5. Daten
6. Ergebnisse
7. Diagramm
8. Symbole
9. Häufigkeit
10. Farbdarstellung"
"Data; frequencies and probabilities","Collecting presenting and reading data","B","Conduct a survey to find out how many pets your friends have and draw a pictograph to represent the number of pets owned by each friend.","1. Umfrage
2. Stichprobe
3. Datenerhebung
4. Piktogramm
5. Diagramm
6. Legende
7. Häufigkeit
8. Visualisierung
9. Kategorisierung
10. Datenanalyse"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","A class of 30 students were surveyed about their favorite color: Red (10) Blue (12) Green (5) and Yellow (3); create a frequency table to display these results.","1. Häufigkeit
2. Tabelle
3. Umfrage
4. Kategorie
5. Daten
6. Gesamtheit
7. Prozentanteil
8. Balkendiagramm
9. Diagramm
10. Summation"
