Topic Area,Topic,Progress Level,Exercise
Data; frequencies and probabilities,Comparing and evaluating data,F,Using the bar graph displaying monthly rainfall data identify the month with the least rainfall and explain how it compares to the month with the highest rainfall in terms of the difference in inches.
Data; frequencies and probabilities,Comparing and evaluating data,F,Analyze the given histogram to determine whether the data is positively skewed negatively skewed or symmetric and explain your reasoning.
Data; frequencies and probabilities,Comparing and evaluating data,F,Calculate the mean and median of the data represented in the histogram and discuss which measure of central tendency better represents the dataset.
Data; frequencies and probabilities,Comparing and evaluating data,F,Using the histogram provided identify the mode of the data and evaluate what this indicates about the most frequent occurrence in the dataset.
Data; frequencies and probabilities,Understanding probabilities,D,A bag contains 5 red balls 3 blue balls and 2 green balls; what is the probability of randomly drawing a blue ball?
Data; frequencies and probabilities,Understanding probabilities,D,If a bag holds 4 yellow balls 6 orange balls and 10 purple balls what is the probability of picking a yellow ball from the bag?
Data; frequencies and probabilities,Understanding probabilities,D,In a bag with 8 black balls 7 white balls and 5 pink balls what fraction represents the probability of selecting a pink ball at random?
Data; frequencies and probabilities,Understanding probabilities,H,A basketball player has a 70% free throw success rate and a 60% three-point success rate; what is the probability that he makes both a free throw and a three-pointer in the same game?
Data; frequencies and probabilities,Understanding probabilities,H,A factory produces light bulbs with a 90% quality rate and batteries with an 85% quality rate; if a light bulb and a battery are chosen at random what is the probability that both are of good quality?
Data; frequencies and probabilities,Understanding probabilities,H,In a game of flipping a coin and rolling a die what is the probability of flipping heads and rolling a four?
Data; frequencies and probabilities,Understanding probabilities,D,A spinner is divided into 4 equal sections: red blue green and yellow; what is the probability of spinning and landing on blue?
Data; frequencies and probabilities,Understanding probabilities,D,If a spinner has sections of orange pink and purple each colored section is the same size; what fraction represents the probability of landing on pink?
Data; frequencies and probabilities,Understanding probabilities,D,A spinner shows 3 colors: red (2 sections) green (1 section) and blue (1 section); what is the probability of landing on red when the spinner is spun?
Data; frequencies and probabilities,Understanding probabilities,H,If you draw two cards consecutively from a standard 52-card deck what is the probability of both cards being hearts?
Data; frequencies and probabilities,Understanding probabilities,H,What is the likelihood that you will draw an Ace followed by a King when drawing two cards in succession from a standard deck of playing cards?
Data; frequencies and probabilities,Understanding probabilities,H,Calculate the probability of drawing two specific cards a Queen of Spades and a Jack of Hearts one after the other from a full deck without replacement.
Data; frequencies and probabilities,Combinatorics,E,How many different ways can you arrange three books on a shelf if you have a mystery novel a science fiction book and a biography?
Data; frequencies and probabilities,Combinatorics,E,If you have three different desserts—cake pie and ice cream—how many unique orders can you serve them at a party?
Data; frequencies and probabilities,Combinatorics,E,In a race with three athletes—Alex Bella and Charlie—how many different finishing orders are possible?
Data; frequencies and probabilities,Combinatorics,D,If you flip two coins at the same time list all the possible outcomes and count how many there are.
Data; frequencies and probabilities,Combinatorics,D,Imagine you are tossing two coins for a game; write down every combination of heads (H) and tails (T) that could happen then find the total number of combinations.
Data; frequencies and probabilities,Combinatorics,D,You and a friend are flipping two coins together; describe all the different results that could appear and calculate the total number of results.
Data; frequencies and probabilities,Combinatorics,D,If there are 5 different fruits in a basket how many ways can you choose 2 fruits to make a fruit salad?
Data; frequencies and probabilities,Combinatorics,D,A class of 5 students needs to select 2 representatives for a project; how many combinations of students can be chosen?
Data; frequencies and probabilities,Combinatorics,D,In a game a player can pick 2 out of 5 colored marbles; how many different pairs of marbles can they select?
Functional relationships (patterns and structures),Other functional relationships,F,A bacteria culture doubles in size every hour; if it starts with 500 bacteria how many will there be after 4 hours?
Functional relationships (patterns and structures),Other functional relationships,F,A car's value depreciates by 15% each year; if the car is currently worth $20000 what will its value be after 3 years?
Functional relationships (patterns and structures),Other functional relationships,F,A tree grows 2 inches in the first year 4 inches in the second year and 8 inches in the third year; predict the growth for the fourth year based on this pattern.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Draw the next two shapes in this pattern: circle square circle square __ __.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Color the missing shapes in the following pattern: triangle triangle circle triangle triangle __ __.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Look at the pattern of stars and hearts: ★ ♥ ★ ♥ ★. What shape comes next?
Functional relationships (patterns and structures),Assignments and proportionality,C,Draw two sets of fruits that show the ratio of 3 apples to 2 oranges and then create a visual representation of the equivalent ratio of 6 apples to 4 oranges.
Functional relationships (patterns and structures),Assignments and proportionality,C,If Jamie can read 4 books in 2 weeks create a bar graph to show how many books she would read in 6 weeks using equivalent ratios.
Functional relationships (patterns and structures),Assignments and proportionality,C,Using colored blocks build a model that represents the ratio of 5 blue blocks to 3 yellow blocks and then find and illustrate at least one equivalent ratio.
Functional relationships (patterns and structures),Linear and other simple functions,D,Create a table of values for the linear function y = 2x + 3 then plot the points on a graph and describe the slope.
Functional relationships (patterns and structures),Linear and other simple functions,D,A local gym charges a one-time registration fee of $20 and $10 per month; write the equation for the total cost (C) as a function of months (m) make a table of values and graph the function.
Functional relationships (patterns and structures),Linear and other simple functions,D,If a bike rental shop charges $5 for the first hour and $2 for each additional hour find the linear function that represents the cost (C) based on hours (h) plot it and explain the meaning of the slope.
Functional relationships (patterns and structures),Equations and algebra,E,A video game designer has 45 points; if he earns 12 more points how many points did he start with? Solve for x in the equation x + 12 = 45.
Functional relationships (patterns and structures),Equations and algebra,E,Maria is saving for a new bike that costs $250; if she currently has $75 how much more money does she need to save? Solve for x in the equation x + 75 = 250.
Functional relationships (patterns and structures),Equations and algebra,E,The temperature outside is 20 degrees Celsius; if it increases by 15 degrees what will the new temperature be? Solve for x in the equation x - 15 = 20.
Functional relationships (patterns and structures),Other functional relationships,F,What is the next term in the sequence 3 7 13 21 and explain the pattern?
Functional relationships (patterns and structures),Other functional relationships,F,If a savings account starts with $100 and increases by $15 each month what will be the balance after the 6th month?
Functional relationships (patterns and structures),Other functional relationships,F,Analyze the sequence of triangular numbers: 1 3 6 10 and determine the next number in the sequence.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,Identify the algebraic rule governing the sequence 3 7 11 15 and use it to find the 8th term.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,The sequence of perfect squares starts with 1 4 9 and 16; determine the algebraic expression for the nth term and calculate the 6th term.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,Given the sequence defined by the rule \(a_n = 5n - 2\) find the 10th term and the sum of the first 5 terms.
Functional relationships (patterns and structures),Assignments and proportionality,H,A recipe calls for 2 cups of flour to make 12 cookies; how many cups of flour would you need to make 30 cookies?
Functional relationships (patterns and structures),Assignments and proportionality,H,A car travels 240 miles on 8 gallons of gas; how many gallons of gas would be required to travel 600 miles?
Functional relationships (patterns and structures),Assignments and proportionality,H,If a poster is designed to be 4 feet wide and 6 feet tall what would be the width of a poster that is 10 feet tall while maintaining the same proportions?
Functional relationships (patterns and structures),Recognizing patterns and structures,D,Identify the pattern in the 4 times table (4 8 12 16...) and predict the product of 4 and 9.
Functional relationships (patterns and structures),Recognizing patterns and structures,D,Using the 7 times table find the missing number in the sequence: 7 14 __ 28 35.
Functional relationships (patterns and structures),Recognizing patterns and structures,D,Look at the 5 times table and explain how you can use it to quickly find the product of 5 and 12.
Functional relationships (patterns and structures),Equations and algebra,E,A pencil costs $2 less than a notebook and together they cost $6; write an equation to find the cost of the pencil p.
Functional relationships (patterns and structures),Equations and algebra,E,Sarah has twice as many stickers as Tim and together they have 24 stickers; write an equation to determine the number of stickers Tim has t.
Functional relationships (patterns and structures),Equations and algebra,E,A fruit basket contains x apples and if 5 apples are added there will be a total of 15 apples; write an equation to find the initial number of apples in the basket.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Create a repeating pattern using red blue and yellow colored squares where you use each color in a total of three times.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Draw a pattern with two different shapes such as circles and triangles while making sure the shapes alternate at least five times.
Functional relationships (patterns and structures),Recognizing patterns and structures,B,Using only two colors design a simple pattern with three sections ensuring that each section follows the same color order.
Functional relationships (patterns and structures),Recognizing patterns and structures,C,What is the next number in the sequence 5 10 15 20 and what would the next two numbers be?
Functional relationships (patterns and structures),Recognizing patterns and structures,C,If the pattern is to add 3 what are the next three numbers in the sequence 1 4 7 10?
Functional relationships (patterns and structures),Recognizing patterns and structures,C,Look at the pattern in the number sequence: 2 4 8 16; can you find the next two numbers?
Functional relationships (patterns and structures),Assignments and proportionality,D,Plot the points (2 4) (3 6) (4 8) and (5 10) on a coordinate grid and identify the constant of proportionality.
Functional relationships (patterns and structures),Assignments and proportionality,D,If a recipe requires 4 cups of flour to make 8 cookies graph the points (8 4) and (16 8) to represent the relationship and find the constant of proportionality.
Functional relationships (patterns and structures),Assignments and proportionality,D,Write a proportional equation for the points (1 2) (2 4) (3 6) and then plot these points on a coordinate grid to visualize the relationship.
Functional relationships (patterns and structures),Equations and algebra,E,A store is selling t-shirts for $15 each; if you spend a total of $120 how many t-shirts did you buy?
Functional relationships (patterns and structures),Equations and algebra,E,A gardening company charges $50 for each tree planted; if you paid a total of $350 how many trees were planted?
Functional relationships (patterns and structures),Equations and algebra,E,You saved $200 for a new bike which costs $50 more than what you currently have; write an equation to find out how much money you originally had.
Functional relationships (patterns and structures),Other functional relationships,F,A local bookstore offers a discount of $2 on each new book; if the first book costs $15 what will be the prices of the next three books in the sequence?
Functional relationships (patterns and structures),Other functional relationships,F,A car rental service charges an initial fee of $30 and an additional $5 for each hour rented; determine the charge for renting the car for the first five hours.
Functional relationships (patterns and structures),Other functional relationships,F,In a gardening club members plant 3 new trees in the first week and increase their planting by 2 trees each subsequent week; calculate the number of trees planted in the next 4 weeks.
Functional relationships (patterns and structures),Other functional relationships,G,Identify the common ratio in the geometric sequence 3 6 12 24 and use it to predict the next two terms.
Functional relationships (patterns and structures),Other functional relationships,G,A car's value decreases by half each year; if its current value is $16000 what will the value be after 3 years in a geometric sequence?
Functional relationships (patterns and structures),Other functional relationships,G,Given the geometric sequence where the first term is 5 and the common ratio is 3 calculate the fifth term of the sequence.
Functional relationships (patterns and structures),Assignments and proportionality,H,A recipe for 12 cookies requires 3 cups of flour; how much flour is needed for 30 cookies?
Functional relationships (patterns and structures),Assignments and proportionality,H,A car travels 240 miles using 8 gallons of gas; how many gallons will it need to travel 600 miles?
Functional relationships (patterns and structures),Assignments and proportionality,H,A painter can complete a mural in 15 hours; if they work at the same rate how long will it take to finish 4 murals?
Functional relationships (patterns and structures),Linear and other simple functions,D,Create a table of values for the linear function \(y = 3x + 2\) using the values of \(x\) from -2 to 2 and then graph the function on a coordinate plane.
Functional relationships (patterns and structures),Linear and other simple functions,D,A local bakery sells muffins for $2 each and cookies for $1.50 each; write a linear equation representing the total cost \(y\) for buying \(x\) muffins and then generate values for \(x\) from 0 to 4 to graph this equation.
Functional relationships (patterns and structures),Linear and other simple functions,D,The temperature in degrees Fahrenheit can be estimated by the formula \(F = 9C + 32\) where \(C\) is the temperature in degrees Celsius; create a table of values for this relationship using Celsius values of 0 10 20 and 30 then plot the corresponding Fahrenheit values.
Functional relationships (patterns and structures),Equations and algebra,F,Solve for x: 3(x - 4) = 2(x + 5).
Functional relationships (patterns and structures),Equations and algebra,F,A school is planning a fundraiser; if the items cost $12 each and the total cost is equal to 4 times the number of items sold solve for y in the equation 12y = 4y + 48.
Functional relationships (patterns and structures),Equations and algebra,F,If Jamie has twice as many apples as Alex and together they have 36 apples create and solve the equation 2x + x = 36 to find out how many apples Alex has.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,A bakery produces 10 loaves of bread on the first day and increases production by 5 loaves each subsequent day; express the total number of loaves produced on day \( n \) as an algebraic formula and use it to find the number produced on day 7.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,The cost of a monthly gym membership starts at $20 and increases by $5 for each additional family member; write an algebraic expression for the total cost based on the number of members and calculate the cost for a family of 4.
Functional relationships (patterns and structures),Recognizing patterns and structures,G,A car rental company charges a base fee of $30 plus $15 for each day the car is rented; create an algebraic formula for the total cost in terms of the number of days \( d \) the car is rented and determine the cost for renting the car for 3 days.
